"moduleName","avg_SLOC","avg_WMC","avg_CBO","avg_RFC","avg_LCOM5","avg_DIT","avg_NOC","avg_delta_WMC","avg_delta_CBO","avg_delta_RFC","avg_delta_LCOM5","avg_delta_DIT","avg_delta_NOC","avg_X.WMC","avg_X.CBO","avg_X.RFC","avg_X.LCOM5","avg_X.DIT","avg_X.NOC","avg_addedsloc","avg_deletedsloc","avg_changedsloc","avg_churnsloc","avg_X.added","avg_X.deleted","avg_X.changed","avg_X.churn","max_SLOC","max_WMC","max_CBO","max_RFC","max_LCOM5","max_DIT","max_NOC","max_delta_WMC","max_delta_CBO","max_delta_RFC","max_delta_LCOM5","max_delta_DIT","max_delta_NOC","max_X.WMC","max_X.CBO","max_X.RFC","max_X.LCOM5","max_X.DIT","max_X.NOC","max_addedsloc","max_deletedsloc","max_changedsloc","max_churnsloc","max_X.added","max_X.deleted","max_X.changed","max_X.churn","sum_SLOC","sum_WMC","sum_CBO","sum_RFC","sum_LCOM5","sum_DIT","sum_NOC","sum_delta_WMC","sum_delta_CBO","sum_delta_RFC","sum_delta_LCOM5","sum_delta_DIT","sum_delta_NOC","sum_X.WMC","sum_X.CBO","sum_X.RFC","sum_X.LCOM5","sum_X.DIT","sum_X.NOC","sum_addedsloc","sum_deletedsloc","sum_changedsloc","sum_churnsloc","sum_X.added","sum_X.deleted","sum_X.changed","sum_X.churn","bug"
"org.apache.commons.math3.analysis",432,25,13,31,NA,0,0,16,9,22,0,0,0,0.615384615,0.642857143,0.6875,0,0,0,354,0,22,376,0.819444444,0,0.050925926,0.87037037,432,25,13,31,NA,0,0,16,9,22,0,0,0,0.615384615,0.642857143,0.6875,0,0,0,354,0,22,376,0.819444444,0,0.050925926,0.87037037,432,25,13,31,NA,0,0,16,9,22,0,0,0,0.615384615,0.642857143,0.6875,0,0,0,354,0,22,376,0.819444444,0,0.050925926,0.87037037,0
"org.apache.commons.math3.analysis.differentiation",284.2,56.8,5,74.4,0.4404205094,0,0,56.8,5,74.4,0.4404205094,0,0,1,1,1,1,1,1,284.2,0,0,284.2,1,0,0,1,831,180,10,178,0.894021739,0,0,180,10,178,0.894021739,0,0,1,1,1,1,1,1,831,0,0,831,1,0,0,1,1421,284,25,372,2.202102547,0,0,284,25,372,2.202102547,0,0,5,5,5,5,5,5,1421,0,0,1421,5,0,0,5,0
"org.apache.commons.math3.analysis.function",20.1555555555556,3.6,2.31111111111111,12.0222222222222,NA,0,0,1.91111111111111,1.35555555555556,7.37777777777778,0.0438888888888889,0,0,0.323171399777778,0.343703703733333,0.433953453577778,0.0293979785777778,0,0,8.71111111111111,0.688888888888889,2.04444444444444,10.7555555555556,0.36554752,0.0079195678,0.121757196488889,0.487304716911111,108,18,5,33,NA,0,0,16,3,24,0.625,0,0,0.842105263,0.666666667,0.842105263,0.384615385,0,0,74,9,11,77,0.936708861,0.103896104,0.2,0.974683544,907,162,104,541,NA,0,0,86,61,332,1.975,0,0,14.54271299,15.466666668,19.527905411,1.322909036,0,0,392,31,92,484,16.4496384,0.356380551,5.479073842,21.928712261,0
"org.apache.commons.math3.analysis.integration",78.3333333333333,11.8333333333333,8.33333333333333,52,0.6700396825,0.833333333333333,0.833333333333333,5.66666666666667,3.83333333333333,31.5,0.4450396825,0.166666666666667,0.833333333333333,0.4433899435,0.409722222166667,0.583267825666667,0.446969697,0.333333333333333,0.333333333333333,42.3333333333333,7.16666666666667,11.3333333333333,53.6666666666667,0.559391799166667,0.118421484666667,0.1561681885,0.7155599875,124,18,10,72,0.928571429,1,5,18,10,72,0.928571429,1,5,1,1,1,1,1,1,98,15,22,98,1,0.294117647,0.281690141,1,470,71,50,312,4.020238095,5,5,34,23,189,2.670238095,1,5,2.660339661,2.458333333,3.499606954,2.681818182,2,2,254,43,68,322,3.356350795,0.710528908,0.937009131,4.293359925,0
"org.apache.commons.math3.analysis.integration.gauss",64.4,10,4,19.4,NA,0.4,0.4,10,4,19.4,NA,0.4,0.4,1,1,1,1,1,1,64.4,0,0,64.4,1,0,0,1,122,15,6,27,NA,1,2,15,6,27,NA,1,2,1,1,1,1,1,1,122,0,0,122,1,0,0,1,322,50,20,97,NA,2,2,50,20,97,NA,2,2,5,5,5,5,5,5,322,0,0,322,5,0,0,5,0
"org.apache.commons.math3.analysis.interpolation",92.375,16.6875,6.3125,28.875,NA,0.0625,0.0625,1.6875,1.875,6.75,0.06684027775,0,0,0.125,0.27621527775,0.23282402225,0.125,0.125,0.125,13,0,5.25,18.25,0.1939855383125,0,0.0788906469375,0.2728761851875,264,40,13,57,NA,1,1,21,8,38,0.625,0,0,1,1,1,1,1,1,95,0,16,95,1,0,0.235294118,1,1478,267,101,462,NA,1,1,27,30,108,1.069444444,0,0,2,4.419444444,3.725184356,2,2,2,208,0,84,292,3.103768613,0,1.262250351,4.366018963,0
"org.apache.commons.math3.analysis.polynomials",134.4,25.8,6,38.2,0.6756944444,0,0,3.4,1,15.4,0.0173611112,0,0,0.1556578948,0.147936508,0.3743939394,0.012091195,0,0,21.4,0,3.6,25,0.15057537,0,0.0273837234,0.1779590934,206,47,8,49,1,0,0,8,2,20,0.055555556,0,0,0.4,0.285714286,0.515151515,0.041666667,0,0,70,0,7,77,0.384615385,0,0.040540541,0.423076923,672,129,30,191,3.378472222,0,0,17,5,77,0.086805556,0,0,0.778289474,0.73968254,1.871969697,0.060455975,0,0,107,0,18,125,0.75287685,0,0.136918617,0.889795467,0
"org.apache.commons.math3.analysis.solvers",71.9047619047619,12.952380952381,4,58.7142857142857,NA,1.66666666666667,0.857142857142857,3.47619047619048,2.42857142857143,17.2380952380952,NA,0.238095238095238,0.666666666666667,0.288515406142857,0.439125953380952,0.303235200666667,0.289377289380952,0.285714285714286,0.285714285714286,21.6666666666667,0.714285714285714,3.85714285714286,25.5238095238095,0.311588433857143,0.00399077361904762,0.0381167938095238,0.349705227619048,216,41,12,85,NA,3,8,31,12,81,NA,2,8,1,1,1,1,1,1,168,12,34,168,1,0.062827225,0.178010471,1,1510,272,84,1233,NA,35,18,73,51,362,NA,5,14,6.058823529,9.221645021,6.367939214,6.076923077,6,6,455,15,81,536,6.543357111,0.083806246,0.80045267,7.34380978,0
"org.apache.commons.math3.complex",148.833333333333,33.6666666666667,5.16666666666667,36,NA,0,0,11.3333333333333,2.16666666666667,14.1666666666667,0.2688405525,0,0,0.440639589166667,0.354166666666667,0.438037166166667,0.3493075445,0.333333333333333,0.333333333333333,58.6666666666667,1.16666666666667,5.83333333333333,64.5,0.4599177465,0.0232076108333333,0.0494154181666667,0.509333164666667,391,101,7,81,NA,0,0,36,6,43,0.864285714,0,0,1,1,1,1,1,1,195,3,19,195,1,0.117647059,0.176470588,1,893,202,31,216,NA,0,0,68,13,85,1.613043315,0,0,2.643837535,2.125,2.628222997,2.095845267,2,2,352,7,35,387,2.759506479,0.139245665,0.296492509,3.055998988,0
"org.apache.commons.math3.dfp",555,121,3.6,81.6,NA,0.2,0.2,0.8,0.2,1.4,0.0006073854,0,0,0.0051384166,0.02,0.0168539942,0.0003185606,0,0,3,0,0.4,3.4,0.0053074158,0,0.002,0.0073074158,1522,354,9,91,NA,1,1,3,1,2,0.002262933,0,0,0.017241379,0.1,0.025316456,0.00120003,0,0,10,0,2,10,0.01,0,0.01,0.02,2775,605,18,408,NA,1,1,4,1,7,0.003036927,0,0,0.025692083,0.1,0.084269971,0.001592803,0,0,15,0,2,17,0.026537079,0,0.01,0.036537079,1
