relName,className,WMC,NA,NAIMP,NM,NMIMP,NumPara,SLOC1,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,SIX,SP,SPA,SPD,CAMC,Co,DCd,DCi,ICH,LCC,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,NHD,NewCo,NewLCOM5,OCC,PCC,SNHD,TCC,ACAIC,ACMIC,AMMIC,CBI,CBO,DAC,DCAEC,DCMEC,DMMEC,ICP,IHICP,MPC,NIHICP,OCAEC,OCAIC,OCMEC,OCMIC,OMMEC,OMMIC,RFC,bug
lang3\AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,54,1,1,10,10,23,210,143,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.211111111111111,-0.0555555555555556,0,0,33,0,45,45,10,4,1,0.661728395061728,0.155555555555556,0.1,0,0,-0.657142857142858,0,0,0,0,0,3,1,0,0,0,12,0,4,12,0,1,0,18,0,4,34,0
lang3\ArrayUtils.java,org.apache.commons.lang3.ArrayUtils,520,20,20,203,203,375,1710,1307,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0.0415715487204133,0.0338899561597951,0.0750723313537384,0.122125780417238,167,0.065022080097457,19706,18909,133,71,0.982920792079208,0.924758185298285,0.043408281714871,0.0219211822660099,0.242574257425743,0,-0.834819066227056,0.065022080097457,0,0,0,0,5,10,0,0,0,15,0,9,15,0,10,0,69,6,9,299,0
lang3\BitField.java,org.apache.commons.lang3.BitField,23,2,2,18,18,23,67,46,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.147058823529412,1,1,29,1,130,107,11,1,0.764705882352941,0.602941176470588,0.241830065359477,0.277777777777778,1,1,-0.777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
lang3\BooleanUtils.java,org.apache.commons.lang3.BooleanUtils,108,0,0,36,36,67,308,201,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.149305555555556,-0.0420168067226891,0.0100840336134454,0.0100840336134454,33,0,630,630,36,26,undefined,0.76765873015873,0.0158730158730159,undefined,0,0,-0.730841121495328,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,63,0,0,36,0
lang3\CharEncoding.java,org.apache.commons.lang3.CharEncoding,3,6,6,1,1,2,18,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0
lang3\CharRange.java,org.apache.commons.lang3.CharRange,25,5,5,14,14,12,146,99,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.160714285714286,0.307692307692308,0.397435897435897,0.435897435897436,17,0.358974358974359,59,27,6,2,0.753846153846154,0.760989010989011,0.406593406593407,0.3,0.923076923076923,0.615384615384615,1,0.320512820512821,0,0,0,0,1,1,0,0,0,2,0,1,2,0,1,1,2,5,1,15,0
lang3\CharSequenceUtils.java,org.apache.commons.lang3.CharSequenceUtils,21,0,0,8,8,21,69,49,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.583333333333333,-0.333333333333333,0,0,0,0,28,28,8,8,undefined,0.69047619047619,0,undefined,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,8,0
lang3\CharSet.java,org.apache.commons.lang3.CharSet,21,8,8,8,8,5,91,68,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.15625,0.476190476190476,0.666666666666667,0.666666666666667,4,0.666666666666667,13,0,3,1,1.01785714285714,0.705357142857143,0.607142857142857,0.109375,1,0,0,0.666666666666667,0,0,0,0,1,7,0,0,0,12,0,5,12,0,2,0,5,6,5,14,0
lang3\CharSetUtils.java,org.apache.commons.lang3.CharSetUtils,22,0,0,7,7,12,77,60,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,1,1,16,0,21,21,7,2,undefined,0.547619047619048,0.285714285714286,undefined,0,0,-0.166666666666667,0,0,0,0,0,2,0,0,0,0,20,0,10,20,0,0,0,15,0,10,19,0
lang3\CharUtils.java,org.apache.commons.lang3.CharUtils,39,5,5,23,23,26,144,89,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.282608695652174,-0.0865800865800866,0.00432900432900433,0.00432900432900433,4,0,253,253,23,21,1.02727272727273,0.679841897233202,0.00790513833992095,0.0173913043478261,0,0,-0.425414364640884,0,0,0,0,0,1,3,0,0,0,6,0,3,6,0,3,0,15,1,3,24,0
