relName,className,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn,bug
math\ArgumentOutsideDomainException.java,org.apache.commons.math.ArgumentOutsideDomainException,7,1,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
math\ConvergenceException.java,org.apache.commons.math.ConvergenceException,15,4,0,16,1.333333333,2,4,0,0,0,0,0,1,0,0,0,0,0,0.2,15,15,0,0,0,0,0,0,0,0,0
math\ConvergingAlgorithmImpl.java,org.apache.commons.math.ConvergingAlgorithmImpl,49,11,0,11,0.814285714,0,3,0,0,0,0.035714286,0,0,0,0,0,0.019685039,0,0,50,49,0,1,1,1,0,0.020408163,0.020408163,0.020408163,0
math\DimensionMismatchException.java,org.apache.commons.math.DimensionMismatchException,16,3,0,15,0.833333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,2,2,1,3,0.125,0.125,0.0625,0.1875,0
math\DuplicateSampleAbscissaException.java,org.apache.commons.math.DuplicateSampleAbscissaException,10,2,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0
math\FunctionEvaluationException.java,org.apache.commons.math.FunctionEvaluationException,47,9,1,22,0.666666667,2,1,0,0,0,0.104166667,0,0,0,0,0,0.0625,0,0,45,47,2,0,2,4,0.042553191,0,0.042553191,0.085106383,0
math\MathConfigurationException.java,org.apache.commons.math.MathConfigurationException,15,4,0,16,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0
math\MathException.java,org.apache.commons.math.MathException,63,17,0,12,0.727272727,1,13,1,0,0,0.068181818,0,0,0.055555556,0,0,0.039473684,0,0,64,63,18,19,4,22,0.285714286,0.301587302,0.063492063,0.349206349,0
math\MathRuntimeException.java,org.apache.commons.math.MathRuntimeException,216,29,0,24,0.898550725,1,3,2,0,3,0.013949275,0,0,0.066666667,0,0.12,0.007347328,0,0,148,216,89,21,12,101,0.412037037,0.097222222,0.055555556,0.467592593,0
math\MaxIterationsExceededException.java,org.apache.commons.math.MaxIterationsExceededException,16,3,0,19,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0
