relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,NMA,NMI,NOA,PII,AMC,CBO,CC,DAC,DACquote,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,UCL,ADD,MOD,DEL,bug
org.jfree.chart.renderer.xy.XYErrorRenderer,2.176470588,10,11,37,11.11764706,7.117647059,88,6,17,17,274,17,2,15,21,197,121,135,86,4,275,13,257,4,0.419394271,2.352941176,14,40,2,2,92,32,274,51,464,391,25,26,7,2,0
org.jfree.chart.annotations.XYImageAnnotation,2,8,9,24,8.916666667,5.166666667,9,5,12,12,34,12,2,10,17,115,62,78,44,3,34,8,22,3,0.356837607,1.583333333,15,19,2,2,37,16,212,25,54,49,22,1,0,0,0
org.jfree.data.xy.XYInterval,2,8,6,14,6.857142857,3.714285714,5,5,7,7,17,7,0,7,6,55,26,39,25,1,18,6,10,1,0.173160173,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0
org.jfree.data.xy.XYIntervalDataItem,1.714285714,2,2,12,7.428571429,3.857142857,3,0,7,7,23,7,0,7,6,54,27,30,17,2,26,7,16,2,0.194444444,1.857142857,2,13,0,0,20,13,35,11,30,30,5,0,0,0,0
org.jfree.data.xy.XYIntervalSeries,1,1,10,10,3.8,1.6,10,0,10,10,54,10,0,10,17,40,16,27,10,3,57,9,44,3,0.232407407,1,4,10,0,0,22,10,87,13,80,72,7,0,0,0,0
org.jfree.data.xy.XYIntervalSeriesCollection,1.409090909,3,15,31,5.090909091,2.636363636,6,1,22,22,47,22,0,22,29,116,58,86,49,5,44,13,25,5,0.531356987,0.863636364,11,19,1,1,35,19,56,26,79,64,12,0,4,0,0
org.jfree.chart.entity.XYItemEntity,1.444444444,5,8,13,5.111111111,2.444444444,8,4,9,9,30,9,0,9,10,52,22,35,20,2,31,7,21,2,0.390096618,0.222222222,2,2,0,0,6,2,26,0,35,34,1,0,0,0,0
org.jfree.chart.renderer.xy.XYItemRendererState,1,1,11,11,3.454545455,1.272727273,7,6,11,11,25,11,0,11,16,46,14,32,14,2,35,11,14,2,0.203703704,0.090909091,5,1,2,2,2,1,2,0,27,27,5,15,0,0,0
org.jfree.chart.renderer.xy.XYLine3DRenderer,1.466666667,6,13,22,5.4,2.733333333,89,7,15,15,271,15,6,9,15,91,41,63,39,4,271,10,256,4,0.448809938,0.6,3,9,2,1,24,9,123,8,461,389,8,0,4,3,0
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,2.386363636,15,31,105,10.63636364,6.772727273,82,12,44,44,263,44,8,36,94,503,298,330,202,3,268,39,219,3,0.451190476,3.022727273,29,133,4,2,257,105,807,147,448,379,63,22,41,26,0
org.jfree.chart.annotations.XYLineAnnotation,2.875,10,5,23,15.5,10.75,11,7,8,8,30,8,2,6,20,134,86,93,63,3,30,4,22,3,0.334615385,3.625,16,29,2,2,75,27,367,63,56,50,16,1,0,0,0
org.jfree.chart.plot.XYPlot,2.948497854,57,110,687,12.24892704,7.927038627,93,63,233,233,298,233,23,210,305,2929,1847,2064,1357,2,294,224,65,2,0.335849183,2.78111588,59,648,45,13,1060,504,3396,943,474,408,469,342,63,0,1
org.jfree.chart.annotations.XYPointerAnnotation,1.695652174,11,19,39,8.956521739,6.086956522,36,14,23,23,70,23,2,21,22,223,140,166,102,4,71,19,47,4,0.362810458,2.086956522,16,48,2,2,89,47,410,48,107,91,20,21,13,3,0
org.jfree.chart.annotations.XYPolygonAnnotation,2.307692308,8,9,30,10.53846154,6.769230769,9,5,13,13,35,13,2,11,18,145,88,100,71,3,35,9,22,3,0.359615385,2.384615385,13,31,3,2,75,29,388,63,61,55,23,1,0,0,0
org.jfree.data.xy.XYSeries,2.288888889,11,29,103,9.133333333,5.511111111,15,9,45,45,69,45,5,40,53,422,248,293,193,2,68,41,24,2,0.264550265,1.022222222,13,46,1,1,67,46,226,53,88,85,31,144,30,10,0
org.jfree.data.xy.XYSeriesCollection,2.075,6,21,83,8.025,4.7,8,3,40,40,68,40,0,40,40,329,188,242,143,5,68,34,28,5,0.384220355,1.425,17,57,2,2,100,55,215,79,115,106,29,160,17,2,0
org.jfree.chart.annotations.XYShapeAnnotation,2.444444444,8,5,22,13,9,9,5,9,9,31,9,2,7,18,125,81,91,54,3,31,5,22,3,0.342948718,3.333333333,13,30,4,3,70,28,532,58,58,52,28,1,0,0,0
org.jfree.chart.renderer.xy.XYShapeRenderer,2.166666667,12,15,52,9.5,5.875,78,8,24,24,243,24,3,21,27,239,141,156,106,3,242,19,219,3,0.444940476,2.083333333,21,50,2,2,98,42,350,52,423,359,23,3,19,2,0
org.jfree.chart.renderer.xy.XYSplineRenderer,3.375,13,3,27,17,11.5,84,2,8,8,266,8,2,6,24,162,92,129,79,4,268,5,258,4,0.337164751,4,12,32,1,1,42,16,98,23,455,377,20,0,3,0,0
org.jfree.chart.renderer.xy.XYStepAreaRenderer,3.222222222,27,14,58,13.61111111,8.722222222,80,10,17,18,239,18,1,17,29,258,157,171,117,3,240,15,221,3,0.238839286,3.277777778,15,59,1,1,100,40,253,51,417,351,20,2,8,8,0
org.jfree.chart.renderer.xy.XYStepRenderer,2.888888889,13,5,26,14.55555556,10.11111111,84,2,9,9,266,9,1,8,21,136,91,83,49,4,267,5,257,4,0.310664112,4.666666667,15,42,0,0,83,27,204,28,454,374,14,1,11,8,0
org.jfree.data.gantt.XYTaskDataset,1.433333333,6,21,43,5.366666667,2.733333333,8,3,30,30,54,30,6,24,40,167,82,110,61,4,53,24,24,4,0.433777778,0.8,11,24,1,1,33,20,72,24,72,67,14,0,3,0,0
org.jfree.chart.annotations.XYTextAnnotation,1.838709677,15,21,57,7.774193548,4.806451613,22,18,31,31,53,31,2,29,25,262,149,192,130,3,54,27,22,3,0.375686813,1.387096774,16,43,11,4,93,42,499,70,87,75,37,80,1,6,0
org.jfree.chart.annotations.XYTitleAnnotation,2.533333333,13,12,38,11.8,7.933333333,12,8,15,15,37,15,0,15,17,188,119,132,82,3,37,11,22,3,0.363782051,3.8,26,57,3,3,93,43,290,79,75,62,27,188,0,0,0
org.jfree.data.xy.YInterval,2,6,4,10,6.6,3.6,3,3,5,5,15,5,0,5,4,38,18,27,17,1,16,4,10,1,0.163636364,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0
org.jfree.data.xy.YIntervalDataItem,1.6,2,2,8,6.6,3.4,3,0,5,5,21,5,0,5,4,35,17,20,11,2,24,5,16,2,0.185185185,1.8,2,9,0,0,14,9,25,7,26,26,3,0,0,0,0
org.jfree.chart.renderer.xy.YIntervalRenderer,2.125,6,5,17,12.875,9,72,2,8,8,229,8,1,7,21,108,72,73,39,3,230,5,221,3,0.32390873,5.125,20,41,0,0,110,35,369,50,400,339,22,1,18,44,0
org.jfree.data.xy.YIntervalSeries,1,1,8,8,3.625,1.5,10,0,8,8,52,8,0,8,13,31,12,21,8,3,55,7,44,3,0.226157407,1,4,8,0,0,18,8,73,9,74,68,5,0,0,0,0
org.jfree.data.xy.YIntervalSeriesCollection,1.4,3,14,28,5.15,2.7,6,1,20,20,47,20,0,20,25,107,54,78,44,5,46,13,27,5,0.469421102,1,11,20,1,1,38,20,71,29,74,62,13,0,4,0,0
org.jfree.data.xy.YWithXInterval,2,6,4,10,6.6,3.6,3,3,5,5,15,5,0,5,4,38,18,27,17,1,16,4,10,1,0.163636364,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0
org.jfree.data.time.Year,1.473684211,3,13,28,5.947368421,3.105263158,6,6,18,19,33,19,0,19,15,121,59,81,48,2,25,8,14,2,0.374500561,0.105263158,5,2,0,0,4,2,4,4,38,38,12,3,1,0,0
org.jfree.chart.panel.ZoomHandler,4.8,8,1,24,31.8,23.8,3,2,5,5,23,5,1,4,6,163,119,101,71,2,23,2,18,2,0.195767196,6.4,5,32,2,2,43,30,128,42,56,37,16,163,0,0,0
