relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,NMA,NMI,NOA,PII,AMC,CBO,CC,DAC,DACquote,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,UCL,ADD,MOD,DEL,bug
org.jfree.chart.annotations.AbstractAnnotation,1.363636364,3,8,15,4.454545455,2,2,2,11,11,21,11,5,6,7,54,22,37,19,1,37,10,10,1,0.181818182,0.181818182,5,2,1,1,3,1,3,3,24,22,6,54,0,0,0
org.jfree.chart.block.AbstractBlock,1.611111111,10,27,58,6.222222222,3.527777778,8,8,36,36,45,36,14,22,33,234,127,167,102,1,59,34,9,1,0.222510823,1.722222222,17,62,3,2,93,48,398,93,83,70,35,0,0,0,0
org.jfree.data.category.AbstractCategoryDataset,1,1,3,3,3.333333333,1.333333333,4,1,3,3,23,3,0,3,1,13,4,9,4,2,29,3,20,2,0.166666667,0.666666667,2,2,0,0,3,2,5,0,25,25,0,13,0,0,0
org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,2.307692308,6,7,30,9.615384615,5.692307692,6,6,13,13,21,13,5,8,18,134,74,92,63,1,25,10,8,1,0.242424242,1,10,13,3,2,24,8,49,24,25,25,9,0,0,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,2.787878788,19,32,184,13.92424242,8.848484848,72,15,66,66,226,66,11,55,179,938,584,569,361,2,246,62,160,2,0.226824967,3.984848485,54,263,6,3,443,205,1441,365,406,329,162,151,45,51,1
org.jfree.data.general.AbstractDataset,1.25,3,10,15,4.333333333,2,3,3,12,12,22,12,5,7,8,58,24,41,21,1,72,11,10,1,0.183080808,0.25,8,3,2,2,5,2,11,5,24,24,10,0,3,0,0
org.jfree.chart.plot.dial.AbstractDialLayer,1.363636364,3,9,15,5,2.545454545,2,2,11,11,19,11,3,8,7,59,28,43,23,1,29,8,8,1,0.239057239,0.272727273,6,3,1,1,5,2,5,5,23,21,5,0,0,0,0
org.jfree.data.xy.AbstractIntervalXYDataset,2,2,0,8,8,5,5,0,4,4,34,4,0,4,8,35,20,25,12,4,53,4,30,4,0.213333333,1,2,4,0,0,0,0,0,0,36,36,0,0,0,0,0
org.jfree.chart.panel.AbstractMouseHandler,1,1,10,10,2.3,0.3,1,1,10,10,21,10,0,10,8,27,3,15,3,1,26,10,11,1,0.151515152,0,0,0,0,0,0,0,0,0,21,21,7,27,0,0,0
org.jfree.chart.util.AbstractObjectList,2.384615385,6,5,31,8.923076923,5.307692308,5,5,13,13,21,13,8,5,10,123,69,93,59,1,25,10,8,1,0.242424242,0.384615385,7,5,0,0,15,5,20,15,24,24,2,0,0,0,0
org.jfree.chart.panel.AbstractOverlay,1.8,3,2,9,5.6,2.8,1,1,5,5,16,5,1,4,3,31,14,22,12,1,19,5,11,1,0.138888889,0.4,4,2,1,1,2,1,2,2,17,17,3,31,0,0,0
org.jfree.data.pie.AbstractPieDataset,1,1,3,3,3.333333333,1.333333333,4,1,3,3,23,3,0,3,1,14,4,9,4,2,30,3,20,2,0.166666667,0.666666667,2,2,0,0,3,2,5,0,25,25,0,14,0,0,0
org.jfree.chart.labels.AbstractPieItemLabelGenerator,2.555555556,6,4,23,10.44444444,6.333333333,4,4,9,9,17,9,3,6,8,100,57,69,45,1,18,6,8,1,0.233766234,0.555555556,9,5,2,1,11,4,31,11,20,20,6,0,0,0,0
org.jfree.chart.plot.AbstractPieLabelDistributor,1.166666667,2,5,7,3.166666667,1.166666667,1,1,6,6,17,6,0,6,4,22,7,15,7,1,20,6,11,1,0.142857143,0,3,0,1,1,0,0,0,0,17,17,3,0,0,0,0
org.jfree.chart.renderer.AbstractRenderer,2.044303797,41,99,323,7.424050633,4.272151899,57,57,158,158,166,158,7,151,213,1234,675,828,574,1,219,155,8,1,0.256507382,1.17721519,26,186,39,12,343,150,1271,343,232,209,159,76,35,1,0
org.jfree.data.general.AbstractSeriesDataset,1.4,3,4,7,3.4,1.4,4,1,5,5,25,5,1,4,3,21,7,16,7,2,58,5,20,2,0.185185185,0.4,3,2,0,0,3,2,5,0,27,27,1,0,1,0,0
org.jfree.chart.annotations.AbstractXYAnnotation,1.888888889,5,6,17,6.444444444,3.444444444,4,2,9,9,26,9,2,7,15,66,31,42,26,2,37,7,17,2,0.229532164,0.777777778,8,7,0,0,14,6,27,13,34,31,9,2,1,0,0
org.jfree.data.xy.AbstractXYDataset,1.4,2,3,7,5.2,2.8,5,1,5,5,30,5,0,5,5,30,14,21,10,3,61,5,25,3,0.208333333,0.8,5,4,0,0,2,1,2,0,32,32,1,8,0,0,0
org.jfree.chart.labels.AbstractXYItemLabelGenerator,2.125,9,12,34,8.875,5,7,7,16,16,24,16,6,10,19,151,80,99,67,1,29,13,8,1,0.245670996,0.8125,8,13,4,2,27,9,51,27,27,27,16,0,0,0,0
org.jfree.chart.renderer.xy.AbstractXYItemRenderer,3.109375,19,29,199,16.171875,10.71875,70,13,64,64,225,64,10,54,179,1052,686,657,415,2,254,61,161,2,0.224735554,4.9375,49,316,6,3,502,253,1545,436,390,335,189,159,44,40,0
org.jfree.data.xy.AbstractXYZDataset,2,2,0,2,8,5,5,0,1,1,31,1,0,1,2,11,5,7,3,4,38,1,30,4,0.133333333,1,2,1,0,0,0,0,0,0,33,33,0,0,0,0,0
org.jfree.chart.util.Align,4,7,1,8,14,9,20,20,1,2,13,2,1,1,3,50,18,41,14,1,15,2,11,1,0.111111111,0,0,0,0,0,0,0,0,0,13,13,2,0,0,0,0
org.jfree.chart.event.AnnotationChangeEvent,1,1,2,2,3.5,1.5,3,1,2,2,20,2,0,2,2,10,3,7,3,3,24,2,18,3,0.166666667,0.5,1,1,0,0,2,1,2,0,20,20,0,10,0,0,0
org.jfree.chart.util.ApplicationFrame,1.125,2,7,9,2.75,0.625,0,0,8,8,19,8,0,8,8,24,5,14,5,2,25,8,11,2,0.197530864,0,2,0,0,0,0,0,0,0,19,19,7,0,0,0,0
org.jfree.chart.plot.dial.ArcDialFrame,1.56,10,19,39,7.84,5.2,10,8,25,25,40,25,3,22,18,207,130,151,96,2,40,22,15,2,0.379227053,1.2,9,30,3,2,72,30,346,55,53,50,35,0,0,0,0
org.jfree.chart.renderer.category.AreaRenderer,4.428571429,16,3,31,23.57142857,17.71428571,74,2,7,7,230,7,0,7,15,170,124,124,78,3,232,4,223,3,0.31553589,9.571428571,20,67,1,1,138,50,335,63,418,334,21,49,36,43,0
org.jfree.chart.renderer.AreaRendererEndType,2.5,4,2,10,8,4.5,5,5,4,4,13,4,2,2,2,42,18,28,16,1,13,2,9,1,0.171717172,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.util.ArrayUtilities,5.166666667,10,1,31,16,9.666666667,0,0,1,6,17,6,1,5,8,98,58,77,55,1,19,6,11,1,0.142857143,0,3,0,0,0,0,0,0,0,17,17,0,0,0,0,0
org.jfree.chart.needle.ArrowNeedle,2.4,5,3,12,12.6,8.4,11,2,5,5,34,5,1,4,6,68,42,47,31,2,34,1,29,2,0.151515152,2.4,3,12,0,0,19,12,75,3,45,38,6,0,0,0,0
org.jfree.chart.util.AttributedStringUtilities,4.5,8,1,9,18,12.5,0,0,1,2,13,2,1,1,2,38,25,30,17,1,15,2,11,1,0.111111111,0,0,0,0,0,0,0,0,0,13,13,6,0,0,0,0
org.jfree.chart.axis.Axis,2.043478261,27,48,141,8.376811594,5.275362319,42,42,69,69,78,69,9,60,68,635,364,436,274,1,92,67,9,1,0.224821747,1.405797101,25,97,22,6,168,72,659,168,117,103,106,29,5,0,0
org.jfree.chart.event.AxisChangeEvent,1,1,2,2,3.5,1.5,3,1,2,2,20,2,0,2,1,10,3,7,3,3,24,2,18,3,0.166666667,0.5,1,1,1,1,2,1,2,0,20,20,3,0,0,0,0
org.jfree.chart.axis.AxisCollection,2,7,5,12,6.333333333,3.333333333,4,4,6,6,17,6,0,6,2,44,20,31,20,1,19,6,11,1,0.142857143,0.666666667,4,4,4,1,0,0,0,0,17,17,10,0,0,0,0
org.jfree.chart.entity.AxisEntity,1.7,7,8,17,6.3,3.4,6,2,10,10,29,10,2,8,12,67,34,47,31,2,28,6,19,2,0.498447205,2,9,20,1,1,36,20,300,19,38,37,10,67,0,0,0
org.jfree.chart.entity.AxisLabelEntity,1.333333333,2,2,4,5.666666667,3,5,1,3,3,25,3,0,3,4,20,9,14,8,2,27,2,22,2,0.495974235,0.666666667,4,2,1,1,5,2,10,1,30,30,4,0,0,0,0
org.jfree.chart.axis.AxisLocation,3,6,3,18,9.833333333,5.666666667,6,6,5,6,15,6,2,4,3,71,34,46,31,1,15,4,9,1,0.193939394,0,3,0,4,1,0,0,0,0,15,15,0,0,0,0,0
org.jfree.chart.axis.AxisSpace,2.315789474,9,13,44,9.157894737,5.736842105,5,5,19,19,26,19,0,19,16,181,109,109,80,1,24,15,7,1,0.277462121,0.631578947,7,12,0,0,0,0,0,0,26,26,12,0,0,0,0
org.jfree.chart.axis.AxisState,1.307692308,5,12,17,3.923076923,1.615384615,3,3,13,13,24,13,0,13,10,56,21,38,21,1,26,13,11,1,0.154761905,0.307692308,2,4,1,1,0,0,0,0,24,24,4,0,0,0,0
org.jfree.chart.demo.BarChartDemo1,1,1,4,4,16.5,14.5,0,0,1,4,23,4,2,2,3,68,58,57,31,3,27,4,19,3,0.2,7.75,14,31,0,0,90,31,123,88,174,39,12,2,3,13,0
org.jfree.chart.renderer.category.BarRenderer,2.979166667,26,32,143,14,9.166666667,91,19,44,48,269,48,9,39,81,694,440,441,281,3,277,43,221,3,0.385026146,3.854166667,32,185,3,2,232,119,584,131,475,388,74,81,44,22,0
org.jfree.chart.renderer.category.BarRenderer3D,3.117647059,11,8,53,25.11764706,20,98,7,17,17,275,17,2,15,49,437,340,324,180,4,274,10,258,4,0.441705464,5.588235294,30,95,2,1,178,75,489,100,491,398,89,38,18,9,0
org.jfree.chart.ui.BasicProjectInfo,1.357142857,3,10,19,5.071428571,2.428571429,7,3,14,14,31,14,0,14,17,122,34,80,48,2,32,10,17,2,0.265512266,0.5,3,7,2,1,13,7,26,5,40,38,6,0,0,0,0
org.jfree.chart.block.BlockBorder,1.909090909,5,8,21,7.454545455,4.363636364,4,4,11,11,21,11,2,9,17,89,48,64,38,1,22,10,10,1,0.181818182,1,6,11,3,3,33,11,120,33,32,30,13,0,0,0,0
org.jfree.chart.block.BlockContainer,1.928571429,7,10,27,7.285714286,4.357142857,11,3,14,14,52,14,0,14,13,108,61,77,46,2,53,11,38,2,0.339205059,1.285714286,12,18,1,1,19,11,58,7,98,77,15,0,0,0,0
org.jfree.chart.block.BlockParams,1,1,7,7,3.285714286,1.285714286,3,3,7,7,18,7,0,7,3,28,9,20,9,1,20,7,11,1,0.145833333,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0
org.jfree.chart.block.BlockResult,1,1,3,3,3,1,1,1,3,3,14,3,0,3,1,12,3,8,3,1,16,3,11,1,0.125,0,1,0,0,0,0,0,0,0,14,14,0,0,0,0,0
org.jfree.chart.util.BooleanList,1.2,2,4,6,3.4,1.2,6,1,5,5,22,5,0,5,4,20,6,13,6,2,23,3,17,2,0.201754386,0.8,1,4,0,0,8,4,52,0,27,24,0,0,0,0,0
org.jfree.chart.block.BorderArrangement,7,13,2,70,35.3,26.3,6,6,10,10,20,10,5,5,21,361,263,234,156,1,21,9,10,1,0.18030303,16.7,11,167,0,0,170,61,358,170,61,42,67,0,0,0,0
org.jfree.data.statistics.BoxAndWhiskerCalculator,5.5,11,1,22,28.5,19.75,0,0,0,4,15,4,0,4,5,116,79,74,43,1,17,4,11,1,0.133333333,2,6,8,0,0,37,8,54,37,19,18,10,0,0,0,0
org.jfree.data.statistics.BoxAndWhiskerItem,1.923076923,12,11,25,7.692307692,4,10,10,13,13,22,13,0,13,19,112,52,70,45,1,22,11,9,1,0.213383838,0.692307692,4,9,1,1,27,9,81,27,23,23,4,0,0,0,0
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,3.24,22,17,81,19.12,13.8,79,7,25,25,248,25,8,17,64,488,345,321,179,3,249,22,223,3,0.354666325,6.28,26,157,1,1,278,128,515,181,465,372,65,38,64,21,0
org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,1.75,3,2,7,8.75,5.25,10,2,4,4,27,4,1,3,6,43,21,28,17,3,29,2,23,3,0.36,2.75,6,11,0,0,6,3,12,0,34,31,2,0,0,0,0
org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator,2,3,2,8,10.25,6.25,11,2,4,4,33,4,1,3,7,47,25,30,19,3,35,2,29,3,0.35483871,3.5,5,14,0,0,10,6,18,0,40,38,3,0,0,0,0
org.jfree.chart.labels.BubbleXYItemLabelGenerator,2.1,6,5,21,9.6,5.8,11,4,10,10,31,10,1,9,18,103,58,67,42,2,31,7,21,2,0.347222222,1.8,8,18,2,2,32,14,109,12,36,35,12,0,0,0,0
org.jfree.chart.BufferedImageRenderingSource,1.75,3,2,7,5.75,2.75,2,2,4,4,15,4,0,4,4,27,11,18,9,1,17,4,11,1,0.133333333,0.75,5,3,2,2,5,3,7,5,18,18,6,27,0,0,0
org.jfree.data.io.CSV,2.666666667,4,2,16,14.16666667,9.833333333,2,2,6,6,17,6,3,3,8,89,59,61,33,1,19,6,11,1,0.142857143,0.5,6,3,0,0,9,3,9,9,34,19,8,0,0,0,0
org.jfree.chart.renderer.xy.CandlestickRenderer,2.548387097,26,21,79,12.48387097,8,86,16,31,31,250,31,2,29,45,406,248,272,171,3,249,26,219,3,0.38151455,2.225806452,23,69,3,1,131,53,434,79,427,363,42,8,11,13,0
org.jfree.chart.axis.CategoryAnchor,2.5,4,2,10,7.75,4.25,5,5,4,4,13,4,2,2,2,41,17,27,16,1,13,2,9,1,0.171717172,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.axis.CategoryAxis,2.78,14,24,139,14,9.26,55,13,50,50,119,50,11,39,102,715,463,469,295,2,118,43,69,2,0.247873472,3.66,37,183,4,2,267,141,985,196,220,175,121,82,3,4,0
org.jfree.chart.axis.CategoryAxis3D,3.4,7,3,17,17.8,11.4,56,1,5,5,116,5,0,5,12,93,57,56,32,3,117,2,111,3,0.397660819,7.8,10,39,0,0,57,20,303,7,218,171,14,6,0,0,0
org.jfree.chart.plot.CategoryCrosshairState,1.857142857,4,5,13,8,4.714285714,12,2,7,7,42,7,0,7,14,60,33,42,24,2,45,7,35,2,0.194444444,1.571428571,3,11,0,0,14,9,18,0,42,42,4,0,0,0,0
org.jfree.data.xml.CategoryDatasetHandler,1.8,4,3,9,7.4,3.4,2,1,5,5,22,5,0,5,10,40,17,23,13,3,26,5,17,3,0.208333333,1.8,6,9,1,1,15,7,48,12,47,26,3,0,0,0,0
org.jfree.chart.entity.CategoryItemEntity,1.777777778,6,6,16,6,3.111111111,8,4,9,9,30,9,0,9,10,61,28,41,26,2,31,7,21,2,0.390096618,0.333333333,5,3,0,0,9,3,35,3,35,35,1,0,0,0,0
org.jfree.chart.renderer.category.CategoryItemRendererState,1.384615385,4,10,18,4.615384615,2.230769231,6,5,13,13,27,13,0,13,7,67,29,49,27,2,31,13,14,2,0.206349206,0.076923077,4,1,1,1,2,1,2,0,29,29,4,39,0,0,0
org.jfree.chart.entity.CategoryLabelEntity,1.6,4,4,8,6.8,4,6,1,5,5,26,5,0,5,5,37,20,27,17,3,27,2,21,3,0.319444444,1.4,5,7,0,0,15,7,41,6,33,32,1,0,0,0,0
org.jfree.chart.axis.CategoryLabelPosition,2,9,10,24,8.083333333,4.333333333,7,7,12,12,21,12,0,12,13,106,52,66,44,1,21,10,9,1,0.212121212,1.083333333,5,13,4,4,9,6,42,9,27,27,17,0,0,0,0
org.jfree.chart.axis.CategoryLabelPositions,3,7,4,33,16.72727273,11.90909091,10,10,5,11,20,11,0,11,16,258,131,90,65,1,20,9,9,1,0.210606061,6.181818182,8,68,9,2,72,20,324,72,30,24,15,0,0,0,0
org.jfree.chart.axis.CategoryLabelWidthType,2.5,4,1,10,7.75,4.25,4,4,4,4,13,4,2,2,2,41,17,26,16,1,13,2,9,1,0.171717172,0,2,0,2,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.annotations.CategoryLineAnnotation,1.947368421,9,12,37,9,5.789473684,9,7,19,19,35,19,2,17,22,182,110,127,86,2,35,16,16,2,0.261781906,2,20,38,2,2,76,29,342,68,70,52,19,8,2,0,0
org.jfree.chart.plot.CategoryMarker,1.75,6,6,14,6.125,3.125,16,2,8,8,49,8,0,8,13,53,25,36,24,2,51,7,41,2,0.202380952,1,4,8,0,0,18,7,101,4,58,52,6,0,0,0,0
org.jfree.chart.plot.CategoryPlot,2.650224215,51,113,591,10.86098655,6.829596413,90,60,223,223,287,223,21,202,290,2493,1523,1759,1142,2,282,213,64,2,0.332895512,2.358744395,64,526,40,15,762,396,2552,651,500,396,405,392,95,23,0
org.jfree.chart.annotations.CategoryPointerAnnotation,1.608695652,12,19,37,8.391304348,5.652173913,32,14,23,23,60,23,2,21,20,210,130,158,94,4,62,20,37,4,0.390079365,1.47826087,20,34,2,2,60,31,321,40,107,80,18,7,1,1,0
org.jfree.data.xml.CategorySeriesHandler,1.8,3,3,9,8.8,4.8,3,3,5,5,16,5,0,5,11,50,24,30,15,2,19,5,11,2,0.185185185,2.6,7,13,2,2,27,11,46,27,45,25,8,0,0,0,0
org.jfree.chart.renderer.category.CategoryStepRenderer,3.111111111,10,5,28,15.44444444,10.66666667,75,3,9,9,232,9,2,7,24,152,96,102,60,3,233,6,223,3,0.440932715,6.777777778,17,61,0,0,118,48,239,59,419,336,19,0,10,6,0
org.jfree.data.xy.CategoryTableXYDataset,1.230769231,4,22,32,4.269230769,2,7,2,26,26,56,26,0,26,33,117,52,79,48,5,58,22,30,5,0.304916169,1.346153846,10,35,2,2,70,35,297,57,105,85,3,0,5,0,0
org.jfree.chart.annotations.CategoryTextAnnotation,2,7,6,22,9.181818182,5.909090909,18,4,11,11,40,11,0,11,14,109,65,72,45,3,42,8,29,3,0.253472222,2.636363636,17,29,1,1,54,24,238,40,80,54,12,2,0,0,0
org.jfree.chart.axis.CategoryTick,1.833333333,6,5,11,7.5,4,8,3,6,6,20,6,0,6,6,50,24,34,22,2,21,4,14,2,0.219444444,1.333333333,5,8,2,2,18,7,65,11,24,24,7,0,0,0,0
org.jfree.data.category.CategoryToPieDataset,3.333333333,9,4,40,11.16666667,6.583333333,8,4,12,12,34,12,0,12,9,141,79,96,65,3,37,11,22,3,0.24365942,2.416666667,10,29,1,1,2,1,2,0,36,36,6,0,2,0,0
org.jfree.chart.block.CenterArrangement,2.384615385,13,7,31,9.846153846,5.538461538,1,1,13,13,23,13,8,5,29,131,72,78,45,1,24,12,10,1,0.184149184,4.615384615,9,60,0,0,43,29,80,43,38,37,50,0,0,0,0
org.jfree.chart.event.ChartChangeEvent,1,1,7,7,3.428571429,1.285714286,2,2,7,7,18,7,0,7,8,28,9,19,9,2,28,7,11,2,0.194444444,0.285714286,2,2,2,2,0,0,0,0,18,18,9,0,0,0,0
org.jfree.chart.event.ChartChangeEventType,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,44,18,29,17,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.ChartColor,1,1,2,2,20.5,18.5,24,24,1,2,13,2,0,2,3,67,37,29,2,2,16,2,11,2,0.148148148,0,0,0,24,1,0,0,0,0,13,13,1,0,0,0,0
org.jfree.chart.servlet.ChartDeleter,1.4,3,4,7,5,2.6,1,1,5,5,16,5,0,5,4,28,13,18,8,1,18,5,11,1,0.138888889,0,3,0,1,1,0,0,0,0,16,16,5,0,0,0,0
org.jfree.chart.editor.ChartEditorManager,1.25,2,3,5,3.5,1.25,1,1,1,4,15,4,1,3,2,17,5,11,5,1,17,4,11,1,0.133333333,0.25,5,1,0,0,0,0,0,0,15,15,1,0,0,0,0
org.jfree.chart.entity.ChartEntity,2.05,7,12,41,8.2,4.9,4,4,20,20,27,20,4,16,16,170,98,114,75,1,37,16,7,1,0.278074866,0.4,10,8,1,1,17,6,183,17,31,31,11,0,0,0,0
org.jfree.chart.ChartFactory,1.825,14,34,73,17.5,12.95,1,1,0,40,51,40,0,40,185,703,518,467,239,1,53,40,11,1,0.162601626,10.875,95,435,0,0,840,336,4581,840,402,160,207,2,135,424,0
org.jfree.chart.ChartFrame,1.333333333,2,2,4,5.666666667,3,1,1,3,3,14,3,0,3,5,20,9,13,8,2,17,3,11,2,0.166666667,0.333333333,3,1,1,1,2,1,2,2,34,15,4,0,0,0,0
org.jfree.chart.ChartMouseEvent,1,1,4,4,4,1.75,4,4,4,4,15,4,0,4,3,22,7,16,7,2,18,4,11,2,0.177777778,0,2,0,3,3,0,0,0,0,15,15,9,0,0,0,0
org.jfree.chart.ChartPanel,2.138211382,16,75,263,10.10569106,6.723577236,80,80,123,123,134,123,8,115,133,1332,827,917,550,2,138,123,11,2,0.220430108,1.089430894,36,134,33,18,192,106,639,192,235,172,189,277,114,159,0
org.jfree.chart.event.ChartProgressEvent,1,1,7,7,3.571428571,1.428571429,7,5,7,7,20,7,0,7,7,32,10,23,10,2,23,7,13,2,0.194444444,0,1,0,1,1,0,0,0,0,20,20,4,1,0,0,0
org.jfree.chart.ChartRenderingInfo,1.571428571,6,11,22,5.357142857,2.714285714,5,5,14,14,23,14,2,12,7,82,38,58,35,1,23,12,9,1,0.214452214,0.714285714,10,10,2,2,19,8,196,19,28,28,7,7,0,0,0
org.jfree.chart.ChartTransferable,2,6,4,14,11.71428571,7.714285714,8,8,7,7,18,7,1,6,25,93,54,62,37,1,20,7,11,1,0.145833333,0.285714286,4,2,2,2,6,2,85,6,69,20,14,93,0,0,0
org.jfree.chart.ChartUtilities,1.62962963,5,17,44,9.037037037,4.444444444,0,0,0,27,38,27,0,27,115,246,120,121,74,1,40,27,11,1,0.160714286,1.222222222,14,33,0,0,92,24,259,92,105,52,68,0,0,0,0
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,3.875,15,4,31,21.125,14.25,88,2,8,8,263,8,1,7,16,174,114,121,64,4,263,3,255,4,0.33974359,6.125,19,49,0,0,70,30,191,28,454,374,12,1,14,6,0
org.jfree.chart.block.ColorBlock,1.5,4,6,12,6.125,3.5,10,2,8,8,47,8,2,6,13,53,28,38,26,2,48,6,39,2,0.37340302,1.875,6,15,1,1,32,15,130,11,91,71,12,0,0,0,0
org.jfree.chart.block.ColumnArrangement,3.818181818,13,5,42,17.27272727,11.45454545,5,5,11,11,21,11,5,6,24,197,126,125,83,1,22,10,10,1,0.181818182,5.636363636,11,62,2,2,30,21,54,30,37,36,38,0,0,0,0
org.jfree.chart.plot.CombinedDomainCategoryPlot,3.041666667,12,9,73,13.33333333,8.708333333,94,4,24,24,290,24,2,22,35,327,209,231,140,3,281,11,266,3,0.321621404,3.833333333,18,92,2,2,176,86,1010,81,564,394,62,0,0,0,0
org.jfree.chart.plot.CombinedDomainXYPlot,2.88,11,9,72,12.56,8.2,97,4,25,25,301,25,2,23,36,321,205,230,139,3,291,11,276,3,0.316687192,3.52,20,88,2,2,173,82,1092,75,537,410,59,0,0,0,0
org.jfree.chart.plot.CombinedRangeCategoryPlot,3.210526316,11,6,61,13.94736842,9.368421053,94,4,19,19,290,19,3,16,22,272,178,202,122,3,286,11,271,3,0.280391278,4.473684211,19,85,2,2,151,79,901,75,537,393,50,0,0,0,0
org.jfree.chart.plot.CombinedRangeXYPlot,2.833333333,11,8,68,12.5,8.166666667,97,4,24,24,301,24,2,22,35,307,196,219,130,3,292,11,277,3,0.321032272,3.5,20,84,2,2,166,77,1101,73,536,409,56,0,0,0,0
org.jfree.data.ComparableObjectItem,1.875,5,4,15,6.5,3.375,3,3,8,8,16,8,3,5,5,58,27,40,24,1,20,5,8,1,0.22979798,0.125,3,1,0,0,3,1,9,3,17,17,0,0,0,0,0
org.jfree.data.ComparableObjectSeries,2.5,11,12,50,9.25,5.5,10,4,20,20,45,20,8,12,23,192,110,129,86,2,50,17,25,2,0.245590829,1.15,7,23,1,1,36,23,102,24,56,55,13,0,0,0,0
org.jfree.chart.axis.CompassFormat,1.2,2,4,6,4.4,1.8,5,5,5,5,16,5,0,5,9,32,9,20,8,2,19,5,11,2,0.185185185,0,4,0,0,0,0,0,0,0,16,16,3,0,0,0,0
org.jfree.chart.plot.CompassPlot,2.617647059,13,17,89,11.26470588,7.794117647,50,20,34,34,102,34,3,31,32,408,265,313,227,2,99,28,68,2,0.29714197,1.235294118,29,42,13,7,73,37,365,55,179,131,43,0,1,0,0
org.jfree.chart.title.CompositeTitle,1.583333333,5,8,19,5.916666667,3.25,22,3,12,12,67,12,2,10,13,76,39,54,35,3,68,9,55,3,0.35335249,1.75,9,21,2,2,46,21,213,27,128,100,18,0,0,0,0
org.jfree.chart.ui.Contributor,1,1,3,3,3.333333333,1.333333333,2,2,3,3,14,3,0,3,2,14,4,10,4,1,16,3,11,1,0.125,0,1,0,0,0,0,0,0,0,14,14,0,0,0,0,0
org.jfree.chart.plot.Crosshair,1.6,18,33,64,6.75,4.125,16,16,40,40,48,40,2,38,24,288,165,220,146,1,47,37,8,1,0.253189793,0.85,10,34,9,5,90,33,406,90,63,60,39,288,0,0,0
org.jfree.chart.panel.CrosshairOverlay,4.15,10,5,83,18.15,12.7,3,2,20,20,34,20,7,13,24,368,254,262,185,2,35,18,14,2,0.252192982,7.85,18,157,2,1,159,79,511,151,77,59,62,368,0,0,0
org.jfree.chart.plot.CrosshairState,1.25,5,21,30,4.583333333,2.125,10,10,24,24,35,24,0,24,26,122,51,83,42,1,39,24,11,1,0.16,0.041666667,2,1,1,1,0,0,0,0,35,35,5,0,0,0,0
org.jfree.chart.urls.CustomCategoryURLGenerator,2.75,10,4,22,9.375,5.5,1,1,8,8,17,8,0,8,8,79,44,57,34,1,17,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,5,0,0,0,0
org.jfree.chart.urls.CustomPieURLGenerator,2.5,8,4,20,9.5,5.25,2,2,8,8,17,8,0,8,8,81,42,62,36,1,17,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,10,0,0,0,0
org.jfree.chart.labels.CustomXYToolTipGenerator,2.25,6,4,18,7.875,4.375,2,2,8,8,17,8,0,8,8,68,35,49,27,1,17,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,4,0,0,0,0
org.jfree.chart.urls.CustomXYURLGenerator,2.75,10,4,22,9.375,5.5,2,2,8,8,17,8,0,8,8,80,44,58,34,1,17,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,5,0,0,0,0
org.jfree.chart.axis.CyclicNumberAxis,3.588235294,24,21,122,18.44117647,12.91176471,92,11,34,34,193,34,8,26,65,649,439,388,268,4,186,22,159,4,0.389575388,5.558823529,24,189,5,3,269,135,774,147,289,254,77,0,0,0,0
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,7.2,32,4,36,32.8,23.6,88,1,5,5,256,5,0,5,17,227,118,164,120,4,260,4,251,4,0.214656085,6.8,9,34,0,0,119,30,878,36,444,362,9,0,16,10,0
org.jfree.data.resources.DataPackageResources,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
org.jfree.data.resources.DataPackageResources_de,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
