relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,DAC,DACquote,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,UCL,bug
org.jfree.chart.renderer.category.CategoryItemRendererState,1,1,7,7,3.285714286,1.285714286,4,3,7,7,21,7,0,7,4,28,9,20,9,2,25,2,7,14,2,0.194444444,0.142857143,2,1,1,1,2,1,2,0,23,23,4,0
org.jfree.chart.entity.CategoryLabelEntity,1.6,4,4,8,6.8,4,6,1,5,5,26,5,0,5,5,37,20,27,17,3,27,3,2,21,3,0.319444444,1.4,5,7,0,0,15,7,41,6,33,32,1,0
org.jfree.chart.axis.CategoryLabelPosition,2,9,10,24,8.083333333,4.333333333,7,7,12,12,21,12,0,12,13,106,52,66,44,1,21,1,10,9,1,0.212121212,1.083333333,5,13,4,4,9,6,42,9,27,27,17,0
org.jfree.chart.axis.CategoryLabelPositions,3,7,4,33,16.72727273,11.90909091,10,10,5,11,20,11,0,11,16,258,131,90,65,1,20,1,9,9,1,0.210606061,6.181818182,8,68,9,2,72,20,324,72,30,24,15,0
org.jfree.chart.axis.CategoryLabelWidthType,2.5,4,1,10,7.75,4.25,4,4,4,4,13,4,2,2,2,41,17,26,16,1,13,1,2,9,1,0.171717172,0,2,0,2,1,0,0,0,0,13,13,0,0
org.jfree.chart.annotations.CategoryLineAnnotation,1.947368421,9,12,37,8.631578947,5.421052632,7,7,19,19,27,19,2,17,22,174,103,120,79,1,26,1,16,8,1,0.247771836,1.578947368,20,30,2,2,68,21,312,68,58,42,19,0
org.jfree.chart.plot.CategoryMarker,1.75,6,6,14,6.125,3.125,16,2,8,8,49,8,0,8,13,53,25,36,24,2,51,2,7,41,2,0.202380952,1,4,8,0,0,18,7,101,4,58,52,6,0
org.jfree.chart.plot.CategoryPlot,2.677083333,44,97,514,10.734375,6.65625,81,52,192,192,253,192,17,175,258,2124,1278,1495,967,2,249,2,183,61,2,0.33794571,2.421875,53,465,36,14,702,362,2224,609,456,353,367,2
org.jfree.chart.annotations.CategoryPointerAnnotation,1.608695652,12,19,37,8.086956522,5.347826087,30,14,23,23,52,23,2,21,20,204,123,151,87,3,53,3,20,29,3,0.380456349,1.173913043,20,27,2,2,53,24,293,40,95,71,18,0
org.jfree.data.xml.CategorySeriesHandler,1.8,3,3,9,8.8,4.8,3,3,5,5,16,5,0,5,11,50,24,30,15,2,19,2,5,11,2,0.185185185,2.6,7,13,2,2,27,11,46,27,38,25,8,0
org.jfree.chart.renderer.category.CategoryStepRenderer,3.111111111,10,5,28,16.11111111,10.66666667,72,3,9,9,220,9,2,7,23,158,96,102,60,3,221,3,6,211,3,0.441180834,6.777777778,17,61,0,0,113,48,239,59,389,314,19,0
org.jfree.data.xy.CategoryTableXYDataset,1.230769231,4,22,32,4.269230769,2,6,2,26,26,54,26,0,26,33,117,52,79,48,5,56,5,22,28,5,0.30736715,1.346153846,9,35,2,2,65,35,290,57,103,83,3,0
org.jfree.chart.annotations.CategoryTextAnnotation,2,7,6,22,9,5.727272727,16,4,11,11,32,11,0,11,14,107,63,70,43,2,33,2,8,21,2,0.239197531,2.363636364,17,26,1,1,51,21,225,40,68,44,12,0
org.jfree.chart.axis.CategoryTick,1.833333333,6,5,11,7.5,4,8,3,6,6,20,6,0,6,6,50,24,34,22,2,21,2,4,14,2,0.219444444,1.333333333,5,8,2,2,18,7,65,11,24,24,7,0
org.jfree.data.category.CategoryToPieDataset,3.333333333,9,4,40,11.16666667,6.583333333,7,4,12,12,31,12,0,12,9,141,79,96,65,2,33,2,11,19,2,0.22037037,2.416666667,9,29,1,1,1,1,2,0,33,33,6,0
org.jfree.chart.block.CenterArrangement,2.384615385,13,7,31,9.846153846,5.538461538,1,1,13,13,23,13,8,5,29,131,72,78,45,1,24,1,12,10,1,0.184149184,4.615384615,9,60,0,0,43,29,80,43,38,37,50,0
org.jfree.chart.event.ChartChangeEvent,1,1,7,7,3.428571429,1.285714286,2,2,7,7,18,7,0,7,8,28,9,19,9,2,27,2,7,11,2,0.194444444,0.285714286,2,2,2,2,0,0,0,0,18,18,9,0
org.jfree.chart.event.ChartChangeEventType,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,44,18,29,17,1,12,1,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0
org.jfree.chart.ChartColor,1,1,2,2,20.5,18.5,24,24,1,2,13,2,0,2,3,67,37,29,2,2,16,2,2,11,2,0.148148148,0,0,0,24,1,0,0,0,0,13,13,1,0
org.jfree.chart.servlet.ChartDeleter,1.4,3,4,7,5,2.6,1,1,5,5,16,5,0,5,4,28,13,18,8,1,18,1,5,11,1,0.138888889,0,3,0,1,1,0,0,0,0,16,16,5,0
org.jfree.chart.editor.ChartEditorManager,1.25,2,3,5,3.5,1.25,1,1,1,4,15,4,1,3,2,17,5,11,5,1,17,1,4,11,1,0.133333333,0.25,5,1,0,0,0,0,0,0,15,15,1,0
org.jfree.chart.entity.ChartEntity,2.05,7,12,41,8.2,4.9,4,4,20,20,27,20,4,16,16,170,98,114,75,1,33,1,16,7,1,0.278074866,0.4,10,8,1,1,17,6,183,17,31,31,11,0
org.jfree.chart.ChartFactory,3.9,16,7,156,28.05,17.825,1,1,0,40,51,40,0,40,266,1125,713,652,403,1,53,1,40,11,1,0.162601626,13.675,102,547,0,0,1007,424,4958,1007,383,169,234,0
org.jfree.chart.ChartFrame,1.333333333,2,2,4,5.666666667,3,1,1,3,3,14,3,0,3,5,20,9,13,8,2,17,2,3,11,2,0.166666667,0.333333333,3,1,1,1,2,1,2,2,28,15,4,0
org.jfree.chart.ChartMouseEvent,1,1,4,4,4,1.75,4,4,4,4,15,4,0,4,3,22,7,16,7,2,18,2,4,11,2,0.177777778,0,2,0,3,3,0,0,0,0,15,15,9,0
org.jfree.chart.ChartPanel,2.215686275,15,63,226,11.16666667,7.558823529,70,70,102,102,113,102,13,89,106,1214,771,804,482,2,117,2,102,11,2,0.220064725,0.745098039,23,76,22,12,84,47,370,84,176,132,146,0
org.jfree.chart.event.ChartProgressEvent,1,1,7,7,3.428571429,1.285714286,7,5,7,7,20,7,0,7,7,31,9,22,9,2,23,2,7,13,2,0.194444444,0,1,0,1,1,0,0,0,0,20,20,4,0
org.jfree.chart.ChartRenderingInfo,1.666666667,6,9,20,5.75,3,4,4,12,12,21,12,2,10,6,75,36,53,33,1,21,1,10,9,1,0.212121212,0.833333333,9,10,2,2,19,8,196,19,26,26,7,0
org.jfree.chart.ChartUtilities,1.62962963,5,17,44,9.037037037,4.444444444,0,0,0,27,38,27,0,27,115,246,120,121,74,1,40,1,27,11,1,0.160714286,1.222222222,14,33,0,0,92,24,248,92,99,52,68,0
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,3.875,15,4,31,21.75,14.125,84,2,8,8,245,8,1,7,17,179,113,121,64,4,245,4,3,237,4,0.340220386,5.875,19,47,0,0,64,28,182,26,403,343,14,0
org.jfree.chart.block.ColorBlock,1.5,4,6,12,6.125,3.5,10,2,8,8,47,8,2,6,13,53,28,38,26,2,48,2,6,39,2,0.37340302,1.875,6,15,1,1,32,15,130,11,91,71,12,0
org.jfree.chart.block.ColumnArrangement,3.818181818,13,5,42,17.27272727,11.45454545,5,5,11,11,21,11,5,6,24,197,126,125,83,1,22,1,10,10,1,0.181818182,5.636363636,11,62,2,2,30,21,54,30,37,36,38,0
org.jfree.data.general.CombinedDataset,1.8,5,15,54,7.133333333,4.066666667,5,1,30,30,60,30,3,27,44,227,122,162,86,5,64,5,28,30,5,0.289032567,1.833333333,8,55,1,1,16,6,29,12,66,66,17,0
org.jfree.chart.plot.CombinedDomainCategoryPlot,3.041666667,12,9,73,13.33333333,8.708333333,85,4,24,24,259,24,2,22,35,327,209,231,140,3,250,3,11,235,3,0.323562862,3.833333333,18,92,2,2,176,86,948,81,515,353,62,0
org.jfree.chart.plot.CombinedDomainXYPlot,2.88,11,9,72,12.56,8.2,93,4,25,25,282,25,2,23,36,321,205,230,139,3,272,3,11,257,3,0.31781541,3.52,20,88,2,2,173,82,1015,75,503,380,59,0
org.jfree.chart.plot.CombinedRangeCategoryPlot,3.210526316,11,6,61,13.94736842,9.368421053,85,4,19,19,259,19,3,16,22,272,178,202,122,3,255,3,11,240,3,0.281586022,4.473684211,19,85,2,2,151,79,843,75,495,352,50,0
org.jfree.chart.plot.CombinedRangeXYPlot,2.833333333,11,8,68,12.5,8.166666667,93,4,24,24,282,24,2,22,35,307,196,219,130,3,273,3,11,258,3,0.322079903,3.5,20,84,2,2,166,77,1024,73,502,379,56,0
org.jfree.data.ComparableObjectItem,1.875,5,4,15,6.5,3.375,3,3,8,8,16,8,3,5,5,58,27,40,24,1,20,1,5,8,1,0.22979798,0.125,3,1,0,0,3,1,9,3,17,17,0,0
org.jfree.data.ComparableObjectSeries,2.5,11,12,50,9.25,5.5,10,4,20,20,45,20,8,12,23,192,110,129,86,2,50,2,17,25,2,0.245590829,1.15,7,23,1,1,36,23,102,24,55,55,13,0
org.jfree.chart.axis.CompassFormat,1.2,2,4,6,4.4,1.8,5,5,5,5,16,5,0,5,9,32,9,20,8,2,19,2,5,11,2,0.185185185,0,4,0,0,0,0,0,0,0,16,16,3,0
org.jfree.chart.plot.CompassPlot,2.617647059,13,17,89,11.26470588,7.794117647,49,20,34,34,98,34,3,31,32,408,265,313,227,2,95,2,28,64,2,0.298686371,1.235294118,28,42,13,7,73,37,361,55,171,124,43,0
org.jfree.chart.title.CompositeTitle,1.583333333,5,8,19,5.916666667,3.25,22,3,12,12,67,12,2,10,13,76,39,54,35,3,68,3,9,55,3,0.35335249,1.75,9,21,2,2,46,21,213,27,128,100,18,0
org.jfree.chart.ui.Contributor,1,1,3,3,3.333333333,1.333333333,2,2,3,3,14,3,0,3,2,14,4,10,4,1,16,1,3,11,1,0.125,0,1,0,0,0,0,0,0,0,14,14,0,0
org.jfree.chart.plot.CrosshairState,1.25,5,21,30,4.583333333,2.125,10,10,24,24,35,24,0,24,26,122,51,83,42,1,39,1,24,11,1,0.16,0.041666667,2,1,1,1,0,0,0,0,35,35,5,0
org.jfree.chart.urls.CustomCategoryURLGenerator,2.75,10,4,22,9.375,5.5,1,1,8,8,17,8,0,8,8,79,44,57,34,1,17,1,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,5,0
org.jfree.chart.urls.CustomPieURLGenerator,2.5,8,4,20,9.5,5.25,2,2,8,8,17,8,0,8,8,81,42,62,36,1,17,1,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,10,0
org.jfree.chart.labels.CustomXYToolTipGenerator,2.25,6,4,18,7.875,4.375,2,2,8,8,17,8,0,8,8,68,35,49,27,1,17,1,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,4,0
org.jfree.chart.urls.CustomXYURLGenerator,2.75,10,4,22,9.375,5.5,2,2,8,8,17,8,0,8,8,80,44,58,34,1,17,1,6,9,1,0.203463203,0,4,0,1,1,0,0,0,0,17,17,5,0
org.jfree.chart.axis.CyclicNumberAxis,3.588235294,24,21,122,18.44117647,12.91176471,92,11,34,34,190,34,8,26,65,649,439,388,268,4,183,4,22,156,4,0.389993099,5.558823529,24,189,5,3,269,135,773,147,281,248,77,0
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,7.2,32,4,36,34.8,24,86,1,5,5,244,5,0,5,18,237,120,164,120,4,248,4,4,239,4,0.214722222,6.8,11,34,0,0,125,30,872,36,401,338,11,0
org.jfree.data.resources.DataPackageResources,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,2,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0
org.jfree.data.resources.DataPackageResources_de,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,2,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0
org.jfree.data.resources.DataPackageResources_es,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,2,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0
org.jfree.data.resources.DataPackageResources_fr,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,2,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0
org.jfree.data.resources.DataPackageResources_pl,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,2,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0
org.jfree.data.resources.DataPackageResources_ru,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,2,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0
org.jfree.data.DataUtilities,3.6,6,0,18,13,8.4,0,0,0,5,16,5,0,5,7,67,42,60,34,1,18,1,5,11,1,0.138888889,2.2,7,11,0,0,4,2,6,4,20,18,1,0
org.jfree.data.general.DatasetChangeEvent,1,1,2,2,3.5,1.5,3,1,2,2,15,2,0,2,2,10,3,7,3,2,18,2,2,13,2,0.148148148,0,1,0,0,0,0,0,0,0,15,15,0,0
org.jfree.data.general.DatasetGroup,1.8,4,3,9,5.8,3,2,2,5,5,14,5,0,5,2,33,15,23,14,1,14,1,3,9,1,0.185606061,0,3,0,0,0,0,0,0,0,14,14,0,0
org.jfree.data.xml.DatasetReader,2,3,2,8,11.5,7,0,0,0,4,15,4,0,4,8,48,28,29,14,1,17,1,4,11,1,0.133333333,1,5,4,0,0,4,4,8,4,19,19,16,0
org.jfree.chart.plot.DatasetRenderingOrder,2,4,3,10,6.2,3.2,4,4,5,5,13,5,2,3,2,39,16,26,15,1,12,1,2,8,1,0.202020202,0,1,0,2,1,0,0,0,0,13,13,0,0
org.jfree.data.general.DatasetUtilities,5.11627907,15,12,220,21.1627907,13.34883721,0,0,1,43,54,43,1,42,72,912,574,694,421,1,56,1,43,11,1,0.162878788,3.093023256,28,133,0,0,75,31,174,75,97,68,38,0
org.jfree.chart.axis.DateAxis,3.2,25,19,160,19.58,14.26,82,12,47,50,176,50,11,39,77,1030,713,675,432,3,167,3,37,126,3,0.35151919,8.04,30,402,8,7,613,243,1374,517,282,253,164,0
org.jfree.data.time.DateRange,1,1,9,9,3.666666667,1.666666667,6,3,9,9,34,9,0,9,5,38,15,27,13,2,36,2,8,25,2,0.54368471,0.444444444,1,4,0,0,8,4,20,0,35,35,5,0
org.jfree.chart.axis.DateTick,1.6,4,4,8,6,2.6,8,1,5,5,23,5,0,5,12,33,13,20,12,3,25,3,3,18,3,0.220833333,0.8,4,4,1,1,12,3,28,3,27,25,9,0
org.jfree.chart.axis.DateTickMarkPosition,2.5,4,2,10,7.75,4.25,5,5,4,4,13,4,2,2,2,41,17,27,16,1,13,1,2,9,1,0.171717172,0,1,0,3,1,0,0,0,0,13,13,0,0
org.jfree.chart.axis.DateTickUnit,2.105263158,8,15,40,7.157894737,4.631578947,17,14,18,19,32,19,2,17,22,153,88,99,61,2,31,2,15,13,2,0.453431373,0.157894737,3,3,1,1,7,3,26,3,34,34,16,0
org.jfree.chart.title.DateTitle,1,1,5,5,4.8,2,33,1,5,5,92,5,0,5,15,27,10,12,5,4,97,4,5,87,4,0.222222222,1.2,4,6,0,0,10,2,31,0,179,134,11,0
org.jfree.data.time.Day,1.545454545,4,15,34,6.590909091,3.681818182,8,8,21,22,36,22,0,22,15,159,81,110,60,2,28,2,11,14,2,0.380673401,0.909090909,3,20,5,2,27,18,23,27,57,48,18,0
org.jfree.chart.editor.DefaultAxisEditor,1.588235294,4,10,27,10.47058824,7.823529412,15,15,16,17,28,17,2,15,4,196,133,136,92,2,32,2,17,11,2,0.209876543,2,9,34,15,8,61,34,218,61,75,55,28,0
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,1.840909091,10,22,81,8.045454545,5.113636364,10,7,44,44,62,44,1,43,62,364,225,255,149,2,63,2,42,18,2,0.250387597,1.659090909,9,73,1,1,131,73,591,123,118,96,31,1
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,1.777777778,6,13,48,7,4.037037037,12,8,27,27,51,27,0,27,37,200,109,137,79,4,52,4,23,24,4,0.303174603,0.703703704,10,19,3,2,23,19,56,21,67,67,19,0
org.jfree.data.category.DefaultCategoryDataset,1.4,10,23,35,5,2.36,5,2,25,25,42,25,0,25,30,130,59,91,53,2,44,2,22,17,2,0.262560386,1.32,5,33,1,1,50,30,200,41,78,66,3,0
org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,0,0,0,0,0,0,82,1,0,0,245,0,0,0,0,4,0,2,0,4,250,4,0,245,4,0,0,0,0,0,0,0,0,0,0,416,341,0,0
org.jfree.chart.editor.DefaultChartEditor,1.25,2,6,10,13.625,11.25,5,5,8,8,19,8,1,7,3,117,90,91,66,2,22,2,8,11,2,0.197530864,1.875,8,15,5,5,24,15,306,24,156,33,17,0
org.jfree.chart.editor.DefaultChartEditorFactory,1,1,2,2,2.5,0.5,0,0,2,2,13,2,0,2,1,7,1,4,1,1,15,1,2,11,1,0.111111111,0.5,3,1,0,0,2,1,63,2,81,14,1,0
org.jfree.chart.plot.DefaultDrawingSupplier,2.588235294,13,13,44,12.94117647,8.823529412,19,19,14,17,26,17,5,12,23,250,150,198,127,1,26,1,15,9,1,0.216856061,0.647058824,5,11,12,3,28,11,371,28,40,33,41,0
org.jfree.data.xy.DefaultHighLowDataset,1.894736842,10,11,36,6.736842105,3.736842105,11,7,18,19,44,19,0,19,37,138,71,100,60,4,46,4,16,25,4,0.286694678,0,5,0,1,1,0,0,0,0,48,48,3,0
org.jfree.data.category.DefaultIntervalCategoryDataset,2.6875,9,9,86,10.84375,6.75,8,4,30,32,53,32,3,29,44,354,216,226,156,3,53,3,28,21,3,0.294712644,0.40625,9,13,0,0,21,13,50,16,61,60,3,1
org.jfree.data.xy.DefaultIntervalXYDataset,1.9,11,15,38,8.75,5.7,6,2,20,20,41,20,0,20,29,180,114,135,71,5,36,5,9,21,5,0.546401515,0.2,8,4,2,1,8,4,26,3,46,46,2,0
org.jfree.data.DefaultKeyedValue,2,6,5,16,5.75,3,3,3,8,8,15,8,0,8,4,52,24,36,21,1,13,1,4,7,1,0.254545455,0,5,0,0,0,0,0,0,0,15,15,0,0
org.jfree.data.general.DefaultKeyedValueDataset,2,7,5,20,6.3,3.3,5,2,10,10,27,10,0,10,7,68,33,46,29,2,27,2,7,17,2,0.244444444,1.6,7,16,0,0,18,7,48,15,32,32,0,0
org.jfree.data.DefaultKeyedValues,2.090909091,9,12,46,8.318181818,5.136363636,4,4,22,22,30,22,1,21,23,190,113,144,90,1,29,1,19,8,1,0.249242424,0.681818182,11,15,3,2,20,10,40,20,35,35,12,1
org.jfree.data.DefaultKeyedValues2D,2.695652174,13,14,62,10.60869565,6.47826087,5,5,23,23,31,23,0,23,22,252,149,180,119,1,30,1,20,8,1,0.24963925,1.043478261,8,24,3,1,37,19,114,37,42,40,11,1
org.jfree.data.general.DefaultKeyedValues2DDataset,0,0,0,0,0,0,6,1,0,0,42,0,0,0,0,4,0,2,0,3,46,3,0,42,3,0,0,0,0,0,0,0,0,0,0,78,66,0,0
org.jfree.data.general.DefaultKeyedValuesDataset,0,0,0,0,0,0,6,1,0,0,36,0,0,0,0,4,0,2,0,3,40,3,0,36,3,0,0,0,0,0,0,0,0,0,0,62,55,0,0
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,2.315789474,13,12,44,8.684210526,5.210526316,7,4,19,19,37,19,0,19,19,172,99,126,77,2,38,2,17,18,2,0.243209877,1.052631579,8,20,2,2,40,20,183,38,68,55,13,0
org.jfree.chart.editor.DefaultNumberAxisEditor,2.153846154,6,5,28,12.38461538,8.692307692,25,10,13,13,37,13,2,11,7,175,113,116,83,3,39,3,11,24,3,0.254807692,1.461538462,10,19,7,5,35,19,133,28,98,65,16,0
org.jfree.data.xy.DefaultOHLCDataset,1.45,5,14,29,5.1,2.65,6,2,20,20,44,20,0,20,31,107,53,76,41,4,45,4,16,24,4,0.29859944,0.4,7,8,1,1,8,8,18,7,55,55,3,0
org.jfree.data.general.DefaultPieDataset,1.684210526,9,14,32,5.789473684,3.052631579,5,2,19,19,36,19,0,19,19,115,58,83,51,2,38,2,16,17,2,0.259150327,1.578947368,7,30,1,1,38,24,140,31,62,55,4,0
org.jfree.chart.editor.DefaultPlotEditor,4.2,22,7,63,21.66666667,16.13333333,17,17,15,15,26,15,6,9,3,345,242,227,158,2,29,2,15,11,2,0.208333333,3.933333333,17,59,12,8,87,56,233,87,130,66,42,0
org.jfree.chart.renderer.DefaultPolarItemRenderer,2,4,5,24,12.16666667,8,56,2,12,12,166,12,0,12,21,151,96,104,49,2,166,2,9,154,2,0.206369427,3.75,20,45,2,2,80,40,433,65,241,212,37,0
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,2.275862069,14,18,66,11.10344828,7.413793103,16,13,29,29,47,29,1,28,34,338,215,226,158,2,48,2,27,18,2,0.247619048,1.517241379,7,44,1,1,76,44,330,68,91,76,11,0
org.jfree.data.xy.DefaultTableXYDataset,2.083333333,8,20,75,7.527777778,4.472222222,9,5,36,36,62,36,2,34,30,280,161,211,138,5,62,5,30,26,5,0.38687276,1.388888889,13,50,3,3,87,50,272,75,117,98,23,0
org.jfree.chart.editor.DefaultTitleEditor,1.9,4,5,19,12.3,9.4,9,9,10,10,21,10,2,8,3,135,94,94,60,2,24,2,10,11,2,0.202020202,1.9,8,19,8,6,30,19,107,30,55,38,22,0
org.jfree.data.general.DefaultValueDataset,1.428571429,3,5,10,4.285714286,2,5,2,7,7,25,7,0,7,4,35,14,24,13,2,26,2,5,18,2,0.218518519,0.714285714,4,5,0,0,9,4,24,6,28,28,0,0
org.jfree.data.xy.DefaultWindDataset,2.076923077,8,8,27,8.461538462,5.153846154,6,2,12,13,38,13,0,13,17,115,67,84,47,4,40,4,10,25,4,0.278138528,0.307692308,8,4,2,1,7,4,10,7,46,46,14,0
org.jfree.data.xy.DefaultXYDataset,2,7,9,30,8.266666667,5.133333333,6,2,15,15,34,15,0,15,15,129,77,96,57,4,30,4,6,19,4,0.483862434,0.4,9,6,2,1,11,5,28,6,37,37,3,0
org.jfree.chart.renderer.xy.DefaultXYItemRenderer,0,0,0,0,0,0,81,1,0,0,249,0,0,0,0,4,0,2,0,4,254,4,0,249,4,0,0,0,0,0,0,0,0,0,0,399,346,0,0
org.jfree.data.xy.DefaultXYZDataset,1.941176471,8,11,33,8.235294118,5.176470588,6,2,17,17,36,17,0,17,19,145,88,108,62,5,32,5,7,19,5,0.524664751,0.352941176,9,6,2,1,11,5,28,6,39,39,3,0
org.jfree.chart.renderer.xy.DeviationRenderer,2.416666667,13,8,29,11.75,7.25,81,1,12,12,253,12,2,10,25,153,87,105,66,4,250,4,4,241,4,0.515709505,3.333333333,16,40,0,0,64,20,190,24,403,349,22,0
org.jfree.chart.plot.dial.DialBackground,1.615384615,5,8,21,6,3.230769231,5,3,13,13,28,13,2,11,10,84,42,57,37,2,28,2,10,15,2,0.368686869,0.923076923,10,12,1,1,22,11,121,15,40,36,11,0
org.jfree.chart.plot.dial.DialCap,1.625,7,11,26,6.6875,3.9375,7,5,16,16,31,16,2,14,11,115,63,82,56,2,31,2,13,15,2,0.373015873,1.3125,9,21,3,2,48,21,280,37,44,41,17,0
org.jfree.chart.plot.dial.DialLayerChangeEvent,1,1,2,2,3.5,1.5,3,1,2,2,20,2,0,2,1,10,3,7,3,3,24,3,2,18,3,0.166666667,0.5,1,1,0,0,2,1,2,0,20,20,0,0
org.jfree.chart.plot.dial.DialPlot,2.12195122,12,21,87,8.634146341,5.341463415,41,12,40,41,107,41,3,38,41,368,219,269,180,2,106,2,37,66,2,0.235421888,1.731707317,23,71,5,2,63,39,149,48,168,130,34,0
org.jfree.chart.plot.dial.DialPointer,1.4,5,9,14,4.8,2.4,4,2,10,10,25,10,2,8,4,257,24,190,117,2,27,2,7,15,2,0.361111111,0.7,3,7,0,0,14,7,40,7,31,29,0,0
org.jfree.chart.plot.DialShape,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,41,18,29,17,1,12,1,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0
org.jfree.chart.plot.dial.DialTextAnnotation,1.7,9,13,34,6.75,3.95,9,7,20,20,35,20,2,18,14,145,79,104,70,2,35,2,17,15,2,0.37654321,1.15,12,23,3,3,50,22,197,35,51,46,18,0
org.jfree.chart.plot.dial.DialValueIndicator,1.702702703,16,25,63,6.918918919,4.162162162,17,15,37,37,52,37,2,35,22,274,154,201,135,2,52,2,34,15,2,0.382539683,1.621621622,16,60,10,7,136,57,655,105,89,73,44,0
org.jfree.chart.servlet.DisplayChart,3.666666667,9,2,11,15.66666667,10,0,0,3,3,14,3,0,3,2,49,30,31,20,2,17,2,3,11,2,0.166666667,1.333333333,4,4,0,0,10,4,28,10,19,18,5,0
org.jfree.data.DomainOrder,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,43,18,29,17,1,12,1,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0
org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,1,1,3,3,4.333333333,2.333333333,2,2,3,3,14,3,0,3,3,18,7,10,4,1,16,1,3,11,1,0.125,0.666666667,2,2,0,0,4,2,76,4,15,15,0,1
org.jfree.data.time.DynamicTimeSeriesCollection,2.095238095,9,26,88,8.142857143,4.833333333,26,22,42,42,71,42,6,36,53,385,203,285,178,5,74,5,39,29,5,0.413194444,0.761904762,15,32,5,4,69,32,95,67,86,85,21,0
org.jfree.chart.block.EmptyBlock,1,1,5,5,4,2,9,1,5,5,44,5,0,5,9,24,10,16,8,2,45,2,3,39,2,0.349593496,2.2,3,11,0,0,21,11,83,5,84,67,8,0
org.jfree.chart.encoders.EncoderUtil,1,1,8,8,6,2,0,0,0,8,19,8,0,8,28,50,16,25,8,1,21,1,8,11,1,0.148148148,2,3,16,0,0,26,8,56,26,23,23,12,0
org.jfree.chart.axis.ExtendedCategoryAxis,2,6,7,22,7.545454545,4.363636364,59,4,11,11,119,11,3,8,12,89,48,61,39,3,120,3,8,108,3,0.231231231,1.818181818,12,20,3,3,39,16,180,25,221,177,15,0
org.jfree.chart.ui.ExtensionFileFilter,1.666666667,3,2,5,6.333333333,3.333333333,2,2,3,3,14,3,0,3,3,23,10,15,8,2,17,2,3,11,2,0.166666667,0,1,0,0,0,0,0,0,0,14,14,1,0
org.jfree.chart.plot.FastScatterPlot,2.186046512,14,21,94,9.162790698,5.627906977,45,16,43,43,109,43,6,37,56,417,242,289,192,2,108,2,39,66,2,0.235714286,2.139534884,23,92,12,5,191,81,690,169,238,147,78,0
org.jfree.data.time.FixedMillisecond,1.411764706,5,13,24,5.235294118,2.470588235,2,2,17,17,30,17,0,17,8,94,42,60,32,2,21,2,5,13,2,0.400740741,0,1,0,0,0,0,0,0,0,32,32,8,0
org.jfree.chart.block.FlowArrangement,3.285714286,13,6,46,15.42857143,10.07142857,5,5,14,14,24,14,8,6,33,223,141,138,89,1,25,1,13,10,1,0.185064935,5.428571429,10,76,2,2,45,31,84,45,39,38,54,0
org.jfree.chart.ui.FontChooserPanel,2.5,6,3,15,15,11.16666667,6,6,6,6,17,6,0,6,2,100,67,75,48,2,20,2,6,11,2,0.19047619,0,3,0,5,3,0,0,0,0,17,17,12,0
