relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,ADD,MOD,DEL,bug
math.optimization.MultiStartDifferentiableMultivariateRealOptimizer,1,1,1,1,5,1,6,0,1,1,19,1,0,1,3,9,1,3,1,2,22,2,1,18,2,0.111111111,1,1,1,4,1,12,0,30,23,1,1,93,0
math.optimization.MultiStartDifferentiableMultivariateVectorialOptimizer,1,1,1,1,6,1,6,0,1,1,19,1,0,1,3,10,1,3,1,2,22,2,1,18,2,0.111111111,1,1,1,4,1,12,0,30,23,1,1,100,0
math.optimization.MultiStartMultivariateRealOptimizer,1,1,1,1,5,1,6,0,1,1,19,1,0,1,3,9,1,3,1,2,22,2,1,18,2,0.111111111,1,1,1,4,1,12,0,30,23,1,1,86,0
math.optimization.univariate.MultiStartUnivariateRealOptimizer,1.777777778,5,6,16,8.444444444,4.777777778,6,6,9,9,20,9,1,8,17,85,43,56,34,1,22,1,9,11,1,0.15,0.888888889,9,8,6,3,6,6,30,23,85,0,0,2
math.util.MultidimensionalCounter,2.25,4,4,18,9.375,6.125,5,5,8,8,18,8,0,8,3,121,49,100,60,1,19,1,7,10,1,0.176136364,0.75,8,6,16,6,12,16,33,23,121,0,0,1
math.analysis.function.Multiply,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,0,0,0,0,0,0,0,12,12,5,0,0,0
math.ode.MultistepIntegrator,1.153846154,2,11,15,5.769230769,3,27,8,13,13,56,13,5,8,27,158,39,103,59,3,63,3,13,43,3,0.232142857,1.384615385,11,18,45,12,425,33,123,88,21,32,9,0
math.stat.descriptive.MultivariateSummaryStatistics,1.361111111,4,27,49,6.055555556,3.638888889,11,11,36,36,44,36,5,31,20,235,131,180,117,1,44,1,33,8,1,0.252673797,1.305555556,20,47,63,30,214,63,80,60,2,33,10,0
math.stat.ranking.NaNStrategy,1,1,2,2,0,0,6,4,2,2,19,2,0,2,1,6,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,0,0,0,0
math.stat.ranking.NaturalRanking,2.875,11,8,46,11.6875,8.1875,5,5,16,16,27,16,7,9,20,211,131,162,110,1,29,1,16,11,1,0.156862745,2.5625,11,41,40,28,60,40,38,34,0,4,0,0
math.optimization.direct.NelderMeadSimplex,2.666666667,16,8,24,13.33333333,8.222222222,11,8,9,9,33,9,0,9,28,131,74,105,60,2,35,2,8,24,2,0.210864198,3.333333333,5,30,65,26,204,24,53,46,131,0,0,0
math.geometry.euclidean.twod.NestedLoops,3.166666667,7,2,19,11.83333333,7.5,4,4,6,6,17,6,3,3,4,77,45,62,35,1,19,1,6,11,1,0.142857143,3,13,18,25,12,28,25,64,25,77,0,0,0
math.analysis.interpolation.NevilleInterpolator,1,1,1,1,3,1,1,1,1,1,12,1,0,1,2,7,1,4,1,1,14,1,1,11,1,0.083333333,1,1,1,3,1,10,3,23,13,0,1,1,0
math.analysis.solvers.NewtonSolver,1.5,3,3,6,5.75,2.75,12,1,4,4,41,4,1,3,5,28,11,18,8,3,44,3,3,37,3,0.19627193,2,4,8,17,8,18,5,69,57,0,21,22,0
math.exception.NoBracketingException,1,1,6,6,4.333333333,1.666666667,15,5,6,6,45,6,0,6,10,33,10,22,10,6,52,6,6,39,6,0.244897959,0.333333333,2,2,3,1,2,0,51,48,33,0,0,0
math.exception.NoDataException,1,1,2,2,3,1,11,1,2,2,41,2,0,2,1,9,2,6,2,6,48,6,2,39,6,0.19047619,0.5,2,1,3,1,2,0,47,44,9,0,0,0
math.optimization.linear.NoFeasibleSolutionException,1,1,1,1,3,1,13,1,1,1,45,1,0,1,0,6,1,4,1,6,52,6,1,44,6,0.142857143,2,1,2,3,1,2,0,45,45,0,1,0,0
math.optimization.general.NonLinearConjugateGradientOptimizer,4.166666667,17,3,25,17.83333333,12.33333333,11,5,6,6,31,6,2,4,7,139,74,119,67,3,34,3,5,25,3,0.221153846,3.833333333,16,23,23,12,44,12,57,46,34,34,37,0
math.exception.NonMonotonousSequenceException,1.5,4,5,9,5.833333333,2.833333333,17,5,6,6,47,6,0,6,8,42,17,22,10,7,55,7,6,41,7,0.25,0.5,4,3,4,1,3,0,53,50,42,0,0,0
math.linear.NonPositiveDefiniteLinearOperatorException,1,1,1,1,3,1,10,0,1,1,40,1,0,1,0,6,1,3,1,6,47,6,1,39,6,0.142857143,1,1,1,3,1,2,0,46,43,6,0,0,0
math.linear.NonPositiveDefiniteMatrixException,1,1,4,4,3.75,1.5,13,3,4,4,43,4,0,4,2,20,6,14,6,6,50,6,4,39,6,0.228571429,0.25,1,1,3,1,2,0,49,46,20,0,0,0
math.linear.NonSelfAdjointLinearOperatorException,1,1,1,1,3,1,10,0,1,1,40,1,0,1,0,6,1,3,1,6,47,6,1,39,6,0.142857143,1,1,1,3,1,2,0,46,43,6,0,0,0
math.linear.NonSquareLinearOperatorException,1,1,1,1,3,1,15,1,1,1,45,1,0,1,2,6,1,4,1,8,54,8,1,44,8,0.148148148,1,1,1,4,1,3,0,51,48,6,0,0,0
math.linear.NonSquareMatrixException,1,1,1,1,4,1,15,1,1,1,45,1,0,1,2,7,1,4,1,8,54,8,1,44,8,0.148148148,2,1,2,4,1,3,0,51,48,0,5,0,0
math.linear.NonSymmetricMatrixException,1,1,4,4,4.25,1.75,14,4,4,4,43,4,0,4,3,23,7,16,7,6,50,6,4,39,6,0.228571429,0.25,1,1,3,1,2,0,49,46,23,0,0,0
math.ode.sampling.NordsieckStepInterpolator,2.8,6,5,28,12.5,8.4,18,6,10,10,42,10,2,8,12,138,84,111,70,2,40,2,5,32,2,0.23023023,2.5,5,25,25,13,257,9,71,49,0,2,0,0
math.distribution.NormalDistributionImpl,1.473684211,3,13,28,5.052631579,2.473684211,15,6,19,19,39,19,6,13,11,118,47,73,40,3,31,3,7,20,3,0.399305556,0.421052632,8,8,17,7,59,14,90,58,42,24,17,1
math.geometry.euclidean.threed.NotARotationMatrixException,1,1,1,1,3,1,11,1,1,1,39,1,0,1,2,7,1,4,1,4,44,4,1,38,4,0.133333333,1,1,1,3,1,3,0,39,39,7,0,0,0
math.exception.NotFiniteNumberException,1,1,2,2,4.5,1,13,1,2,2,43,2,0,2,5,12,2,6,2,7,51,7,2,41,7,0.194444444,0.5,3,1,4,1,3,0,49,46,12,0,0,0
math.exception.NotPositiveException,1,1,2,2,3.5,1,16,1,2,2,47,2,0,2,3,10,2,6,2,8,56,8,2,45,8,0.197530864,1,2,2,9,2,6,0,53,50,10,0,0,0
math.exception.NotStrictlyPositiveException,1,1,2,2,3.5,1,16,1,2,2,47,2,0,2,3,10,2,6,2,8,56,8,2,45,8,0.197530864,1,2,2,9,2,6,0,53,50,10,0,0,0
math.exception.NullArgumentException,1,1,2,2,3.5,1,11,1,2,2,41,2,0,2,2,10,2,6,2,6,48,6,2,39,6,0.19047619,0.5,2,1,3,1,2,0,47,44,10,0,0,0
math.exception.NumberIsTooLargeException,1.25,2,3,5,5.5,2.25,15,3,4,4,45,4,0,4,7,27,9,14,6,7,53,7,4,41,7,0.233333333,0.25,3,1,4,1,3,0,51,48,27,0,0,0
math.exception.NumberIsTooSmallException,1.25,2,3,5,5.5,2.25,15,3,4,4,45,4,0,4,7,27,9,14,6,7,55,7,4,41,7,0.233333333,0.25,3,1,4,1,3,0,51,48,27,0,0,0
math.stat.regression.OLSMultipleLinearRegression,1.5,4,7,15,6.2,3.7,4,1,10,10,36,10,3,7,6,69,37,49,25,2,35,2,6,26,2,0.234920635,4.6,12,46,30,16,194,16,100,53,23,1,6,0
math.genetics.OnePointCrossover,3,4,0,6,14.5,10.5,0,0,2,2,13,2,1,1,4,32,21,25,14,1,15,1,2,11,1,0.111111111,5.5,8,11,14,10,20,14,18,18,1,1,0,0
math.stat.inference.OneWayAnovaImpl,2.2,6,3,11,13.4,9.4,0,0,5,5,16,5,1,4,5,79,47,58,25,1,18,1,5,11,1,0.138888889,5.4,10,27,34,19,63,34,32,25,0,6,0,0
math.util.OpenIntToDoubleHashMap,2.208333333,11,17,53,9.458333333,6.25,15,15,17,24,35,24,13,11,26,296,150,230,143,1,37,1,24,11,1,0.16,0.083333333,6,2,4,2,21,4,41,37,0,7,7,0
math.util.OpenIntToFieldHashMap,2.16,11,18,54,9.28,6.12,16,16,18,25,36,25,14,11,31,303,153,235,146,1,38,1,25,11,1,0.16025641,0.2,7,5,4,2,21,4,42,38,0,7,7,0
math.linear.OpenMapRealMatrix,1.8125,5,8,29,8.5625,5.6875,4,4,16,16,78,16,1,15,25,154,91,114,62,3,76,3,10,62,3,0.256684492,3.5,6,56,110,54,571,105,147,112,1,13,15,1
math.linear.OpenMapRealVector,2.180327869,9,23,133,8.508196721,5.393442623,5,5,61,61,108,61,4,57,59,590,329,439,272,2,94,2,44,47,2,0.560727578,1.950819672,10,119,168,96,684,111,170,136,1,43,3,1
math.optimization.OptimizationException,1,1,2,2,3,1,12,1,2,2,44,2,0,2,3,9,2,6,2,5,52,5,2,42,5,0.185185185,1,1,2,5,2,4,0,44,44,0,2,0,0
math.geometry.partitioning.utilities.OrderedTuple,4.083333333,13,4,49,14.5,10.58333333,11,11,7,12,21,12,7,5,11,189,127,143,94,1,21,1,10,9,1,0.212121212,0.25,5,3,9,3,6,9,23,23,189,0,0,0
math.geometry.euclidean.oned.OrientedPoint,1.111111111,2,8,10,3.222222222,1.222222222,2,2,9,9,20,9,0,9,4,33,11,23,10,1,22,1,9,11,1,0.15,0.444444444,4,4,6,4,8,6,26,23,33,0,0,0
math.exception.OutOfRangeException,1,1,4,4,4.75,1.5,15,3,4,4,45,4,0,4,7,24,6,14,6,7,53,7,4,41,7,0.233333333,0.25,3,1,4,1,3,0,51,48,24,0,0,0
math.geometry.euclidean.threed.OutlineExtractor,2.666666667,6,2,8,14.66666667,11,3,3,3,3,14,3,1,2,6,139,33,110,50,1,16,1,3,11,1,0.125,5.333333333,9,16,22,16,136,22,92,24,139,0,0,0
math.util.Pair,2,5,4,12,5.666666667,3.333333333,2,2,6,6,15,6,0,6,4,40,20,22,12,1,15,1,4,9,1,0.193939394,0,2,0,0,0,0,0,15,15,40,0,0,0
math.distribution.PascalDistributionImpl,1.461538462,3,9,19,5.923076923,3.230769231,10,3,13,13,37,13,4,9,7,92,42,54,29,3,32,3,4,24,3,0.327946128,0.538461538,9,7,22,7,304,20,83,51,31,10,15,0
math.stat.correlation.PearsonsCorrelation,2.076923077,4,6,27,8.461538462,5.461538462,2,2,13,13,24,13,1,12,11,114,71,99,55,1,26,1,13,11,1,0.154761905,3.384615385,15,44,45,21,84,45,60,37,5,8,5,1
math.analysis.solvers.PegasusSolver,1,1,4,4,3.75,1,13,0,4,4,47,4,0,4,6,17,4,9,4,4,52,4,4,43,4,0.213333333,1.25,0,5,15,4,16,0,76,64,17,0,0,0
math.stat.descriptive.rank.Percentile,2.588235294,7,8,44,10.76470588,7.058823529,6,5,16,17,37,17,3,14,32,194,120,140,91,2,38,2,14,20,2,0.250885668,0.882352941,9,15,34,13,51,16,54,48,125,11,2,0
math.geometry.euclidean.threed.Plane,1.172413793,2,24,34,5.482758621,3.344827586,5,5,28,29,40,29,2,27,28,166,97,125,60,1,42,1,29,11,1,0.161111111,2,11,58,124,56,176,124,84,66,166,0,0,0
math.distribution.PoissonDistributionImpl,1.3125,3,13,21,4.375,2.0625,14,7,16,16,40,16,4,12,13,89,33,55,30,3,35,3,7,24,3,0.383733165,0.75,12,12,24,9,129,24,88,58,35,15,10,1
math.geometry.euclidean.twod.PolygonsSet,3.666666667,13,6,33,18.77777778,14,4,1,8,9,40,9,3,6,13,245,126,172,96,2,42,2,8,31,2,0.207947531,9,15,81,139,78,369,108,143,88,245,0,0,0
math.geometry.euclidean.threed.PolyhedronsSet,2,9,8,22,9.090909091,5.272727273,3,0,11,11,42,11,3,8,19,209,58,134,65,2,44,2,10,31,2,0.212436869,5.727272727,18,63,102,51,232,77,120,80,209,0,0,0
math.optimization.fitting.PolynomialFitter,1,1,2,2,3.5,1.5,3,1,2,2,21,2,0,2,2,10,3,7,3,2,24,2,2,19,2,0.148148148,1,3,2,5,2,5,0,26,26,0,4,28,0
math.analysis.polynomials.PolynomialFunction,2.75,10,6,44,10.6875,6.8125,2,2,13,16,24,16,3,13,10,192,109,146,93,1,23,1,13,8,1,0.245670996,0.8125,12,13,32,13,35,32,34,29,31,61,4,0
math.analysis.polynomials.PolynomialFunctionLagrangeForm,2.7,8,4,27,12.3,8.6,4,4,7,10,21,10,2,8,12,129,86,118,73,1,23,1,10,11,1,0.151515152,0.6,8,6,15,4,51,15,31,25,14,14,19,0
math.analysis.polynomials.PolynomialFunctionNewtonForm,1.777777778,4,5,16,7.333333333,4.555555556,4,4,7,9,20,9,2,7,8,72,41,61,37,1,22,1,9,11,1,0.15,0.333333333,4,3,6,2,5,6,26,22,0,13,4,0
math.analysis.polynomials.PolynomialSplineFunction,2,4,4,14,7.857142857,4.857142857,3,3,7,7,18,7,0,7,3,60,34,45,29,1,20,1,7,11,1,0.145833333,1.142857143,8,8,18,7,16,18,40,25,5,9,16,0
math.analysis.polynomials.PolynomialsUtils,1.571428571,3,5,11,12.14285714,8.285714286,4,4,1,7,18,7,3,4,11,112,58,77,43,1,20,1,7,11,1,0.145833333,2.285714286,5,16,30,15,175,30,35,24,0,1,0,0
math.analysis.function.Pow,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,3,1,123,3,15,13,5,0,0,0
math.optimization.direct.PowellOptimizer,6.333333333,14,0,19,35.33333333,27.33333333,9,4,3,3,24,3,2,1,5,139,82,113,56,2,26,2,2,21,2,0.163299663,7.666666667,11,23,44,21,82,35,63,44,139,0,0,0
math.analysis.function.Power,1,1,2,2,3,1,1,1,2,2,13,2,0,2,2,9,2,6,2,1,15,1,2,11,1,0.111111111,0.5,1,1,3,1,123,3,16,14,9,0,0,0
math.stat.descriptive.summary.Product,1.363636364,3,9,15,5.272727273,2.727272727,4,3,10,11,36,11,0,11,13,68,30,49,29,3,36,3,7,25,3,0.348060345,0.636363636,5,7,21,7,192,7,64,50,4,7,4,0
math.fraction.ProperBigFractionFormat,2.857142857,11,4,20,13.57142857,9.428571429,6,2,7,7,43,7,0,7,10,101,66,73,52,4,46,4,5,36,4,0.406432749,2.428571429,6,17,43,17,140,10,57,53,0,1,1,0
math.fraction.ProperFractionFormat,2.428571429,9,4,17,12.85714286,9,6,2,7,7,42,7,0,7,10,96,63,69,46,4,45,4,5,35,4,0.406906907,2.428571429,9,17,36,17,121,13,66,54,0,1,1,0
math.linear.QRDecompositionImpl,4.5,8,1,27,16.16666667,10.83333333,6,6,6,6,17,6,0,6,1,235,65,236,131,1,19,1,6,11,1,0.142857143,4,6,24,34,12,25,34,32,21,2,18,8,0
math.random.RandomAdaptor,1.214285714,2,11,17,3.285714286,1.214285714,2,2,13,14,25,14,1,13,7,60,17,34,17,2,28,2,14,11,2,0.207407407,0.785714286,2,11,0,0,0,0,25,25,0,2,0,0
math.random.RandomDataImpl,2.666666667,16,14,96,11.08333333,7.5,8,8,36,36,47,36,4,32,52,417,270,315,184,1,49,1,36,11,1,0.162162162,1.75,27,63,131,46,475,131,88,67,120,35,17,0
math.genetics.RandomKey,2.25,5,5,27,8.583333333,5.333333333,4,2,6,12,32,12,4,8,15,110,64,89,51,3,34,3,10,20,3,0.590909091,1,11,12,14,11,26,4,38,35,4,4,0,0
math.genetics.RandomKeyMutation,2,2,0,2,13,10,0,0,1,1,12,1,0,1,1,15,10,10,4,1,14,1,1,11,1,0.083333333,8,10,8,8,5,14,8,16,16,0,1,0,0
math.linear.RealLinearOperator,1.5,3,3,6,3.5,1.75,0,0,4,4,15,4,0,4,2,16,7,11,5,1,23,1,4,11,1,0.133333333,1,3,4,7,3,10,7,25,18,16,0,0,0
math.optimization.RealPointValuePair,1.8,3,2,9,4,1.8,3,3,5,5,16,5,0,5,5,25,9,16,7,1,18,1,5,11,1,0.138888889,0,0,0,0,0,0,0,16,16,2,6,0,0
math.linear.RealVectorFormat,1.733333333,9,12,26,7,4.066666667,10,10,12,15,26,15,0,15,16,117,61,87,52,1,28,1,15,11,1,0.15625,1.066666667,8,16,44,14,84,44,42,34,2,22,15,0
math.linear.RectangularCholeskyDecompositionImpl,5.333333333,14,2,16,23.33333333,16.66666667,2,2,3,3,14,3,0,3,2,74,50,70,40,1,16,1,3,11,1,0.125,2.333333333,5,7,11,4,12,11,29,17,74,0,0,0
math.geometry.partitioning.RegionFactory,2,6,6,16,8.125,4.625,1,1,8,8,19,8,1,7,11,130,37,81,46,1,21,1,8,11,1,0.148148148,5.875,12,47,52,28,259,52,40,32,130,0,0,0
math.stat.regression.RegressionResults,2.352941176,6,9,40,9.352941176,5.764705882,14,14,17,17,28,17,2,15,16,176,98,119,82,1,30,1,17,11,1,0.157407407,0.294117647,6,5,10,5,10,10,32,30,176,0,0,0
math.analysis.solvers.RegulaFalsiSolver,1,1,4,4,3.75,1,13,0,4,4,47,4,0,4,6,17,4,9,4,4,52,4,4,43,4,0.213333333,1.25,0,5,15,4,16,0,76,64,17,0,0,0
math.optimization.linear.Relationship,1.4,3,4,7,3.2,1.8,6,4,5,5,21,5,1,4,2,23,9,11,6,2,23,2,4,16,2,0.197385621,0,2,0,0,0,0,0,21,21,0,1,0,0
math.util.ResizableDoubleArray,1.692307692,5,25,66,8.128205128,5.179487179,10,10,38,39,48,39,6,33,34,331,202,218,156,1,48,1,37,9,1,0.222886762,0.743589744,8,29,46,17,115,46,59,53,25,18,8,0
math.analysis.solvers.RiddersSolver,3.25,10,3,13,17.5,13,11,1,4,4,40,4,1,3,3,74,52,54,31,3,43,3,3,36,3,0.196509009,6,4,24,46,24,83,25,70,58,7,25,29,0
math.analysis.function.Rint,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,14,2,14,13,5,0,0,0
math.analysis.integration.RombergIntegrator,2.666666667,5,1,8,15,11,8,0,3,3,30,3,1,2,3,48,33,39,22,2,32,2,2,27,2,0.16005291,7.333333333,9,22,32,13,76,22,41,37,0,6,10,0
math.geometry.euclidean.threed.Rotation,3,24,12,63,22.14285714,18.42857143,6,6,20,21,32,21,1,20,28,473,387,338,184,1,34,1,21,11,1,0.159090909,12.52380952,7,263,367,222,3265,367,73,59,473,0,0,1
math.geometry.euclidean.threed.RotationOrder,1,1,5,5,3.8,1.6,16,16,5,5,15,5,1,4,4,50,8,30,8,1,16,1,4,10,1,0.163636364,0,3,0,0,0,0,0,15,15,50,0,0,0
math.ode.nonstiff.RungeKuttaIntegrator,7.5,14,1,15,38.5,28.5,16,5,2,2,34,2,1,1,11,84,57,77,51,2,42,2,2,32,2,0.148148148,19,10,38,43,15,150,15,90,61,0,30,19,0
math.ode.nonstiff.RungeKuttaStepInterpolator,3.4,7,2,17,11.4,7.4,14,2,5,5,40,5,1,4,7,64,37,52,33,2,49,2,3,35,2,0.184684685,2.8,3,14,13,6,100,0,44,41,0,0,0,0
math.distribution.SaddlePointExpansion,0,0,0,0,0,0,1,1,0,0,11,0,0,0,0,3,0,2,0,1,13,1,0,11,1,0,0,2,0,0,0,0,0,11,11,0,8,0,0
math.analysis.solvers.SecantSolver,2.5,7,3,10,10.75,7,11,1,4,4,40,4,1,3,3,47,28,34,19,3,43,3,3,36,3,0.196509009,4,2,16,30,16,48,9,68,56,2,35,38,0
math.stat.descriptive.moment.SecondMoment,1.142857143,2,6,8,4.857142857,2.571428571,8,2,6,7,38,7,0,7,4,42,18,28,17,4,42,4,4,31,4,0.353856209,1.714285714,4,12,13,7,40,4,64,53,3,1,0,0
math.geometry.euclidean.twod.Segment,1,1,4,4,3.5,1.5,3,3,4,4,15,4,0,4,3,19,6,14,6,1,18,1,4,11,1,0.133333333,0,2,0,0,0,0,0,15,15,19,0,0,0
math.stat.descriptive.moment.SemiVariance,1.352941176,6,15,23,5.058823529,2.588235294,6,5,16,17,38,17,0,17,26,107,44,72,38,2,39,2,15,21,2,0.403985507,0.647058824,8,11,23,11,46,16,64,49,6,2,2,0
math.geometry.partitioning.Side,1,1,2,2,0,0,6,4,2,2,19,2,0,2,1,6,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,6,0,0,0
math.analysis.function.Sigmoid,1,1,5,5,5.6,2.6,2,2,4,5,16,5,1,4,6,51,13,33,17,1,18,1,5,11,1,0.138888889,0.2,1,1,2,1,2,2,18,17,51,0,0,0
math.analysis.function.Signum,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,2,2,13,13,5,0,0,0
math.optimization.SimpleRealPointChecker,1.666666667,3,2,5,6.666666667,3.333333333,4,0,3,3,19,3,0,3,5,24,10,15,6,2,22,2,3,16,2,0.166666667,3,3,9,16,9,32,11,22,22,2,10,7,0
math.stat.regression.SimpleRegression,1.5,3,16,39,5.692307692,3.153846154,10,10,26,26,37,26,2,24,11,160,82,118,71,1,39,1,26,11,1,0.160493827,0.461538462,9,12,24,10,35,24,49,42,0,13,8,0
math.optimization.SimpleScalarValueChecker,1,1,3,3,5,2.333333333,4,0,3,3,19,3,0,3,5,19,7,10,2,2,22,2,3,16,2,0.166666667,3,3,9,16,9,32,11,22,22,2,10,7,0
math.optimization.SimpleVectorialPointChecker,1.666666667,3,2,5,7.333333333,4,4,0,3,3,19,3,0,3,5,26,12,17,6,2,22,2,3,16,2,0.166666667,1.666666667,3,5,7,5,11,2,20,20,1,9,7,0
math.optimization.SimpleVectorialValueChecker,1.666666667,3,2,5,7.333333333,4,4,0,3,3,19,3,0,3,5,26,12,17,6,2,22,2,3,16,2,0.166666667,3,3,9,16,9,32,11,22,22,1,10,7,0
math.optimization.direct.SimplexOptimizer,2.25,6,3,9,12.5,7.75,6,1,4,4,25,4,1,3,3,56,31,38,19,2,27,2,3,21,2,0.181818182,4.25,9,17,26,15,64,19,59,42,56,0,0,0
math.optimization.linear.SimplexSolver,3.571428571,10,2,25,13.14285714,8.571428571,11,4,7,7,24,7,4,3,7,99,60,79,46,2,26,2,6,17,2,0.208994709,5.285714286,9,37,74,33,203,73,109,46,7,10,0,0
math.optimization.linear.SimplexTableau,2.5,12,18,80,9.0625,5.59375,13,13,31,32,41,32,26,6,32,307,179,223,133,1,41,1,30,9,1,0.221896383,2.59375,19,83,117,51,214,117,95,63,16,11,5,1
math.analysis.integration.SimpsonIntegrator,2.666666667,5,1,8,13.66666667,9.333333333,8,0,3,3,30,3,1,2,3,44,28,32,19,2,32,2,2,27,2,0.16005291,8.666666667,9,26,45,16,116,32,41,37,0,6,10,0
math.analysis.function.Sin,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,69,2,18,13,5,0,0,0
math.analysis.function.Sinc,2,2,0,2,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,2,1,2,4,2,71,4,19,14,5,0,0,0
math.linear.SingularMatrixException,1,1,1,1,3,1,11,1,1,1,40,1,0,1,0,6,1,4,1,6,47,6,1,39,6,0.142857143,1,1,1,3,1,2,0,46,43,0,3,0,0
math.linear.SingularValueDecompositionImpl,8.916666667,89,6,107,34.83333333,24.58333333,11,11,12,12,23,12,0,12,2,471,295,421,290,1,25,1,12,11,1,0.153846154,4.416666667,9,53,101,38,328,101,67,34,327,60,35,1
math.analysis.function.Sinh,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,74,2,16,13,5,0,0,0
math.stat.descriptive.moment.Skewness,1.7,4,6,17,7.5,4.6,4,3,9,10,35,10,0,10,8,85,46,62,33,3,35,3,6,25,3,0.343596059,2,9,20,29,16,64,22,80,57,4,3,0,0
math.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolator,4,13,3,16,15.25,9.5,2,2,4,4,15,4,0,4,6,67,38,63,39,2,17,2,3,11,2,0.194444444,5,9,20,45,20,139,41,59,26,67,0,0,0
math.linear.SparseFieldMatrix,1.384615385,3,9,18,6.230769231,3.769230769,4,3,13,13,83,13,1,12,21,94,49,67,44,2,78,2,5,70,2,0.219373219,3.230769231,4,42,65,31,283,29,128,105,0,6,6,0
math.linear.SparseFieldVector,1.888888889,11,23,102,7.5,4.62962963,4,4,54,54,63,54,5,49,54,414,250,320,199,1,63,1,52,9,1,0.224128073,3.203703704,11,173,172,119,1058,172,113,78,2,35,14,0
math.stat.correlation.SpearmansCorrelation,1.333333333,3,7,12,5.111111111,2.777777778,3,3,9,9,20,9,1,8,8,51,25,36,21,1,22,1,9,11,1,0.15,2.222222222,9,20,20,11,74,20,60,28,6,1,5,0
math.analysis.interpolation.SplineInterpolator,7,7,0,7,46,38,0,0,1,1,12,1,0,1,2,48,38,46,30,1,14,1,1,11,1,0.083333333,5,6,5,15,5,40,15,29,17,0,4,7,0
math.analysis.function.Sqrt,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,2,2,13,13,5,0,0,0
math.stat.descriptive.moment.StandardDeviation,1,1,17,17,3.411764706,1.294117647,3,2,16,17,41,17,0,17,19,69,22,42,21,3,40,3,12,24,3,0.421573828,1.411764706,6,24,48,24,118,45,95,69,4,6,0,0
math.stat.StatUtils,1.296296296,4,24,35,4.777777778,2,10,10,1,27,38,27,1,26,56,141,54,100,48,1,40,1,27,11,1,0.160714286,1.148148148,17,31,45,16,131,45,100,53,16,12,2,0
math.stat.descriptive.StatisticalSummaryValues,1.181818182,3,10,13,6.272727273,4,7,7,11,11,19,11,0,11,7,82,44,57,34,1,18,1,8,8,1,0.239057239,1.181818182,5,13,32,13,26,32,27,23,15,7,0,0
math.analysis.function.StepFunction,3.5,4,0,7,14.5,10,2,2,2,2,13,2,0,2,3,33,20,22,15,1,15,1,2,11,1,0.111111111,3,4,6,11,6,12,11,30,18,33,0,0,0
math.ode.sampling.StepNormalizer,2,8,6,18,9.444444444,6,9,9,9,9,20,9,3,6,19,96,54,64,42,1,22,1,9,11,1,0.15,2.777777778,9,25,10,5,33,10,26,25,53,11,8,0
math.ode.sampling.StepNormalizerBounds,1,1,5,5,2,0.8,8,6,5,5,22,5,1,4,3,18,4,10,4,2,25,2,5,17,2,0.185185185,0,1,0,0,0,0,0,22,22,18,0,0,0
math.ode.sampling.StepNormalizerMode,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,4,0,0,0
math.geometry.euclidean.twod.SubLine,2.222222222,5,5,20,8.888888889,6.222222222,2,0,8,9,28,9,2,7,13,82,56,56,17,2,28,2,6,19,2,0.235930736,7.666666667,16,69,114,60,349,93,104,55,82,0,0,0
math.geometry.euclidean.oned.SubOrientedPoint,1.6,3,3,8,4.2,1.8,2,0,5,5,23,5,1,4,6,23,9,13,5,2,22,2,1,18,2,0.255050505,2.4,6,12,13,7,17,8,47,29,23,0,0,0
math.geometry.euclidean.threed.SubPlane,3.25,6,2,13,15.5,11.25,2,0,4,4,23,4,1,3,6,64,45,41,14,2,23,2,1,19,2,0.156565657,13.25,14,53,81,42,174,72,84,43,64,0,0,0
