relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,ADD,MOD,DEL,bug
math.filter.DefaultMeasurementModel,1,1,4,4,3.5,1.25,2,2,4,4,15,4,0,4,4,18,5,12,5,1,17,1,4,11,1,0.133333333,0.5,5,2,4,2,4,4,34,16,0,4,2,0
math.filter.DefaultProcessModel,1,1,8,8,5.75,2.25,5,5,8,8,19,8,0,8,13,53,18,26,12,1,21,1,8,11,1,0.148148148,1,7,8,16,8,16,16,39,21,5,7,0,0
math.linear.DefaultRealMatrixChangingVisitor,1,1,3,3,3,0.666666667,0,0,3,3,14,3,0,3,9,11,2,6,2,1,16,1,3,11,1,0.125,0,0,0,0,0,0,0,14,14,0,0,0,0
math.linear.DefaultRealMatrixPreservingVisitor,1,1,3,3,2.333333333,0.333333333,0,0,3,3,14,3,0,3,9,9,1,5,1,1,16,1,3,11,1,0.125,0,0,0,0,0,0,0,14,14,0,0,0,0
math.util.DefaultTransformer,2.333333333,4,1,7,8,4.333333333,1,1,3,3,12,3,0,3,3,29,13,16,11,1,12,1,1,9,1,0.143939394,1,7,3,6,2,5,6,17,14,1,3,3,0
math.analysis.differentiation.DerivativeStructure,1.23880597,5,55,83,5.865671642,3.28358209,3,3,65,67,78,67,3,64,56,412,220,296,164,1,80,1,67,11,1,0.164215686,1.23880597,8,83,291,81,988,291,190,128,412,0,0,0
math.stat.descriptive.DescriptiveStatistics,1.36,5,42,68,5.04,2.68,15,15,49,50,61,50,0,50,29,270,134,175,104,1,64,1,50,11,1,0.163398693,0.76,28,38,52,26,106,52,106,79,11,19,0,0
math.dfp.Dfp,5.057142857,33,33,354,21.28571429,15.24285714,26,26,68,70,78,70,18,52,55,1521,1067,1204,947,1,78,1,67,8,1,0.255124777,2.271428571,8,159,110,69,228,110,86,86,10,0,0,1
math.dfp.DfpDec,2.736842105,21,16,52,11.21052632,7.631578947,26,0,19,19,85,19,9,10,25,225,145,157,116,2,78,2,9,66,2,0.543859649,7.421052632,4,141,152,85,1317,19,100,100,0,0,0,0
math.dfp.DfpField,1.425,8,34,57,6.375,3.975,34,34,36,40,51,40,4,36,24,301,159,244,130,1,53,1,40,11,1,0.162601626,2.375,5,95,198,93,5956,198,87,67,3,0,0,0
math.dfp.DfpMath,4.761904762,29,5,100,24.9047619,18.61904762,1,1,1,21,32,21,11,10,26,526,391,422,293,1,34,1,21,11,1,0.159090909,18.23809524,5,383,561,320,8842,561,91,75,0,0,0,0
math.transform.DftNormalization,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,4,0,0,0
math.optimization.DifferentiableMultivariateMultiStartOptimizer,1,1,1,1,5,1,6,0,1,1,18,1,0,1,3,9,1,3,1,2,21,2,1,17,2,0.111111111,1,1,1,4,1,12,0,30,22,9,0,0,0
math.optimization.DifferentiableMultivariateVectorMultiStartOptimizer,1,1,1,1,6,1,6,0,1,1,18,1,0,1,3,10,1,3,1,2,21,2,1,17,2,0.111111111,1,1,1,4,1,12,0,30,22,11,0,0,0
math.exception.DimensionMismatchException,1,1,3,3,4.333333333,1.333333333,14,2,3,3,44,3,0,3,5,17,4,10,4,7,54,7,3,41,7,0.21875,0.333333333,2,1,4,1,3,0,51,48,0,0,0,0
math.analysis.function.Divide,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,0,0,0,0,0,0,0,12,12,0,1,0,0
math.analysis.interpolation.DividedDifferenceInterpolator,2,3,1,4,14,8,1,1,1,2,13,2,1,1,4,32,16,24,12,1,15,1,2,11,1,0.111111111,1.5,6,3,11,3,27,11,29,15,6,3,0,0
math.ode.nonstiff.DormandPrince54Integrator,1.5,3,3,6,8,4.25,37,10,4,4,56,4,1,3,12,57,17,28,7,4,59,4,2,52,4,0.190123457,3.75,4,15,33,8,57,11,148,106,0,0,0,0
math.ode.nonstiff.DormandPrince54StepInterpolator,2.166666667,7,4,13,14,10.16666667,38,17,6,6,44,6,2,4,10,108,61,87,49,3,44,3,2,38,3,0.198412698,4.166666667,3,25,12,4,30,0,64,52,10,8,1,0
math.ode.nonstiff.DormandPrince853Integrator,1.75,4,3,7,11.5,7.5,47,20,4,4,56,4,1,3,12,125,30,45,10,4,59,4,2,52,4,0.190123457,4,4,16,35,9,55,13,148,106,0,0,0,0
math.ode.nonstiff.DormandPrince853StepInterpolator,3.666666667,9,3,33,21.22222222,16.11111111,67,46,9,9,45,9,3,6,13,272,145,195,96,3,43,3,3,36,3,0.235119048,9.333333333,7,84,32,13,103,13,71,56,18,51,1,0
math.transform.DstNormalization,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,4,0,0,0
math.exception.util.DummyLocalizable,1,1,4,4,3,1,2,2,4,4,14,4,0,4,2,17,4,11,4,1,15,1,3,10,1,0.15530303,0,2,0,0,0,0,0,14,14,0,0,0,0
math.ode.sampling.DummyStepHandler,1,1,5,5,2.4,0.4,0,0,4,5,16,5,2,3,5,17,2,10,2,1,18,1,5,11,1,0.138888889,0.4,2,2,0,0,0,0,16,16,0,1,0,0
math.linear.EigenDecomposition,4.904761905,33,9,103,21.28571429,15.14285714,12,12,21,21,32,21,5,16,19,553,318,489,318,1,34,1,21,11,1,0.159090909,5,17,105,182,84,284,182,114,60,541,11,0,0
math.genetics.ElitisticListPopulation,1.4,2,3,7,6.2,3,3,1,5,5,28,5,0,5,6,34,15,24,13,2,31,2,5,23,2,0.185185185,1.4,6,7,14,6,40,7,44,35,4,10,0,1
math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,2.909090909,22,10,32,14.45454545,9.727272727,27,9,11,11,54,11,3,8,29,174,107,136,87,3,60,3,10,43,3,0.234848485,6.454545455,11,71,100,35,568,48,142,101,13,15,8,0
math.random.EmpiricalDistribution,1.684210526,6,13,32,7.842105263,4.947368421,12,12,19,19,30,19,2,17,16,221,94,167,96,1,32,1,19,11,1,0.158333333,2.052631579,16,39,60,35,109,60,75,51,210,10,0,0
math.ode.EquationsMapper,1.4,2,3,7,4.8,2,3,3,5,5,16,5,0,5,6,29,10,19,10,1,18,1,5,11,1,0.138888889,0.4,2,2,6,2,4,6,23,17,29,0,0,0
math.special.Erf,3.5,5,1,14,7,4.5,1,1,1,4,15,4,1,3,4,31,18,17,9,1,17,1,4,11,1,0.133333333,1,2,4,14,4,59,14,47,18,14,2,3,0
math.geometry.euclidean.oned.Euclidean1D,1,1,5,5,2.8,0.8,1,1,4,5,16,5,2,3,0,20,4,13,4,1,18,1,5,11,1,0.138888889,0.8,3,4,3,1,3,3,20,17,0,0,0,0
math.geometry.euclidean.twod.Euclidean2D,1,1,5,5,2.8,0.8,1,1,4,5,16,5,2,3,0,20,4,13,4,1,18,1,5,11,1,0.138888889,0.6,2,3,1,1,2,1,17,17,0,0,0,0
math.geometry.euclidean.threed.Euclidean3D,1,1,5,5,2.8,0.8,1,1,4,5,16,5,2,3,0,20,4,13,4,1,18,1,5,11,1,0.138888889,0.6,2,3,1,1,2,1,17,17,0,0,0,0
math.stat.clustering.EuclideanDoublePoint,1.571428571,4,5,11,4.714285714,2.142857143,2,2,7,7,15,7,0,7,4,40,15,30,16,1,14,1,4,8,1,0.224242424,0.142857143,3,1,3,1,9,3,17,16,40,0,0,0
math.stat.clustering.EuclideanIntegerPoint,1.571428571,4,5,11,4.714285714,2.142857143,2,2,7,7,15,7,0,7,4,40,15,30,16,1,14,1,4,8,1,0.224242424,0.142857143,3,1,3,1,9,3,17,16,0,4,22,0
math.ode.nonstiff.EulerIntegrator,1,1,1,1,3,1,18,3,1,1,36,1,0,1,1,12,1,6,1,3,40,3,1,35,3,0.125,2,1,2,8,2,8,1,120,80,0,0,0,0
math.ode.nonstiff.EulerStepInterpolator,1.75,4,3,7,5.5,2.5,22,1,4,4,44,4,2,2,3,28,10,19,11,3,46,3,2,40,3,0.182539683,4.25,2,17,2,1,15,0,62,50,6,7,0,0
math.ode.events.EventState,2.545454545,12,6,28,13.81818182,9.909090909,14,14,11,11,22,11,0,11,12,178,109,124,75,1,24,1,11,11,1,0.152777778,4.636363636,17,51,46,16,147,46,40,29,1,41,7,0
math.exception.util.ExceptionContext,1.555555556,4,13,28,7.222222222,4,5,5,18,18,29,18,8,10,18,137,72,106,56,1,31,1,18,11,1,0.157894737,0.111111111,7,2,2,1,16,2,30,30,12,3,0,0
math.analysis.function.Exp,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,14,5,22,17,7,1,0,0
math.ode.ExpandableStatefulODE,1.529411765,3,9,26,6.117647059,3.352941176,6,6,17,17,28,17,0,17,12,125,57,95,53,1,30,1,17,11,1,0.157407407,2.058823529,8,35,44,18,73,44,41,35,125,0,0,0
math.analysis.function.Expm1,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,14,5,24,17,7,1,0,0
math.distribution.ExponentialDistribution,1.5625,5,11,25,5.875,3.125,14,9,16,16,34,16,1,15,9,116,50,80,46,2,34,2,13,18,2,0.587301587,0.8125,10,13,16,7,14,14,70,42,113,2,0,0
math.distribution.FDistribution,1.375,3,11,22,6.5,3.5,12,7,16,16,36,16,2,14,11,114,56,70,33,2,38,2,15,20,2,0.557539683,0.6875,8,11,26,11,22,24,92,48,110,3,0,1
math.transform.FastCosineTransformer,2.75,5,2,11,16.25,11,2,2,4,4,15,4,1,3,9,69,44,54,32,1,17,1,4,11,1,0.133333333,5.75,13,23,33,15,139,33,54,26,7,37,19,0
math.transform.FastFourierTransformer,3.888888889,13,4,35,24.11111111,18.77777778,4,4,6,9,20,9,3,6,24,363,169,270,155,1,22,1,9,11,1,0.15,2.666666667,17,24,39,18,151,39,50,35,54,182,115,0
math.transform.FastHadamardTransformer,2.8,5,2,14,12.8,8.6,1,1,5,5,16,5,2,3,10,67,43,58,31,1,18,1,5,11,1,0.138888889,1.8,8,9,18,6,34,18,28,20,0,20,9,0
math.util.FastMath,5.097222222,30,20,367,26.47222222,20.81944444,43,43,1,72,83,72,12,60,101,2187,1499,1666,1105,1,85,1,72,11,1,0.164383562,0.541666667,12,39,73,23,198,73,98,89,238,174,349,2
math.util.FastMathCalc,2.705882353,5,4,46,19.47058824,15.64705882,5,5,1,17,28,17,8,9,41,378,266,309,232,1,30,1,17,11,1,0.157407407,0.058823529,4,1,3,1,2,3,35,29,378,0,0,0
math.util.FastMathLiteralArrays,1,1,6,6,2.666666667,0.833333333,5,5,1,6,17,6,1,5,0,6102,5,17,5,1,19,1,6,11,1,0.142857143,0,1,0,0,0,0,0,17,17,6102,0,0,0
math.transform.FastSineTransformer,2.75,6,2,11,14.5,10,2,2,4,4,15,4,1,3,9,62,40,48,29,1,17,1,4,11,1,0.133333333,5,14,20,31,13,102,31,53,25,2,33,18,0
math.linear.FieldLUDecomposition,4.285714286,13,2,30,16.71428571,11.57142857,8,8,7,7,18,7,0,7,1,258,81,254,153,1,20,1,7,11,1,0.145833333,4.285714286,8,30,20,5,16,20,31,21,250,7,0,0
math.analysis.differentiation.FiniteDifferencesDifferentiator,1.714285714,4,5,12,17.85714286,12,3,3,7,7,18,7,1,6,7,132,84,113,63,1,20,1,7,11,1,0.145833333,1.571428571,11,11,23,9,28,23,40,26,132,0,0,0
math.stat.descriptive.moment.FirstMoment,1.125,2,7,9,5.875,3.625,6,5,7,8,34,8,0,8,4,59,29,43,27,3,38,3,5,26,3,0.242816092,0.5,4,4,7,4,14,4,59,47,0,2,0,0
math.ode.FirstOrderConverter,1,1,3,3,5.666666667,3.666666667,5,5,3,3,14,3,0,3,4,24,11,20,11,1,16,1,3,11,1,0.125,0.666666667,2,2,0,0,0,0,14,14,0,1,1,0
math.genetics.FixedElapsedTime,1.666666667,2,1,5,5,2.333333333,2,2,3,3,14,3,0,3,4,19,7,13,7,1,16,1,3,11,1,0.125,0.333333333,3,1,4,1,2,4,21,15,19,0,0,0
math.genetics.FixedGenerationCount,1.666666667,2,1,5,5.333333333,2.666666667,2,2,3,3,14,3,0,3,2,20,8,14,8,1,16,1,3,11,1,0.125,0.333333333,2,1,4,1,2,4,21,15,0,3,0,0
math.analysis.function.Floor,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,16,2,13,13,0,1,0,0
math.stat.descriptive.moment.FourthMoment,1.142857143,2,6,8,5.857142857,3.571428571,13,2,6,7,46,7,0,7,4,49,25,34,20,6,50,6,4,39,6,0.363492063,2.571428571,4,18,12,7,37,4,77,61,0,3,0,0
math.fraction.Fraction,2.225806452,10,20,69,8.677419355,5.483870968,18,17,30,31,41,31,2,29,27,297,170,198,117,2,37,2,24,10,2,0.350588235,1.35483871,10,42,98,35,427,98,62,53,3,16,0,2
math.fraction.FractionConversionException,1,1,2,2,3,1,12,1,2,2,45,2,0,2,5,9,2,6,2,7,53,7,2,43,7,0.194444444,2,1,4,6,2,4,0,52,49,0,0,0,0
math.fraction.FractionField,1,1,6,6,2.833333333,0.833333333,1,1,5,6,17,6,2,4,0,23,5,15,5,1,19,1,6,11,1,0.142857143,0.666666667,3,4,0,0,0,0,17,17,3,0,0,0
math.fraction.FractionFormat,1.5,5,11,21,6.357142857,3.714285714,4,1,7,14,37,14,1,13,15,95,52,63,39,3,41,3,13,23,3,0.579365079,1.5,11,21,43,20,111,19,64,46,1,5,10,0
math.stat.Frequency,1.818181818,10,22,60,6.363636364,3.606060606,2,2,33,33,41,33,0,33,29,226,119,153,91,1,40,1,30,8,1,0.252199413,0.060606061,15,2,3,1,3,3,45,42,18,8,1,0
math.analysis.FunctionUtils,1.136363636,4,21,25,19.22727273,13.04545455,0,0,1,22,33,22,1,21,31,432,287,343,193,1,35,1,22,11,1,0.15942029,0.181818182,15,4,7,2,4,7,42,35,354,22,0,0
math.stat.regression.GLSMultipleLinearRegression,1.166666667,2,5,7,5.666666667,3.5,5,2,6,6,35,6,5,1,4,41,21,30,13,2,35,2,3,29,2,0.309027778,5.833333333,7,35,31,20,103,13,103,55,0,8,0,0
math.stat.inference.GTest,3.2,7,3,32,15.3,9.1,0,0,10,10,21,10,2,8,22,155,91,110,67,1,23,1,10,11,1,0.151515152,2.4,11,24,52,21,74,52,81,31,155,0,0,0
math.special.Gamma,3.928571429,7,3,55,21.21428571,15.64285714,50,50,1,14,25,14,1,13,23,365,219,276,160,1,27,1,14,11,1,0.155555556,2.357142857,8,33,81,31,357,81,65,38,238,7,0,0
math.distribution.GammaDistribution,1.777777778,10,14,32,7.444444444,4.333333333,15,10,18,18,37,18,1,17,11,150,78,100,52,2,38,2,16,19,2,0.574229692,2.277777778,9,41,52,23,544,50,95,52,146,3,0,0
math.analysis.integration.gauss.GaussIntegrator,1.5,2,2,6,7.75,4.5,2,2,4,4,15,4,0,4,4,35,18,26,12,1,17,1,4,11,1,0.133333333,1.5,6,6,10,4,57,10,28,19,35,0,0,0
math.analysis.integration.gauss.GaussIntegratorFactory,1.166666667,2,5,7,5.833333333,2.5,2,2,4,6,17,6,2,4,13,39,15,24,10,1,19,1,6,11,1,0.142857143,1.333333333,5,8,15,8,23,15,38,22,39,0,0,0
math.optimization.general.GaussNewtonOptimizer,3.4,13,4,17,15.6,11,19,1,5,5,54,5,0,5,5,84,55,72,34,3,58,3,5,49,3,0.208333333,5.4,17,27,36,21,98,21,203,91,27,25,1,0
math.analysis.function.Gaussian,2,7,5,14,8.857142857,5,4,4,6,7,18,7,1,6,10,108,35,73,40,1,20,1,7,11,1,0.145833333,1.428571429,7,10,14,8,28,14,39,25,41,15,6,0
math.optimization.fitting.GaussianFitter,1,1,3,3,10.66666667,7,3,0,3,3,23,3,0,3,2,171,21,107,64,2,26,2,3,20,2,0.166666667,1.666666667,4,5,9,5,24,3,54,31,50,48,38,0
math.random.GaussianRandomGenerator,1,1,2,2,3,1,1,1,2,2,13,2,0,2,1,9,2,6,2,1,15,1,2,11,1,0.111111111,0.5,1,1,0,0,0,0,13,13,0,0,0,0
math.genetics.GeneticAlgorithm,1.636363636,5,8,18,6.545454545,3.545454545,7,7,9,11,22,11,0,11,9,81,39,54,31,1,24,1,11,11,1,0.152777778,2.272727273,10,25,19,9,24,19,31,26,3,9,0,0
math.stat.descriptive.moment.GeometricMean,1.153846154,2,11,15,4.538461538,2.076923077,3,2,12,13,38,13,1,12,9,68,27,39,22,3,38,3,9,25,3,0.354310345,1.230769231,9,16,12,7,21,9,67,53,1,6,0,0
math.ode.nonstiff.GillIntegrator,1,1,1,1,3,1,18,3,1,1,36,1,0,1,1,16,1,6,1,3,40,3,1,35,3,0.125,2,2,2,8,2,8,1,120,80,0,0,0,0
math.ode.nonstiff.GillStepInterpolator,1.75,4,3,7,13.25,10.25,24,3,4,4,44,4,2,2,3,61,41,48,11,3,46,3,2,40,3,0.182539683,4.75,2,19,2,1,15,0,62,50,16,30,0,0
math.optimization.GoalType,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,0,0,0,0
math.analysis.differentiation.GradientFunction,2,3,1,4,9.5,6,1,1,2,2,13,2,0,2,2,22,12,20,10,1,15,1,2,11,1,0.111111111,1.5,3,3,7,2,11,7,40,15,22,0,0,0
math.ode.nonstiff.GraggBulirschStoerIntegrator,7.923076923,59,4,103,36.53846154,26.61538462,37,19,13,13,54,13,4,9,45,499,346,388,272,3,55,3,10,41,3,0.25,8.692307692,15,113,199,69,1034,118,145,108,4,24,5,0
math.ode.nonstiff.GraggBulirschStoerStepInterpolator,3.8,8,3,38,18.8,13.3,26,8,10,10,45,10,3,7,17,203,133,174,104,2,44,2,6,35,2,0.224664225,2.9,5,29,18,7,117,4,63,51,2,37,0,0
math.optimization.fitting.HarmonicFitter,1,1,3,3,3,1,3,0,3,3,23,3,0,3,2,132,3,114,54,2,26,2,3,20,2,0.166666667,1.666666667,4,5,9,5,20,3,61,31,11,14,4,1
math.analysis.function.HarmonicOscillator,1.4,3,4,7,6.2,3.2,3,3,4,5,16,5,1,4,7,68,16,46,21,1,18,1,5,11,1,0.138888889,1.6,4,8,12,7,141,12,42,22,20,8,3,0
math.analysis.interpolation.HermiteInterpolator,3,7,2,21,12.85714286,8.285714286,3,3,7,7,18,7,2,5,5,95,58,91,51,1,20,1,7,11,1,0.145833333,2.285714286,10,16,19,10,85,19,45,26,95,0,0,0
math.linear.HessenbergTransformer,5.5,12,1,33,18.5,12.33333333,5,5,6,6,17,6,1,5,1,118,74,121,77,1,19,1,6,11,1,0.142857143,2.166666667,6,13,16,7,22,16,53,22,118,0,0,0
math.ode.nonstiff.HighamHall54Integrator,1.75,4,3,7,8.25,4.25,32,5,4,4,56,4,1,3,12,55,17,27,10,4,59,4,2,52,4,0.190123457,3.75,4,15,33,8,47,11,148,106,0,0,0,0
math.ode.nonstiff.HighamHall54StepInterpolator,1.75,4,3,7,13.5,10.5,22,1,4,4,44,4,2,2,3,60,42,47,12,3,46,3,2,40,3,0.182539683,6.75,1,27,3,2,19,0,62,50,26,12,7,0
math.distribution.HypergeometricDistribution,1.666666667,6,12,30,7.166666667,4.055555556,9,6,18,18,37,18,5,13,21,137,73,90,50,2,40,2,18,19,2,0.210526316,0.777777778,9,14,36,12,28,34,68,48,132,4,0,0
math.random.ISAACRandom,1.769230769,5,9,23,11.30769231,8.538461538,17,16,13,13,34,13,7,6,7,169,111,151,113,2,33,2,9,21,2,0.253333333,0.230769231,3,3,1,1,2,0,57,40,169,0,0,0
math.analysis.function.Identity,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,0.666666667,3,2,2,1,8,2,15,15,7,1,0,0
math.linear.IllConditionedOperatorException,1,1,1,1,3,1,11,1,1,1,40,1,0,1,1,7,1,4,1,6,47,6,1,39,6,0.142857143,2,1,2,3,1,3,0,47,44,7,0,0,0
math.analysis.solvers.IllinoisSolver,1,1,4,4,3.75,1,13,0,4,4,47,4,0,4,6,17,4,9,4,4,52,4,4,43,4,0.213333333,1.25,0,5,15,4,16,0,79,65,0,0,0,0
math.util.Incrementor,1.3,2,7,13,4.4,1.9,3,3,10,10,21,10,0,10,5,52,19,35,17,1,23,1,10,11,1,0.151515152,0.2,2,2,1,1,2,1,27,22,26,2,0,0
math.optimization.InitialGuess,1,1,2,2,3,1,1,1,2,2,13,2,0,2,1,9,2,6,2,1,15,1,2,11,1,0.111111111,0,0,0,0,0,0,0,13,13,9,0,0,0
math.geometry.euclidean.oned.Interval,1.2,3,9,12,3.7,1.6,2,2,10,10,21,10,0,10,4,45,16,28,15,1,23,1,10,11,1,0.151515152,0,1,0,0,0,0,0,21,21,25,4,0,0
math.geometry.euclidean.oned.IntervalsSet,2.727272727,6,6,30,10.45454545,6.818181818,3,0,10,11,42,11,3,8,11,119,75,71,41,2,44,2,10,31,2,0.212436869,7.454545455,10,82,130,75,257,93,97,75,8,13,0,0
math.genetics.InvalidRepresentationException,1,1,1,1,3,1,11,1,1,1,40,1,0,1,2,6,1,4,1,6,47,6,1,39,6,0.142857143,1,1,1,3,1,3,0,47,44,0,1,1,0
math.analysis.function.Inverse,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1,3,3,3,2,12,3,22,16,7,1,0,0
math.util.IterationEvent,1,1,2,2,3.5,1.5,2,2,2,2,13,2,0,2,2,11,3,8,3,2,18,2,2,11,2,0.148148148,0,0,0,0,0,0,0,13,13,11,0,0,0
math.util.IterationManager,1.333333333,2,8,16,4,1.5,2,2,12,12,23,12,0,12,9,52,18,37,18,1,25,1,12,11,1,0.153846154,0.833333333,5,10,9,6,22,9,35,29,52,0,0,0
math.analysis.integration.IterativeLegendreGaussIntegrator,1.6,3,3,8,12,6.6,14,2,5,5,30,5,2,3,12,67,33,39,15,2,32,2,4,25,2,0.190598291,4.6,10,23,36,17,205,26,83,50,67,0,0,0
math.linear.IterativeLinearSolver,1.428571429,4,6,10,6.571428571,3.142857143,1,1,6,7,18,7,1,6,13,51,22,28,18,1,23,1,7,11,1,0.145833333,3.714285714,9,26,41,26,61,41,42,28,51,0,0,0
math.linear.IterativeLinearSolverEvent,1,1,6,6,2,0.5,3,1,6,6,19,6,0,6,2,16,3,11,3,3,24,3,6,13,3,0.214285714,0.333333333,2,2,4,2,5,1,24,20,16,0,0,0
math.random.JDKRandomGenerator,1.5,2,1,3,5.5,3,1,1,2,2,13,2,0,2,2,14,6,11,4,2,16,2,2,11,2,0.148148148,1,0,2,0,0,0,0,13,13,0,0,0,0
math.linear.JacobiPreconditioner,1.666666667,5,5,10,8.5,5.166666667,1,1,5,6,19,6,0,6,4,57,31,38,20,2,19,2,3,13,2,0.229166667,2.5,6,15,30,15,31,25,46,32,57,0,0,0
math.analysis.differentiation.JacobianFunction,2.5,4,1,5,10.5,6.5,1,1,2,2,13,2,0,2,2,24,13,23,12,1,15,1,2,11,1,0.111111111,1.5,3,3,7,2,11,7,40,15,24,0,0,0
math.ode.JacobianMatrices,2.545454545,4,3,28,10.36363636,6.272727273,10,10,11,11,22,11,1,10,18,223,69,181,107,1,24,1,11,11,1,0.152777778,1.727272727,14,19,35,17,66,35,43,33,223,0,0,0
math.stat.clustering.KMeansPlusPlusClusterer,5.6,17,2,56,23,16,2,2,7,10,21,10,6,4,21,243,160,194,111,1,23,1,10,11,1,0.151515152,4.6,11,46,50,32,98,50,44,31,1,5,0,0
math.filter.KalmanFilter,1.916666667,9,9,23,10.33333333,7.083333333,9,9,12,12,23,12,0,12,6,135,85,82,52,1,25,1,12,11,1,0.153846154,8.25,16,99,71,34,120,71,77,39,3,9,1,0
math.distribution.KolmogorovSmirnovDistribution,4.428571429,14,2,31,15.71428571,10.57142857,2,2,7,7,18,7,3,4,10,114,74,105,63,1,20,1,7,11,1,0.145833333,4,14,28,34,12,66,34,50,27,111,2,0,0
math.stat.descriptive.moment.Kurtosis,1.6,3,6,16,7.5,4.5,4,3,9,10,35,10,0,10,8,85,45,57,30,3,35,3,6,25,3,0.343596059,2.7,10,27,36,19,431,25,86,58,1,3,6,0
math.linear.LUDecomposition,3.875,13,3,31,15.125,10.375,8,8,8,8,19,8,0,8,3,217,83,216,127,1,21,1,8,11,1,0.148148148,2.125,8,17,22,8,18,22,37,23,209,7,0,0
math.analysis.solvers.LaguerreSolver,2,6,6,16,11.125,6.25,13,2,8,8,46,8,0,8,14,191,50,128,69,3,49,3,7,38,3,0.227297009,4.25,14,34,88,34,296,52,96,70,36,34,12,0
math.optimization.LeastSquaresConverter,3.25,8,1,13,13,8.25,4,4,4,4,15,4,0,4,9,58,33,47,31,1,17,1,4,11,1,0.133333333,2,4,8,9,3,6,9,22,16,0,6,0,0
math.analysis.integration.LegendreGaussIntegrator,2.6,5,2,13,15,9.6,22,10,5,5,30,5,2,3,12,124,48,58,30,2,32,2,4,25,2,0.190598291,5,9,25,37,18,202,23,64,49,16,22,3,0
math.analysis.integration.gauss.LegendreHighPrecisionRuleFactory,5,13,2,15,38.33333333,33,6,4,3,3,17,3,1,2,2,122,99,112,63,2,19,2,2,14,2,0.17037037,1.666666667,4,5,12,5,17,10,31,24,122,0,0,0
math.analysis.integration.gauss.LegendreRuleFactory,13,13,0,13,77,64,2,0,1,1,15,1,1,0,1,80,64,71,40,2,17,2,0,14,2,0.022222222,5,6,5,12,5,17,10,29,22,80,0,0,0
math.optimization.general.LevenbergMarquardtOptimizer,10,36,5,100,48.9,37,33,15,10,10,58,10,5,5,27,507,370,488,304,3,61,3,9,48,3,0.231802721,6.4,9,64,123,53,312,93,202,94,41,88,6,0
math.geometry.euclidean.threed.Line,1.235294118,2,13,21,4.470588235,2.294117647,2,2,17,17,28,17,0,17,15,80,39,59,25,1,30,1,17,11,1,0.157407407,2,9,34,72,30,99,72,58,43,3,4,1,0
math.geometry.euclidean.twod.Line,1.185185185,2,22,32,4.703703704,2.555555556,4,4,26,27,38,27,1,26,28,187,69,137,68,1,40,1,27,11,1,0.160714286,2.037037037,11,55,76,44,533,76,74,52,3,4,1,0
math.optimization.linear.LinearConstraint,1.272727273,3,9,14,5.818181818,2.818181818,4,4,11,11,20,11,2,9,19,72,31,45,26,1,20,1,9,9,1,0.210606061,0.636363636,8,7,19,7,56,19,52,27,0,0,0,0
math.analysis.interpolation.LinearInterpolator,5,5,0,5,26,17,0,0,1,1,12,1,0,1,2,28,17,22,14,1,14,1,1,11,1,0.083333333,5,7,5,15,5,40,15,32,17,3,4,0,0
math.optimization.linear.LinearObjectiveFunction,1.2,3,9,12,4.2,1.8,3,3,10,10,19,10,2,8,9,49,18,32,17,1,19,1,8,9,1,0.208754209,0.8,6,8,21,8,66,21,41,26,0,1,0,0
math.genetics.ListPopulation,1.846153846,4,7,24,6.230769231,3.230769231,2,2,13,13,23,13,1,12,7,87,42,55,37,1,25,1,12,10,1,0.184149184,1.230769231,9,16,34,10,28,34,36,28,35,11,4,1
math.exception.util.LocalizedFormats,1.4,3,4,7,3.6,1.8,240,238,5,5,22,5,1,4,4,259,9,13,6,2,25,2,5,17,2,0.185185185,0,3,0,0,0,0,0,22,22,21,6,8,1
