relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,ADD,MOD,DEL,bug
math.analysis.function.Tan,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,66,5,29,17,7,1,0,0
math.analysis.function.Tanh,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,85,5,23,17,7,1,0,0
math.optimization.Target,1,1,2,2,3,1,1,1,2,2,13,2,0,2,1,9,2,6,2,1,15,1,2,11,1,0.111111111,0,0,0,0,0,0,0,13,13,9,0,0,0
math.stat.inference.TestUtils,1,1,41,41,5.170731707,1,4,4,1,41,52,41,1,40,88,218,41,87,41,1,54,1,41,11,1,0.162698413,0.975609756,15,40,128,40,331,128,208,92,71,90,1,0
math.stat.descriptive.moment.ThirdMoment,1.142857143,2,6,8,5.571428571,3.285714286,11,3,6,7,42,7,0,7,4,48,23,34,20,5,46,5,4,35,5,0.359649123,2.142857143,4,15,11,6,27,4,71,57,0,2,0,0
math.ode.nonstiff.ThreeEighthesIntegrator,1,1,1,1,3,1,18,3,1,1,36,1,0,1,1,16,1,6,1,3,40,3,1,35,3,0.125,2,1,2,8,2,8,1,120,80,0,0,0,0
math.ode.nonstiff.ThreeEighthesStepInterpolator,1.75,4,3,7,12.5,9.5,22,1,4,4,44,4,2,2,3,56,38,43,11,3,46,3,2,40,3,0.182539683,4.75,1,19,2,1,15,0,62,50,25,11,7,0
math.stat.ranking.TiesStrategy,1,1,2,2,0,0,7,5,2,2,19,2,0,2,1,7,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,0,0,0,0
math.exception.TooManyEvaluationsException,1,1,1,1,4,2,13,1,1,1,45,1,0,1,1,7,2,5,2,7,53,7,1,44,7,0.145833333,3,3,3,6,3,7,3,52,49,0,0,0,0
math.genetics.TournamentSelection,1.4,3,4,7,6.2,3.4,1,1,5,5,16,5,1,4,4,34,17,24,12,1,18,1,5,11,1,0.138888889,1.8,8,9,11,7,24,11,27,22,1,7,2,0
math.transform.TransformType,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,4,0,0,0
math.transform.TransformUtils,2.166666667,4,1,13,8.833333333,5.333333333,1,1,1,6,17,6,1,5,7,63,32,46,25,1,19,1,6,11,1,0.142857143,1.666666667,5,10,19,9,25,19,27,22,63,0,0,0
math.util.TransformerMap,1.75,7,9,21,5.666666667,2.916666667,3,3,12,12,21,12,0,12,8,75,35,52,30,1,21,1,10,9,1,0.212121212,0.166666667,8,2,0,0,0,0,21,21,0,1,0,0
math.analysis.integration.TrapezoidIntegrator,2.4,4,1,12,13.2,8,14,2,5,5,30,5,1,4,8,71,40,45,23,2,32,2,4,25,2,0.190598291,5,8,25,44,21,77,17,59,45,27,20,11,0
math.linear.TriDiagonalTransformer,3.875,11,3,31,15.5,10.75,6,6,8,8,19,8,1,7,1,132,86,128,78,1,21,1,8,11,1,0.148148148,1.375,5,11,11,5,18,11,51,22,3,12,1,0
math.distribution.TriangularDistribution,2.071428571,5,10,29,7.785714286,4.285714286,10,5,14,14,33,14,1,13,10,118,60,76,48,2,34,2,12,19,2,0.57020757,0.785714286,8,11,33,11,47,31,67,43,118,0,0,0
math.analysis.interpolation.TricubicSplineInterpolatingFunction,5.5,7,0,11,19.5,12.5,2,2,2,2,13,2,0,2,4,43,25,42,21,1,15,1,2,11,1,0.111111111,1.5,1,3,12,3,6,12,20,14,5,8,0,0
math.analysis.interpolation.TricubicSplineInterpolatingFunction,10,29,0,40,47.75,33,5,5,4,4,15,4,2,2,17,264,132,122,85,1,17,1,4,11,1,0.133333333,8.25,6,33,97,33,113,97,34,21,5,8,0,0
math.analysis.interpolation.TricubicSplineInterpolator,9,23,0,27,40.66666667,28.33333333,0,0,3,3,14,3,2,1,7,125,85,118,62,1,16,1,3,11,1,0.125,5.666666667,7,17,58,17,388,58,63,22,3,5,0,0
math.analysis.function.Ulp,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,5,2,14,13,0,1,0,0
math.optimization.linear.UnboundedSolutionException,1,1,1,1,3,1,11,1,1,1,42,1,0,1,0,6,1,4,1,6,49,6,1,41,6,0.142857143,2,1,2,3,1,3,0,49,46,0,1,0,0
math.random.UncorrelatedRandomVectorGenerator,1.666666667,2,1,5,8,4.333333333,3,3,3,3,14,3,0,3,5,30,13,22,13,1,16,1,3,11,1,0.125,0.666666667,2,2,3,1,2,3,21,15,0,0,0,0
math.genetics.UniformCrossover,2.25,4,1,9,9.75,6,1,1,4,4,15,4,1,3,5,43,24,30,17,1,17,1,4,11,1,0.133333333,4.25,11,17,26,14,31,26,28,23,43,0,0,0
math.distribution.UniformIntegerDistribution,1.4,3,7,14,5.3,2.5,6,3,10,10,28,10,0,10,7,59,25,37,20,2,30,2,9,18,2,0.550877193,0.6,6,6,10,4,24,8,56,37,59,0,0,0
math.random.UniformRandomGenerator,1,1,2,2,3,1,2,2,2,2,13,2,0,2,1,10,2,7,2,1,15,1,2,11,1,0.111111111,0.5,2,1,0,0,0,0,13,13,0,0,0,0
math.distribution.UniformRealDistribution,1.266666667,3,12,19,4.666666667,2,10,5,15,15,34,15,1,14,11,79,30,49,26,2,35,2,13,19,2,0.571428571,0.333333333,5,5,8,3,8,6,65,43,79,0,0,1
math.random.UnitSphereRandomVectorGenerator,2,4,2,6,8.333333333,5,2,2,3,3,14,3,0,3,3,30,15,25,13,1,16,1,3,11,1,0.125,1,3,3,3,2,5,3,17,16,0,0,0,0
math.optimization.univariate.UnivariateMultiStartOptimizer,1.875,5,5,15,9.125,5.25,6,6,8,8,19,8,1,7,16,82,42,54,33,1,21,1,8,11,1,0.148148148,0.875,9,7,6,3,7,6,30,22,82,0,0,0
math.analysis.interpolation.UnivariatePeriodicInterpolator,2,4,2,6,14.33333333,9.333333333,4,4,3,3,14,3,0,3,7,50,28,39,21,1,16,1,3,11,1,0.125,2,4,6,18,5,13,18,30,17,50,0,0,0
math.optimization.univariate.UnivariatePointValuePair,1,1,3,3,3.666666667,1.333333333,3,3,3,3,14,3,0,3,2,16,4,11,4,1,16,1,3,11,1,0.125,0,0,0,0,0,0,0,14,14,16,0,0,0
math.analysis.solvers.UnivariateSolverUtils,2.583333333,10,5,31,13.83333333,7.416666667,0,0,1,12,23,12,1,11,39,168,89,89,59,1,25,1,12,11,1,0.153846154,3.333333333,13,40,68,20,141,68,42,33,168,0,0,0
math.ode.UnknownParameterException,1,1,2,2,3.5,1.5,12,2,2,2,41,2,0,2,1,11,3,8,3,6,48,6,2,39,6,0.19047619,1,2,2,3,1,3,0,48,45,11,0,0,0
math.random.ValueServer,1.6,7,18,40,5,2.52,13,13,25,25,36,25,5,20,11,140,63,98,55,1,38,1,25,11,1,0.16025641,0.76,10,19,27,13,67,27,85,47,5,18,2,0
math.stat.descriptive.moment.Variance,2.095238095,7,13,44,7.904761905,4.666666667,5,4,20,21,45,21,0,21,33,178,98,126,80,3,44,3,16,24,3,0.426098715,1.19047619,9,25,46,19,79,25,85,65,4,10,0,0
math.geometry.euclidean.oned.Vector1D,1.151515152,4,30,38,3.96969697,1.757575758,7,7,30,33,41,33,0,33,41,145,58,99,43,1,40,1,30,8,1,0.252199413,0.424242424,11,14,25,13,27,25,55,48,0,1,0,0
math.geometry.euclidean.oned.Vector1DFormat,1.222222222,2,7,11,4.666666667,2.222222222,10,0,7,9,34,9,0,9,13,47,20,27,13,2,36,2,8,25,2,0.210351377,2.222222222,8,20,39,12,89,11,49,44,3,1,0,0
math.geometry.euclidean.twod.Vector2D,1.166666667,4,32,42,4.25,2.027777778,7,7,33,36,44,36,0,36,43,167,73,117,54,1,43,1,33,8,1,0.252673797,0.611111111,12,22,44,21,69,44,64,54,10,1,0,0
math.geometry.euclidean.twod.Vector2DFormat,1.222222222,2,7,11,4.777777778,2.222222222,10,0,7,9,34,9,0,9,15,48,20,27,13,2,36,2,8,25,2,0.210351377,2.111111111,8,19,41,13,92,13,50,45,3,1,0,0
math.geometry.euclidean.threed.Vector3D,1.260869565,4,40,58,4.826086957,2.543478261,14,14,39,46,54,46,0,46,55,243,117,176,84,1,53,1,43,8,1,0.253787879,1.282608696,13,59,176,55,993,176,94,72,11,16,0,0
math.geometry.euclidean.threed.Vector3DFormat,1.222222222,2,7,11,4.777777778,2.222222222,10,0,7,9,34,9,0,9,15,48,20,27,13,2,36,2,8,25,2,0.210351377,2.222222222,8,20,43,14,95,15,51,46,3,1,0,0
math.geometry.VectorFormat,1.533333333,7,13,23,5.6,3.066666667,10,10,14,15,26,15,6,9,21,97,46,75,44,1,31,1,15,11,1,0.15625,0.733333333,6,11,35,11,72,35,34,31,0,0,0,0
math.stat.descriptive.moment.VectorialCovariance,3,7,3,21,10.57142857,6.857142857,5,5,7,7,16,7,0,7,4,83,48,69,43,1,16,1,5,9,1,0.199494949,0.571428571,4,4,6,2,4,6,32,18,0,0,0,0
math.stat.descriptive.moment.VectorialMean,2.333333333,4,1,14,7.166666667,4,2,2,6,6,15,6,0,6,3,49,24,39,23,1,15,1,4,9,1,0.193939394,0.833333333,3,5,8,5,13,8,29,20,0,1,0,0
math.distribution.WeibullDistribution,1.5,4,12,27,5.944444444,3.111111111,14,9,18,18,37,18,3,15,12,120,56,81,43,2,38,2,16,19,2,0.574229692,0.833333333,9,15,36,15,438,34,81,47,116,3,0,0
math.optimization.Weight,1.666666667,2,1,5,5.666666667,3,1,1,3,3,14,3,0,3,2,20,9,15,8,1,16,1,3,11,1,0.125,3,4,9,6,2,5,6,26,16,20,0,0,0
math.optimization.fitting.WeightedObservedPoint,1,1,4,4,3.5,1.5,4,4,4,4,15,4,0,4,3,20,6,15,6,1,17,1,4,11,1,0.133333333,0,0,0,0,0,0,0,15,15,0,0,0,0
math.random.Well1024a,1,1,5,5,5.6,3.6,14,5,5,5,33,5,1,4,4,36,18,29,8,3,36,3,4,28,3,0.211494253,4.4,1,22,23,4,26,0,56,39,0,0,0,0
math.random.Well19937a,1,1,5,5,6,4,14,5,5,5,33,5,1,4,4,38,20,31,9,3,36,3,4,28,3,0.211494253,5.2,1,26,23,4,26,0,56,39,0,0,0,0
math.random.Well19937c,1,1,5,5,6.4,4.4,14,5,5,5,33,5,1,4,4,40,22,33,11,3,36,3,4,28,3,0.211494253,5.2,1,26,23,4,26,0,56,39,0,0,0,0
math.random.Well44497a,1.2,2,4,6,6.4,4.4,14,5,5,5,33,5,1,4,4,40,22,33,9,3,36,3,4,28,3,0.211494253,5.2,1,26,23,4,26,0,56,39,0,0,0,0
math.random.Well44497b,1.2,2,4,6,6.8,4.8,14,5,5,5,33,5,1,4,4,42,24,35,11,3,36,3,4,28,3,0.211494253,5.2,1,26,23,4,26,0,56,39,0,0,0,0
math.random.Well512a,1,1,5,5,5.4,3.4,14,5,5,5,33,5,1,4,4,35,17,28,8,3,36,3,4,28,3,0.211494253,3.8,1,19,23,4,26,0,56,39,0,0,0,0
math.stat.inference.WilcoxonSignedRankTest,2.666666667,5,3,24,11,6.555555556,1,1,9,9,20,9,5,4,16,102,59,76,42,1,22,1,9,11,1,0.15,1.777777778,11,16,31,14,114,31,90,31,95,6,0,0
math.exception.ZeroException,1,1,2,2,3,1,13,1,2,2,43,2,0,2,2,9,2,6,2,7,51,7,2,41,7,0.194444444,1,2,2,4,1,3,0,50,47,0,2,0,0
math.distribution.ZipfDistribution,1.571428571,3,8,22,6,3.285714286,10,7,14,14,33,14,3,11,9,93,46,68,35,2,36,2,14,19,2,0.207407407,0.428571429,6,6,15,6,248,13,62,41,89,3,0,0
