relName,className,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
math\ArgumentOutsideDomainException.java,org.apache.commons.math.ArgumentOutsideDomainException,7,1,0,54,0,5,0,0,0,1,0,0,0,0,0,0.018181818,0,0,0,7,7,0,0,0,0,0,0,0,0,0
math\ConvergenceException.java,org.apache.commons.math.ConvergenceException,15,4,1,47,1.333333333,4,4,0,0,1,0,0,0,0,0,0.020833333,0,0,0,15,15,0,0,0,0,0,0,0,0,0
math\ConvergingAlgorithmImpl.java,org.apache.commons.math.ConvergingAlgorithmImpl,49,11,0,22,0.814285714,1,3,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0
math\DimensionMismatchException.java,org.apache.commons.math.DimensionMismatchException,16,3,0,46,0.833333333,4,0,0,0,1,0,0,0,0,0,0.021276596,0,0,0,16,16,2,2,1,3,0.125,0.125,0.0625,0.1875,0
math\DuplicateSampleAbscissaException.java,org.apache.commons.math.DuplicateSampleAbscissaException,10,2,1,45,2,4,0,0,0,1,0,0,0,0,0,0.02173913,0,0,0,10,10,0,0,0,0,0,0,0,0,0
math\FunctionEvaluationException.java,org.apache.commons.math.FunctionEvaluationException,47,9,2,53,0.666666667,4,1,0,0,1,0.104166667,0,0,0,0,0.018518519,0.0625,0,0,45,47,2,0,2,4,0.042553191,0,0.042553191,0.085106383,0
math\MathConfigurationException.java,org.apache.commons.math.MathConfigurationException,15,4,1,47,1.333333333,4,0,0,0,1,0,0,0,0,0,0.020833333,0,0,0,15,15,0,0,0,0,0,0,0,0,0
math\MathException.java,org.apache.commons.math.MathException,63,17,10,43,0.727272727,3,13,0,1,1,0,0,0,0,0.090909091,0.022727273,0,0,0,64,63,15,16,3,18,0.238095238,0.253968254,0.047619048,0.285714286,0
math\MathRuntimeException.java,org.apache.commons.math.MathRuntimeException,216,29,19,60,0.898550725,4,3,1,0,0,0.004611331,0,0,0.033333333,0,0,0.002428869,0,0,173,216,59,16,11,70,0.273148148,0.074074074,0.050925926,0.324074074,0
math\MaxEvaluationsExceededException.java,org.apache.commons.math.MaxEvaluationsExceededException,16,3,1,50,0.75,5,0,0,0,1,0,0,0,0,0,0.019607843,0,0,0,16,16,0,0,0,0,0,0,0,0,0
math\MaxIterationsExceededException.java,org.apache.commons.math.MaxIterationsExceededException,16,3,1,50,0.75,5,0,0,0,1,0,0,0,0,0,0.019607843,0,0,0,16,16,0,0,0,0,0,0,0,0,0
