"moduleName","avg_SLOC","avg_WMC","avg_CBO","avg_RFC","avg_LCOM5","avg_DIT","avg_NOC","avg_delta_WMC","avg_delta_CBO","avg_delta_RFC","avg_delta_LCOM5","avg_delta_DIT","avg_delta_NOC","avg_X.WMC","avg_X.CBO","avg_X.RFC","avg_X.LCOM5","avg_X.DIT","avg_X.NOC","avg_addedsloc","avg_deletedsloc","avg_changedsloc","avg_churnsloc","avg_X.added","avg_X.deleted","avg_X.changed","avg_X.churn","max_SLOC","max_WMC","max_CBO","max_RFC","max_LCOM5","max_DIT","max_NOC","max_delta_WMC","max_delta_CBO","max_delta_RFC","max_delta_LCOM5","max_delta_DIT","max_delta_NOC","max_X.WMC","max_X.CBO","max_X.RFC","max_X.LCOM5","max_X.DIT","max_X.NOC","max_addedsloc","max_deletedsloc","max_changedsloc","max_churnsloc","max_X.added","max_X.deleted","max_X.changed","max_X.churn","sum_SLOC","sum_WMC","sum_CBO","sum_RFC","sum_LCOM5","sum_DIT","sum_NOC","sum_delta_WMC","sum_delta_CBO","sum_delta_RFC","sum_delta_LCOM5","sum_delta_DIT","sum_delta_NOC","sum_X.WMC","sum_X.CBO","sum_X.RFC","sum_X.LCOM5","sum_X.DIT","sum_X.NOC","sum_addedsloc","sum_deletedsloc","sum_changedsloc","sum_churnsloc","sum_X.added","sum_X.deleted","sum_X.changed","sum_X.churn","bug"
"org.apache.commons.math",83,7.33333333333333,0.0833333333333333,16.0833333333333,0.925564652666667,1.83333333333333,2,0.5,0,1.83333333333333,0.0810010038333333,0.25,0.0833333333333333,0.0935185185833333,0.0833333333333333,0.0933333333333333,0.0940838375833333,0.0833333333333333,0.1,30,5.41666666666667,5,35,0.19235585775,0.0488368985,0.0267128833333333,0.21906874125,526,29,1,24,2,3,13,3,0,19,0.75,3,1,1,1,1,1,1,1,233,22,40,273,1,0.301587302,0.076045627,1,996,88,1,193,11.106775832,22,24,6,0,22,0.972012046,3,1,1.122222223,1,1.12,1.129006051,1,1.2,360,65,60,420,2.308270293,0.586042782,0.3205546,2.628824895,0
"org.apache.commons.math.analysis",157.5,8.5,3,8.5,1.2884615385,0,0,8.5,3,8.5,1.2884615385,0,0,1,1,1,1,1,1,157.5,0,0,157.5,1,0,0,1,260,14,4,14,1.5,0,0,14,4,14,1.5,0,0,1,1,1,1,1,1,260,0,0,260,1,0,0,1,315,17,6,17,2.576923077,0,0,17,6,17,2.576923077,0,0,2,2,2,2,2,2,315,0,0,315,2,0,0,2,0
"org.apache.commons.math.analysis.integration",73.6,11.6,4.2,28.6,NA,1.8,0.8,0,0,2,0.5278787878,0,0,0,0,0.0683629958,0.5141467304,0,0,1.8,2.8,6.4,8.2,0.0305472052,0.045301853,0.1058095098,0.1363567148,119,14,5,31,NA,2,4,0,0,2,1.25,0,0,0,0,0.083333333,1.25,0,0,6,6,12,18,0.103448276,0.092307692,0.206896552,0.310344828,368,58,21,143,NA,9,4,0,0,10,2.639393939,0,0,0,0,0.341814979,2.570733652,0,0,9,14,32,41,0.152736026,0.226509265,0.529047549,0.681783574,0
"org.apache.commons.math.analysis.interpolation",71,12,3.66666666666667,9.66666666666667,NA,0,0,9.83333333333333,2.66666666666667,7.5,0.402380952333333,0,0,0.5555555555,0.597222222166667,0.5819444445,0.5,0.5,0.5,55.8333333333333,2,3.5,59.3333333333333,0.509090909166667,0.0954301075,0.145197947166667,0.654288856333333,198,36,6,16,NA,0,0,36,6,16,0.914285714,0,0,1,1,1,1,1,1,198,10,12,198,1,0.322580645,0.387096774,1,426,72,22,58,NA,0,0,59,16,45,2.414285714,0,0,3.333333333,3.583333333,3.491666667,3,3,3,335,12,21,356,3.054545455,0.572580645,0.871187683,3.925733138,0
"org.apache.commons.math.analysis.polynomials",111.6,23.2,2.6,14.4,0.713095238,0,0,1.2,0.6,2.6,0.077857143,0,0,0.0272727272,0.2166666666,0.157087047,0.0488769416,0,0,6.6,2.6,20,26.6,0.0477309722,0.0230054324,0.1846347236,0.2323656964,165,43,4,17,1,0,0,6,1,7,0.166666667,0,0,0.136363636,0.5,0.388888889,0.112903226,0,0,23,10,45,45,0.139393939,0.074626866,0.401785714,0.401785714,558,116,13,72,3.56547619,0,0,6,3,13,0.389285715,0,0,0.136363636,1.083333333,0.785435235,0.244384708,0,0,33,13,100,133,0.238654861,0.115027162,0.923173618,1.161828482,0
"org.apache.commons.math.analysis.solvers",91.2727272727273,17.8181818181818,4.90909090909091,31,NA,1.45454545454545,0.727272727272727,0.181818181818182,0.272727272727273,1.54545454545455,0.579220779363636,0,0,0.00942605781818182,0.0353535353636364,0.0468313947272727,0.560797211363636,0,0,4.27272727272727,1.09090909090909,10.7272727272727,15,0.049281618,0.0112382842727273,0.096694434,0.145976052090909,191,35,8,58,NA,2,7,1,2,2,1.2,0,0,0.071428571,0.222222222,0.1,1.2,0,0,11,4,41,51,0.208333333,0.025641026,0.302631579,0.368421053,1004,196,54,341,NA,16,8,2,3,17,6.371428573,0,0,0.103686636,0.388888889,0.515145342,6.168769325,0,0,47,12,118,165,0.542097798,0.123621127,1.063638774,1.605736573,2
"org.apache.commons.math.complex",120.5,29.25,2.25,20.75,NA,0.5,0,2,1,2.25,0.3265151515,0,0,0.26,0.39583333325,0.31933797925,0.257760067,0.25,0.25,12,2,5.75,17.75,0.27681841975,0.006802721,0.06554160125,0.342360021,294,74,3,40,NA,2,0,5,2,5,1.25,0,0,1,1,1,1,1,1,24,8,13,37,1,0.027210884,0.166666667,1,482,117,9,83,NA,2,0,8,4,9,1.306060606,0,0,1.04,1.583333333,1.277351917,1.031040268,1,1,48,8,23,71,1.107273679,0.027210884,0.262166405,1.369440084,0
"org.apache.commons.math.distribution",74.8333333333333,16.3888888888889,2.94444444444444,26,0.999551066277778,1.66666666666667,0.888888888888889,0.722222222222222,1,2.33333333333333,0.0693801440555556,0,0,0.0590277777777778,0.292592592555556,0.135100138666667,0.0626315848888889,0.0555555555555556,0.0555555555555556,11.1111111111111,0.722222222222222,5.88888888888889,17,0.126328526666667,0.00852464833333333,0.0749691482222222,0.201297674888889,141,28,7,39,2,2,9,12,2,5,1,0,0,1,1,1,1,1,1,104,6,31,104,1,0.081081081,0.219858156,1,1347,295,53,468,17.991919193,30,16,13,18,42,1.248842593,0,0,1.0625,5.266666666,2.431802496,1.127368528,1,1,200,13,106,306,2.27391348,0.15344367,1.349444668,3.623358148,0
"org.apache.commons.math.estimation",111.285714285714,23,3.71428571428571,27.2857142857143,0.625993550142857,0.571428571428571,0.285714285714286,0,0,2.28571428571429,0,0,0,0,0,0.0439991044285714,0,0,0,7,4,9.71428571428571,16.7142857142857,0.0472098658571429,0.0374577621428571,0.168050155857143,0.215260021714286,473,97,11,57,0.878787879,2,2,0,0,6,0,0,0,0,0,0.113636364,0,0,0,31,13,36,48,0.093023256,0.088235294,0.923076923,0.923076923,779,161,26,191,4.381954851,4,2,0,0,16,0,0,0,0,0,0.307993731,0,0,0,49,28,68,117,0.330469061,0.262204335,1.176351091,1.506820152,0
"org.apache.commons.math.fraction",122.2,27.2,2.6,30.2,1.1477233021,1.6,0.4,2,0.7,4.4,0.2569223025,0,0,0.2136507936,0.26,0.2955847044,0.2035329898,0.2,0.2,15.9,4.6,5.4,21.3,0.2439582171,0.0129664399,0.0172860591,0.261244276,373,89,5,62,2,3,2,8,2,8,1.25,0,0,1,1,1,1,1,1,54,35,26,80,1,0.09383378,0.084690554,1,1222,272,26,302,11.477233021,16,4,20,7,44,2.569223025,0,0,2.136507936,2.6,2.955847044,2.035329898,2,2,159,46,54,213,2.439582171,0.129664399,0.172860591,2.61244276,0
