relName,className,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
lang3\AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,210,54,21,87,1,1,0,2,0,0,0,0,0,0.0363636363636364,0,0,0,0,0,204,210,11,5,9,20,0.0523809523809524,0.0238095238095238,0.0428571428571429,0.0952380952380952,0
lang3\ArrayUtils.java,org.apache.commons.lang3.ArrayUtils,1710,520,24,311,0.982920792079208,1,0,1,1,13,8.4971183685556e-005,0,0,0.00191938579654511,0.04,0.0416666666666667,4.28515269117022e-005,0,0,1707,1710,4,1,4,8,0.00233918128654971,0.000584795321637427,0.00233918128654971,0.00467836257309942,0
lang3\BitField.java,org.apache.commons.lang3.BitField,67,23,0,29,0.764705882352941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,0,0
lang3\BooleanUtils.java,org.apache.commons.lang3.BooleanUtils,308,108,7,47,undefined,1,0,8,0,0,0,0,0,0.073394495412844,0,0,0,0,0,315,308,14,21,29,43,0.0454545454545455,0.0681818181818182,0.0941558441558442,0.13961038961039,0
lang3\CharEncoding.java,org.apache.commons.lang3.CharEncoding,18,3,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,1,2,2,0,0.0555555555555556,0.111111111111111,0.111111111111111,0
lang3\CharRange.java,org.apache.commons.lang3.CharRange,146,25,7,23,0.753846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,0,1,1,0,0,0.00684931506849315,0.00684931506849315,0
lang3\CharSequenceUtils.java,org.apache.commons.lang3.CharSequenceUtils,69,21,2,19,undefined,1,0,19,1,7,0,0,0,0.863636363636364,0.333333333333333,0.35,0,0,0,5,69,64,0,0,64,0.927536231884058,0,0,0.927536231884058,0
lang3\CharSet.java,org.apache.commons.lang3.CharSet,91,21,8,22,1.01785714285714,1,0,1,0,2,0.00396825396825395,0,0,0.0454545454545455,0,0.0869565217391304,0.00196656833824975,0,0,96,91,6,11,3,9,0.0659340659340659,0.120879120879121,0.032967032967033,0.0989010989010989,0
lang3\CharSetUtils.java,org.apache.commons.lang3.CharSetUtils,75,21,4,30,undefined,1,0,6,1,3,0,0,0,0.272727272727273,0.2,0.0967741935483871,0,0,0,104,75,10,39,12,22,0.133333333333333,0.52,0.16,0.293333333333333,0
lang3\CharUtils.java,org.apache.commons.lang3.CharUtils,144,39,5,35,1.02727272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0
lang3\ClassUtils.java,org.apache.commons.lang3.ClassUtils,472,127,32,118,0.983108108108108,1,0,4,0,2,0.000965250965251019,0,0,0.03125,0,0.0168067226890756,0.000486736432221979,0,0,460,472,12,0,6,18,0.0254237288135593,0,0.0127118644067797,0.038135593220339,0
lang3\EnumUtils.java,org.apache.commons.lang3.EnumUtils,35,10,9,16,undefined,1,0,2,0,0,0,0,0,0.181818181818182,0,0,0,0,0,29,35,6,0,0,6,0.171428571428571,0,0,0.171428571428571,0
lang3\JavaVersion.java,org.apache.commons.lang3.JavaVersion,50,16,2,23,0.96969696969697,2,0,1,1,0,0.0121212121212121,0,0,0.0588235294117647,0.333333333333333,0,0.00615384615384614,0,0,54,50,4,8,16,20,0.08,0.16,0.32,0.4,0
lang3\LocaleUtils.java,org.apache.commons.lang3.LocaleUtils,126,30,11,20,1,1,0,6,0,2,0.05,0,0,0.193548387096774,0,0.0952380952380952,0.025,0,0,136,126,19,29,25,44,0.150793650793651,0.23015873015873,0.198412698412698,0.349206349206349,0
lang3\ObjectUtils.java,org.apache.commons.lang3.ObjectUtils,149,49,16,29,1.0625,1,0,3,0,1,0.00416666666666665,0,0,0.06,0,0.0333333333333333,0.00202020202020201,0,0,140,149,9,0,16,25,0.0604026845637584,0,0.10738255033557,0.167785234899329,0
lang3\RandomStringUtils.java,org.apache.commons.lang3.RandomStringUtils,96,26,5,23,0.727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,96,0,1,4,4,0,0.0104166666666667,0.0416666666666667,0.0416666666666667,0
lang3\Range.java,org.apache.commons.lang3.Range,169,42,8,31,0.78030303030303,1,0,9,0,4,0.0628342245989304,0,0,0.209302325581395,0,0.125,0.0352941176470588,0,0,159,169,27,17,53,80,0.159763313609467,0.100591715976331,0.313609467455621,0.473372781065089,0
lang3\SerializationException.java,org.apache.commons.lang3.SerializationException,15,4,1,44,1.33333333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0
lang3\SerializationUtils.java,org.apache.commons.lang3.SerializationUtils,62,16,12,18,undefined,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,2,2,0,0,0.032258064516129,0.032258064516129,0
lang3\StringEscapeUtils.java,org.apache.commons.lang3.StringEscapeUtils,159,13,11,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0
lang3\StringUtils.java,org.apache.commons.lang3.StringUtils,2094,610,34,185,0.972326454033771,1,0,9,0,3,0.000167718460401423,0,0,0.0147299509001637,0,0.0161290322580645,8.50358519799841e-005,0,0,2052,2094,71,29,137,208,0.0339063992359121,0.0138490926456543,0.0654250238777459,0.0993314231136581,1
lang3\SystemUtils.java,org.apache.commons.lang3.SystemUtils,136,19,7,26,1.06652806652807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,136,1,0,5,6,0.00735294117647059,0,0.0367647058823529,0.0441176470588235,0
lang3\Validate.java,org.apache.commons.lang3.Validate,237,73,18,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,249,237,8,20,28,36,0.0337552742616034,0.0843881856540084,0.118143459915612,0.151898734177215,0
lang3\builder\CompareToBuilder.java,org.apache.commons.lang3.builder.CompareToBuilder,412,135,18,46,0.275862068965517,1,0,1,0,1,0.0241379310344828,0,0,0.00735294117647059,0,0.0212765957446809,0.0189189189189189,0,0,417,412,0,5,5,5,0,0.0121359223300971,0.0121359223300971,0.0121359223300971,0
lang3\builder\EqualsBuilder.java,org.apache.commons.lang3.builder.EqualsBuilder,411,116,19,55,0.636363636363636,1,0,2,1,0,0.0207792207792208,0,0,0.0170940170940171,0.05,0,0.0126984126984127,0,0,417,411,0,6,7,7,0,0.0145985401459854,0.0170316301703163,0.0170316301703163,0
lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,273,77,19,51,0.598039215686275,1,0,2,0,2,0.0223311546840959,0,0,0.0256410256410256,0,0.0384615384615385,0.0139740967961827,0,0,282,273,0,9,24,24,0,0.032967032967033,0.0879120879120879,0.0879120879120879,0
lang3\builder\IDKey.java,org.apache.commons.lang3.builder.IDKey,23,5,2,12,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0
lang3\builder\ReflectionToStringBuilder.java,org.apache.commons.lang3.builder.ReflectionToStringBuilder,153,42,18,175,0.95,2,0,1,0,1,0.00192307692307692,0,0,0.0232558139534884,0,0.00568181818181818,0.000986193293885598,0,0,156,153,0,3,2,2,0,0.0196078431372549,0.0130718954248366,0.0130718954248366,0
lang3\builder\StandardToStringStyle.java,org.apache.commons.lang3.builder.StandardToStringStyle,166,41,2,167,1.025,2,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,40,40,0,0,0.240963855421687,0.240963855421687,0
lang3\builder\ToStringBuilder.java,org.apache.commons.lang3.builder.ToStringBuilder,270,69,9,164,0.592741935483871,1,1,0,0,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,0,0,0,0
lang3\builder\ToStringStyle.java,org.apache.commons.lang3.builder.ToStringStyle,787,209,21,126,0.977644310977644,1,6,0,0,0,0.0012063345396679,0,0,0,0,0,0.000609985593957261,0,0,785,787,2,0,6,8,0.00254129606099111,0,0.00762388818297332,0.0101651842439644,0
lang3\concurrent\AtomicInitializer.java,org.apache.commons.lang3.concurrent.AtomicInitializer,14,4,2,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0
lang3\concurrent\AtomicSafeInitializer.java,org.apache.commons.lang3.concurrent.AtomicSafeInitializer,16,4,2,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0
lang3\concurrent\BackgroundInitializer.java,org.apache.commons.lang3.concurrent.BackgroundInitializer,85,19,12,31,0.888888888888889,1,2,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0
lang3\concurrent\BasicThreadFactory.java,org.apache.commons.lang3.concurrent.BasicThreadFactory,111,14,10,20,0.854166666666667,1,0,0,1,0,0,0,0,0,0.0909090909090909,0,0,0,0,111,111,1,1,0,1,0.00900900900900901,0.00900900900900901,0,0.00900900900900901,0
lang3\concurrent\CallableBackgroundInitializer.java,org.apache.commons.lang3.concurrent.CallableBackgroundInitializer,21,5,5,34,0.333333333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0
lang3\concurrent\ConcurrentException.java,org.apache.commons.lang3.concurrent.ConcurrentException,12,3,2,39,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0
lang3\concurrent\ConcurrentRuntimeException.java,org.apache.commons.lang3.concurrent.ConcurrentRuntimeException,12,3,2,44,1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0
lang3\concurrent\ConcurrentUtils.java,org.apache.commons.lang3.concurrent.ConcurrentUtils,109,27,12,28,undefined,1,0,8,2,3,0,0,0,0.285714285714286,0.153846153846154,0.103448275862069,0,0,0,83,109,26,0,0,26,0.238532110091743,0,0,0.238532110091743,0
lang3\concurrent\ConstantInitializer.java,org.apache.commons.lang3.concurrent.ConstantInitializer,33,9,7,15,0.9,1,0,0,1,0,0,0,0,0,0.125,0,0,0,0,33,33,0,0,1,1,0,0,0.0303030303030303,0.0303030303030303,0
lang3\concurrent\LazyInitializer.java,org.apache.commons.lang3.concurrent.LazyInitializer,16,4,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0
lang3\concurrent\MultiBackgroundInitializer.java,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,104,13,12,37,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,103,104,1,0,1,2,0.00961538461538462,0,0.00961538461538462,0.0192307692307692,0
lang3\concurrent\TimedSemaphore.java,org.apache.commons.lang3.concurrent.TimedSemaphore,111,26,9,27,0.938461538461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,0,0,0,0,0,0,0,0,0
lang3\event\EventListenerSupport.java,org.apache.commons.lang3.event.EventListenerSupport,82,16,17,27,0.865384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,82,0,12,11,11,0,0.146341463414634,0.134146341463415,0.134146341463415,0
lang3\event\EventUtils.java,org.apache.commons.lang3.event.EventUtils,46,5,10,15,undefined,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,1,13,22,23,0.0217391304347826,0.282608695652174,0.478260869565217,0.5,0
lang3\exception\CloneFailedException.java,org.apache.commons.lang3.exception.CloneFailedException,12,3,1,43,1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0
lang3\exception\ContextedException.java,org.apache.commons.lang3.exception.ContextedException,54,14,5,47,0.583333333333333,3,0,2,1,2,0.0166666666666666,0,0,0.133333333333333,0.166666666666667,0.0416666666666667,0.0105263157894736,0,0,48,54,6,0,9,15,0.111111111111111,0,0.166666666666667,0.277777777777778,0
lang3\exception\ContextedRuntimeException.java,org.apache.commons.lang3.exception.ContextedRuntimeException,54,14,5,52,0.583333333333333,4,0,2,1,2,0.0166666666666666,0,0,0.133333333333333,0.166666666666667,0.0377358490566038,0.0105263157894736,0,0,48,54,6,0,9,15,0.111111111111111,0,0.166666666666667,0.277777777777778,0
lang3\exception\DefaultExceptionContext.java,org.apache.commons.lang3.exception.DefaultExceptionContext,80,20,13,25,0.583333333333333,1,0,7,4,8,0.0416666666666666,0,0,0.333333333333333,0.285714285714286,0.307692307692308,0.0263157894736842,0,0,68,80,17,5,35,52,0.2125,0.0625,0.4375,0.65,0
lang3\exception\ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,242,67,22,40,0.958333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243,242,0,1,13,13,0,0.00413223140495868,0.0537190082644628,0.0537190082644628,0
lang3\math\Fraction.java,org.apache.commons.lang3.math.Fraction,441,112,10,44,0.964646464646465,2,0,2,0,0,0,0,0,0.0176991150442478,0,0,0,0,0,435,441,6,0,1,7,0.0136054421768707,0,0.00226757369614512,0.0158730158730159,0
lang3\math\IEEE754rUtils.java,org.apache.commons.lang3.math.IEEE754rUtils,102,32,4,23,undefined,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0
lang3\math\NumberUtils.java,org.apache.commons.lang3.math.NumberUtils,634,195,15,60,1.02173913043478,1,0,1,0,0,0,0,0,0.00510204081632653,0,0,0,0,0,631,634,3,0,10,13,0.00473186119873817,0,0.0157728706624606,0.0205047318611987,0
lang3\mutable\MutableBoolean.java,org.apache.commons.lang3.mutable.MutableBoolean,55,18,3,22,0.615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0
lang3\mutable\MutableByte.java,org.apache.commons.lang3.mutable.MutableByte,88,26,4,32,0.568181818181818,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0
lang3\mutable\MutableDouble.java,org.apache.commons.lang3.mutable.MutableDouble,89,24,4,34,0.565217391304348,2,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0
lang3\mutable\MutableFloat.java,org.apache.commons.lang3.mutable.MutableFloat,88,24,4,34,0.565217391304348,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0
lang3\mutable\MutableInt.java,org.apache.commons.lang3.mutable.MutableInt,84,25,4,32,0.571428571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0
lang3\mutable\MutableLong.java,org.apache.commons.lang3.mutable.MutableLong,84,25,4,32,0.571428571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0
lang3\mutable\MutableObject.java,org.apache.commons.lang3.mutable.MutableObject,40,12,3,15,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,0,1,1,1,0,0.025,0.025,0.025,0
lang3\mutable\MutableShort.java,org.apache.commons.lang3.mutable.MutableShort,88,26,4,32,0.568181818181818,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0
lang3\reflect\ConstructorUtils.java,org.apache.commons.lang3.reflect.ConstructorUtils,101,25,11,32,undefined,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,0,10,10,0,0,0.099009900990099,0.099009900990099,0
lang3\reflect\FieldUtils.java,org.apache.commons.lang3.reflect.FieldUtils,226,63,11,45,undefined,1,0,0,2,0,0,0,0,0,0.166666666666667,0,0,0,0,228,226,3,5,10,13,0.0132743362831858,0.0221238938053097,0.0442477876106195,0.0575221238938053,0
lang3\reflect\MemberUtils.java,org.apache.commons.lang3.reflect.MemberUtils,74,21,13,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,0,0,1,1,0,0,0.0135135135135135,0.0135135135135135,0
lang3\reflect\MethodUtils.java,org.apache.commons.lang3.reflect.MethodUtils,230,54,10,38,undefined,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,0,0,6,6,0,0,0.0260869565217391,0.0260869565217391,0
lang3\reflect\TypeUtils.java,org.apache.commons.lang3.reflect.TypeUtils,475,143,18,44,undefined,1,0,0,0,0,0,0,0,0,0,0,0,0,0,476,475,0,1,2,2,0,0.00210526315789474,0.00421052631578947,0.00421052631578947,0
lang3\text\CompositeFormat.java,org.apache.commons.lang3.text.CompositeFormat,27,6,6,25,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0
lang3\text\ExtendedMessageFormat.java,org.apache.commons.lang3.text.ExtendedMessageFormat,302,69,19,57,0.915,3,0,8,1,3,0.00475308641975314,0,0,0.114285714285714,0.05,0.0517241379310345,0.00248202946201208,0,0,271,302,31,0,3,34,0.102649006622517,0,0.00993377483443709,0.112582781456954,0
lang3\text\StrBuilder.java,org.apache.commons.lang3.text.StrBuilder,1253,341,18,150,0.843137254901961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,1253,0,1,3,3,0,0.000798084596967279,0.00239425379090184,0.00239425379090184,0
lang3\text\StrLookup.java,org.apache.commons.lang3.text.StrLookup,47,5,6,17,1.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0
lang3\text\StrMatcher.java,org.apache.commons.lang3.text.StrMatcher,133,21,7,31,0.977777777777778,1,5,0,1,1,0,0,0,0,0.125,0.03125,0,0,0,133,133,0,0,2,2,0,0,0.0150375939849624,0.0150375939849624,0
lang3\text\StrSubstitutor.java,org.apache.commons.lang3.text.StrSubstitutor,333,78,14,87,0.963414634146341,1,0,0,0,1,0,0,0,0,0,0.0113636363636364,0,0,0,335,333,0,2,2,2,0,0.00600600600600601,0.00600600600600601,0.00600600600600601,0
lang3\text\StrTokenizer.java,org.apache.commons.lang3.text.StrTokenizer,416,103,12,95,0.955266955266955,1,1,0,0,1,0,0,0,0,0,0.0104166666666667,0,0,0,417,416,0,1,1,1,0,0.00240384615384615,0.00240384615384615,0.00240384615384615,0
lang3\text\WordUtils.java,org.apache.commons.lang3.text.WordUtils,170,47,5,25,undefined,1,0,0,1,1,0,0,0,0,0.166666666666667,0.0384615384615385,0,0,0,179,170,4,13,27,31,0.0235294117647059,0.0764705882352941,0.158823529411765,0.182352941176471,0
lang3\text\translate\AggregateTranslator.java,org.apache.commons.lang3.text.translate.AggregateTranslator,16,4,5,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0
lang3\text\translate\CharSequenceTranslator.java,org.apache.commons.lang3.text.translate.CharSequenceTranslator,52,13,12,17,undefined,1,8,0,0,0,0,0,0,0,0,0,0,0,0,48,52,4,0,11,15,0.0769230769230769,0,0.211538461538462,0.288461538461538,1
lang3\text\translate\CodePointTranslator.java,org.apache.commons.lang3.text.translate.CodePointTranslator,13,3,5,19,undefined,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,1,1,0,0,0.0769230769230769,0.0769230769230769,0
lang3\text\translate\EntityArrays.java,org.apache.commons.lang3.text.translate.EntityArrays,292,12,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292,292,0,0,27,27,0,0,0.0924657534246575,0.0924657534246575,0
lang3\text\translate\LookupTranslator.java,org.apache.commons.lang3.text.translate.LookupTranslator,40,9,6,19,0,2,0,1,0,0,0,0,0,0.1,0,0,0,0,0,38,40,5,3,9,14,0.125,0.075,0.225,0.35,0
lang3\text\translate\NumericEntityEscaper.java,org.apache.commons.lang3.text.translate.NumericEntityEscaper,41,10,4,26,0.833333333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,1,1,0,0,0.024390243902439,0.024390243902439,0
lang3\text\translate\NumericEntityUnescaper.java,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,40,8,9,18,undefined,2,0,0,2,0,0,0,0,0,0.2,0,0,0,0,37,40,3,0,2,5,0.075,0,0.05,0.125,1
lang3\text\translate\OctalUnescaper.java,org.apache.commons.lang3.text.translate.OctalUnescaper,20,4,6,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0
lang3\text\translate\UnicodeEscaper.java,org.apache.commons.lang3.text.translate.UnicodeEscaper,49,14,4,26,0.833333333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51,49,0,2,2,2,0,0.0408163265306122,0.0408163265306122,0.0408163265306122,0
lang3\text\translate\UnicodeUnescaper.java,org.apache.commons.lang3.text.translate.UnicodeUnescaper,31,7,7,18,undefined,2,0,5,4,2,0.5,0,0,0.625,0.5,0.105263157894737,0.5,0,0,45,31,0,14,2,2,0,0.451612903225806,0.0645161290322581,0.0645161290322581,0
