"moduleName","avg_SLOC","avg_WMC","avg_CBO","avg_RFC","avg_LCOM5","avg_DIT","avg_NOC","avg_delta_WMC","avg_delta_CBO","avg_delta_RFC","avg_delta_LCOM5","avg_delta_DIT","avg_delta_NOC","avg_X.WMC","avg_X.CBO","avg_X.RFC","avg_X.LCOM5","avg_X.DIT","avg_X.NOC","avg_addedsloc","avg_deletedsloc","avg_changedsloc","avg_churnsloc","avg_X.added","avg_X.deleted","avg_X.changed","avg_X.churn","max_SLOC","max_WMC","max_CBO","max_RFC","max_LCOM5","max_DIT","max_NOC","max_delta_WMC","max_delta_CBO","max_delta_RFC","max_delta_LCOM5","max_delta_DIT","max_delta_NOC","max_X.WMC","max_X.CBO","max_X.RFC","max_X.LCOM5","max_X.DIT","max_X.NOC","max_addedsloc","max_deletedsloc","max_changedsloc","max_churnsloc","max_X.added","max_X.deleted","max_X.changed","max_X.churn","sum_SLOC","sum_WMC","sum_CBO","sum_RFC","sum_LCOM5","sum_DIT","sum_NOC","sum_delta_WMC","sum_delta_CBO","sum_delta_RFC","sum_delta_LCOM5","sum_delta_DIT","sum_delta_NOC","sum_X.WMC","sum_X.CBO","sum_X.RFC","sum_X.LCOM5","sum_X.DIT","sum_X.NOC","sum_addedsloc","sum_deletedsloc","sum_changedsloc","sum_churnsloc","sum_X.added","sum_X.deleted","sum_X.changed","sum_X.churn","bug"
"org.apache.commons.lang",222.322580645161,59.9032258064516,1.29032258064516,31.9677419354839,NA,0.290322580645161,0.032258064516129,4.16129032258065,0.161290322580645,3.32258064516129,0.257793680935484,0,0,0.0939454686451613,0.0745007680645161,0.0858363048709677,0.124237277129032,0.032258064516129,0.032258064516129,19.4516129032258,3.19354838709677,5.61290322580645,25.0645161290323,0.118875113451613,0.0109932677741935,0.0322767410645161,0.151151854451613,1576,479,6,269,NA,2,1,30,1,70,2,0,0,1,1,1,1,1,1,124,49,70,128,1,0.167597765,0.555555556,1,6892,1857,40,991,NA,9,1,129,5,103,7.991604109,0,0,2.912309528,2.30952381,2.660925451,3.851355591,1,1,603,99,174,777,3.685128517,0.340791301,1.000578973,4.685707488,4
"org.apache.commons.lang.builder",342.285714285714,97.5714285714286,2.71428571428571,98.5714285714286,0.673656285571429,0.285714285714286,1,4.28571428571429,0.571428571428571,3.57142857142857,0.221772274,0,0,0.0609333841428571,0.226190476142857,0.0759073994285714,0.122988571285714,0,0,30.7142857142857,13.7142857142857,6.28571428571429,37,0.115150213857143,0.0509824747142857,0.0199228227142857,0.135073036714286,750,201,8,168,1.023809524,1,6,12,1,9,1.023809524,0,0,0.230769231,0.5,0.236842105,0.505882353,0,0,134,96,18,152,0.498141264,0.356877323,0.066914498,0.565055762,2396,683,19,690,4.715593999,2,7,30,4,25,1.552405918,0,0,0.426533689,1.583333333,0.531351796,0.860919999,0,0,215,96,44,259,0.806051497,0.356877323,0.139459759,0.945511257,0
"org.apache.commons.lang.enums",79.3333333333333,21.3333333333333,2.33333333333333,18,NA,0.333333333333333,0.333333333333333,3.33333333333333,0,1,0.009920635,0,0,0.160510716,0,0.0444444443333333,0.005206983,0,0,13.6666666666667,2.66666666666667,1.33333333333333,15,0.182794199666667,0.0163599183333333,0.008179959,0.190974158666667,163,42,4,23,NA,1,1,7,0,2,0.025,0,0,0.411764706,0,0.083333333,0.013157895,0,0,21,8,4,23,0.381818182,0.049079755,0.024539877,0.381818182,238,64,7,54,NA,1,1,10,0,3,0.029761905,0,0,0.481532148,0,0.133333333,0.015620949,0,0,41,8,4,45,0.548382599,0.049079755,0.024539877,0.572922476,1
"org.apache.commons.lang.exception",149.6,42.4,2.2,35.8,0.842728758,0.6,0.4,2.6,0.4,2.4,0.0960620914,0,0,0.0292251242,0.0571428572,0.0609272514,0.0538210132,0,0,12.6,5.6,3,15.6,0.0437240718,0.0227552194,0.010777577,0.0545016484,385,112,6,42,0.970588235,1,2,11,2,8,0.145833333,0,0,0.097345133,0.285714286,0.186046512,0.082352941,0,0,55,17,11,66,0.142857143,0.069620253,0.028571429,0.171428571,748,212,11,179,4.21364379,3,2,13,2,12,0.480310457,0,0,0.146125621,0.285714286,0.304636257,0.269105066,0,0,63,28,15,78,0.218620359,0.113776097,0.053887885,0.272508242,0
"org.apache.commons.lang.math",210.3,58.5,0.3,33.9,NA,0.7,0.5,4.8,0,0.8,0.0103496503,0,0,0.0219391881,0,0.0142857143,0.0051731602,0,0,13.7,0,0,13.7,0.0212058676,0,0,0.0212058676,732,228,1,55,NA,1,5,46,0,8,0.1,0,0,0.200873362,0,0.142857143,0.05,0,0,131,0,0,131,0.178961749,0,0,0.178961749,2103,585,3,339,NA,7,5,48,0,8,0.103496503,0,0,0.219391881,0,0.142857143,0.051731602,0,0,137,0,0,137,0.212058676,0,0,0.212058676,1
"org.apache.commons.lang.mutable",66.625,21.125,0.25,19,0.611120129875,0.75,0,7.125,0,6.625,0.0903450715,0,0,0.335224359,0.125,0.350632411,0.1306980895,0.125,0.125,21.25,0,0,21.25,0.3310094585,0,0,0.3310094585,79,25,1,24,0.666666667,1,0,15,0,11,0.65,0,0,1,1,1,1,1,1,44,0,0,44,1,0,0,1,533,169,2,152,4.888961039,6,0,57,0,53,0.722760572,0,0,2.681794872,1,2.805059288,1.045584716,1,1,170,0,0,170,2.648075668,0,0,2.648075668,0
"org.apache.commons.lang.text",331.666666666667,83.1666666666667,3,49.8333333333333,0.930129471833333,0.166666666666667,1.16666666666667,83.1666666666667,3,49.8333333333333,0.930129471833333,0.166666666666667,1.16666666666667,1,1,1,1,1,1,331.666666666667,0,0,331.666666666667,1,0,0,1,1096,295,7,115,1.083333333,1,5,295,7,115,1.083333333,1,5,1,1,1,1,1,1,1096,0,0,1096,1,0,0,1,1990,499,18,299,5.580776831,1,7,499,18,299,5.580776831,1,7,6,6,6,6,6,6,1990,0,0,1990,6,0,0,6,3
"org.apache.commons.lang.time",334.8,61.8,4.8,30.4,0.9018363042,0.2,0,4,0,2,0.0067005348,0,0,0.0451159952,0,0.0742857142,0.0036287284,0,0,16.2,4.8,5,21.2,0.0462655368,0.0138585334,0.0143834678,0.0606490046,803,112,17,52,1.083333333,1,0,18,0,9,0.021590909,0,0,0.197802198,0,0.321428571,0.012250161,0,0,64,23,23,65,0.167979003,0.068047337,0.068047337,0.170603675,1674,309,24,152,4.509181521,1,0,20,0,10,0.033502674,0,0,0.225579976,0,0.371428571,0.018143642,0,0,81,24,25,106,0.231327684,0.069292667,0.071917339,0.303245023,2
