relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,DAC,DACquote,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,UCL,bug
jscomp.StripCode,1,1,2,2,7.5,3.5,7,7,2,2,13,2,0,2,7,318,7,192,128,1,15,1,2,11,1,0.111111111,0.5,6,1,7,3,4,1,3,4,54,14,14,0
jscomp.SuspiciousPropertiesCheck,2.2,6,3,11,9,5.2,9,9,5,5,16,5,3,2,8,185,26,119,72,1,18,1,5,11,1,0.138888889,3.8,11,19,8,6,33,12,43,33,62,23,18,0
jscomp.SyntacticScopeCreator,3.333333333,10,2,20,16.33333333,12,7,7,6,6,17,6,3,3,15,152,72,96,60,1,19,1,6,11,1,0.142857143,8.666666667,10,52,4,3,57,40,158,57,50,33,29,1
jscomp.SyntheticAst,1,1,5,5,3.6,1.6,3,3,5,5,16,5,0,5,3,27,8,16,7,1,18,1,5,11,1,0.138888889,0.8,7,4,1,1,5,2,11,5,21,18,5,0
rhino.jstype.TemplateType,1,1,4,4,3.25,1.25,18,2,4,4,122,4,0,4,2,20,5,12,5,4,124,4,1,118,4,0.474931129,0.75,4,3,0,0,5,2,5,2,186,179,1,0
rhino.jstype.TernaryValue,3.375,5,2,27,7.375,2.25,5,3,8,8,24,8,0,8,17,85,18,42,18,2,26,2,7,16,2,0.214052288,0,2,0,3,1,0,0,0,0,24,24,0,0
jscomp.testing.TestErrorReporter,1.666666667,2,2,10,5.666666667,2.833333333,4,4,6,6,17,6,0,6,17,40,17,22,11,2,20,2,6,11,2,0.19047619,0.166666667,2,1,0,0,2,1,2,2,19,18,1,0
rhino.testing.TestErrorReporter,1.444444444,2,5,13,5,2.444444444,4,4,8,9,20,9,0,9,19,51,22,30,16,2,23,2,9,11,2,0.2,0,3,0,0,0,0,0,0,0,20,20,1,0
jscomp.TightenTypes,4.35,27,6,87,17.25,12.45,8,8,20,20,31,20,7,13,27,971,249,668,420,1,33,1,20,11,1,0.158730159,7.95,22,159,7,4,172,123,504,172,142,86,93,0
rhino.Token,164,164,0,164,171,166,171,171,0,1,12,1,0,1,1,348,166,174,166,1,14,1,1,11,1,0.083333333,0,2,0,0,0,0,0,0,0,12,12,0,0
rhino.TokenStream,9.785714286,123,18,411,31.33333333,24.69047619,26,26,35,42,53,42,19,23,21,1348,1037,1058,933,1,55,1,42,11,1,0.162790698,5.095238095,14,214,3,3,92,42,846,92,74,63,9,0
jscomp.Tracer,2.074074074,7,12,56,7.592592593,4.851851852,16,16,5,27,37,27,3,24,17,491,131,351,216,1,38,1,26,10,1,0.190796857,0.962962963,12,26,6,4,20,17,239,20,51,46,17,0
jscomp.TypeCheck,7.583333333,101,10,273,26.77777778,20.91666667,44,44,35,36,47,36,25,11,96,1129,753,600,405,1,49,1,36,11,1,0.162162162,13.80555556,33,497,36,8,648,348,2229,648,327,163,220,1
jscomp.TypeInference,5.525,73,14,221,20.55,15.5,15,11,39,40,67,40,31,9,85,882,620,537,356,3,71,3,40,27,3,0.243902439,9.675,28,387,8,7,380,249,877,376,308,160,164,0
jscomp.TypeInferencePass,1.5,2,3,9,8.666666667,5.666666667,7,7,6,6,17,6,2,4,13,84,34,57,27,1,19,1,6,11,1,0.142857143,3,15,18,5,5,38,17,117,38,134,34,25,0
jscomp.parsing.TypeSafeDispatcher,3.186046512,95,42,137,4.790697674,3.651162791,0,0,43,43,54,43,0,43,43,208,157,99,55,1,57,1,43,11,1,0.162878788,2,4,86,0,0,0,0,0,0,54,54,86,0
jscomp.TypeValidator,2.633333333,10,8,79,10.5,6.566666667,12,12,30,30,41,30,9,21,108,381,197,202,130,1,43,1,30,11,1,0.161290323,3.766666667,16,113,11,6,158,107,274,158,122,90,117,0
jscomp.TypedCodeGenerator,5.75,14,1,23,21.5,15.5,3,0,4,4,33,4,2,2,6,89,62,62,43,2,35,2,3,29,2,0.177777778,14.75,11,59,0,0,59,50,618,47,152,61,18,0
jscomp.TypedScopeCreator,1.875,5,6,15,11.125,7.875,9,9,7,8,19,8,4,4,15,893,63,543,347,1,21,1,8,11,1,0.148148148,5,21,40,7,5,60,36,166,60,162,48,33,1
rhino.UintMap,4.8,13,3,96,15.5,10.75,11,11,19,20,31,20,7,13,21,324,215,284,189,1,33,1,20,11,1,0.158730159,0.85,3,17,0,0,17,17,85,17,32,32,2,0
jscomp.graph.UndiGraph,1,1,4,4,1,0,2,0,4,4,36,4,0,4,4,11,0,8,0,2,40,2,4,32,2,0.177777778,0,1,0,0,0,0,0,0,0,40,38,6,0
rhino.jstype.UnionType,2.870967742,9,6,89,9.451612903,5.677419355,14,3,31,31,95,31,0,31,18,323,176,226,137,2,72,2,5,64,2,0.332763533,3.322580645,14,103,1,1,126,75,972,65,134,128,36,1
rhino.jstype.UnionTypeBuilder,6.666666667,11,1,20,23.33333333,16.66666667,8,8,3,3,14,3,0,3,2,80,50,56,37,1,16,1,3,11,1,0.125,4.666666667,4,14,3,3,23,14,28,23,23,22,11,0
rhino.UniqueTag,3,4,1,9,11.33333333,7.333333333,8,8,3,3,13,3,1,2,1,48,22,28,15,1,14,1,2,10,1,0.141414141,0.333333333,4,1,3,1,1,1,5,1,14,14,0,0
rhino.jstype.UnknownType,1.037037037,2,26,28,3.037037037,1,16,2,27,27,121,27,0,27,19,112,27,57,27,3,100,3,1,94,3,0.363888889,0.111111111,10,3,0,0,2,1,2,0,152,145,11,0
jscomp.UnreachableCodeElimination,3,7,4,18,11.16666667,7.5,5,5,6,6,17,6,1,5,11,81,45,49,31,2,20,2,6,11,2,0.19047619,7,15,42,4,4,47,30,160,47,129,38,19,0
rhino.jstype.UnresolvedTypeExpression,1,1,2,2,6,3.5,20,4,2,2,122,2,0,2,6,19,7,13,6,4,126,4,1,120,4,0.469421488,1.5,6,3,1,1,8,2,11,5,238,147,4,0
jscomp.UseSite,1,1,1,1,4,2,2,2,1,1,12,1,0,1,2,8,2,6,2,1,14,1,1,11,1,0.083333333,0,2,0,2,2,0,0,0,0,12,12,4,0
rhino.jstype.ValueType,1,1,3,3,3,1,11,0,3,3,91,3,0,3,4,13,3,7,3,2,97,2,1,88,2,0.118518519,0.666666667,4,2,0,0,5,2,25,0,110,102,2,0
jscomp.VarCheck,3.166666667,12,3,19,13.66666667,9.5,10,10,6,6,17,6,2,4,8,128,57,69,40,2,20,2,6,11,2,0.19047619,6.166666667,15,37,9,4,70,33,125,70,94,38,27,0
jscomp.VariableMap,1.909090909,4,5,21,7,4,3,3,8,11,22,11,1,10,10,82,44,59,35,1,24,1,11,11,1,0.152777778,0,3,0,2,1,0,0,0,0,22,22,14,0
jscomp.VariableNameGenerator,1.5,2,1,3,5,2.5,1,1,2,2,13,2,0,2,1,13,5,10,4,1,15,1,2,11,1,0.111111111,1.5,3,3,1,1,6,3,30,6,21,16,4,0
jscomp.VariableReferenceCheck,1,1,2,2,5,2.5,7,7,2,2,13,2,0,2,4,103,5,61,35,1,15,1,2,11,1,0.111111111,1,7,2,6,4,6,2,4,6,57,15,11,0
jscomp.VariableRenamingPolicy,1,1,2,2,0,0,6,4,2,2,19,2,0,2,1,6,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,4,1,0,0,0,0,19,19,0,0
jscomp.VariableShadowDeclarationCheck,1,1,2,2,6,3.5,4,4,2,2,13,2,0,2,4,83,7,44,19,1,15,1,2,11,1,0.111111111,1,8,2,4,4,8,2,6,8,54,14,8,0
jscomp.VerboseMessageFormatter,2,5,3,8,5.75,3.5,3,0,4,4,20,4,1,3,4,25,14,16,6,2,23,2,4,16,2,0.177777778,3,6,12,0,0,9,5,24,2,23,22,3,0
rhino.jstype.VoidType,1.2,3,9,12,3.7,1.5,12,1,10,10,92,10,0,10,3,49,15,26,14,3,87,3,1,82,3,0.343152218,1.1,7,11,0,0,12,6,31,2,116,108,5,0
jscomp.WarningLevel,1.5,4,5,9,6,4.5,5,3,3,6,23,6,3,3,5,41,27,26,21,2,26,2,6,17,2,0.19047619,3,5,18,3,1,4,2,8,4,30,25,4,0
jscomp.WarningsGuard,1,1,4,4,2.5,0.75,0,0,4,4,15,4,3,1,3,12,3,8,3,1,21,1,4,11,1,0.133333333,0,3,0,0,0,0,0,0,0,15,15,4,0
